fine,Moran's I,P-value,num_cell,sample,region_abb,fullid
InN-Pvalb,-0.005200738180675255,0.6470435461452286,176,HZ3M06,HPF,HZ3M06_coorect_HPF
InN-Calb2,-0.005888763938566586,0.016382830006755632,70,HZ3M06,HPF,HZ3M06_coorect_HPF
InN-Lamp5,-0.013823845958325686,0.05479151986661112,51,HZ3M06,HPF,HZ3M06_coorect_HPF
InN-Erbb4,0.0005847419649820673,1.0079861684971437e-08,147,HZ3M06,RS,HZ3M06_coorect_RS
InN-Pvalb,-0.0004687003162825407,5.463642853432416e-05,759,HZ3M06,RS,HZ3M06_coorect_RS
InN-Sst,-0.0009833771191274923,2.045732317253295e-06,247,HZ3M06,RS,HZ3M06_coorect_RS
InN-Sncg,-0.005900089373849519,0.3331049371166336,143,HZ3M06,RS,HZ3M06_coorect_RS
InN-Vip,-0.01014319126807795,0.09553961695636308,75,HZ3M06,RS,HZ3M06_coorect_RS
InN-Olf,-0.02528403138828826,0.5436051639663224,44,HZ3M06,RS,HZ3M06_coorect_RS
InN-Lamp5,-0.03934763318850952,0.6722944106847123,25,HZ3M06,RS,HZ3M06_coorect_RS
InN-Calb2,-0.04019394308636478,0.302044546721849,31,HZ3M06,RS,HZ3M06_coorect_RS
InN-Pvalb,0.004302113036843893,3.0773677002516023e-142,717,HZ3M06,TH,HZ3M06_coorect_TH
InN-Olf,-0.00025027703632856535,2.3387072462700983e-09,522,HZ3M06,TH,HZ3M06_coorect_TH
InN-Calb2,-0.0007769097065416002,0.04447090942557551,812,HZ3M06,TH,HZ3M06_coorect_TH
InN-Sncg,-0.004635447397215794,0.4643385722237956,190,HZ3M06,TH,HZ3M06_coorect_TH
InN-Sst,-0.004829555708728083,0.0014642284448732434,87,HZ3M06,TH,HZ3M06_coorect_TH
InN-Erbb4,-0.005905302779251142,0.8737320514589938,166,HZ3M06,TH,HZ3M06_coorect_TH
InN-Lamp5,-0.0651296747458688,0.30938276379758767,19,HZ3M06,TH,HZ3M06_coorect_TH
InN-Vip,-0.08841700522777468,0.862256138460826,12,HZ3M06,TH,HZ3M06_coorect_TH
InN-Sst,0.005411817505702544,1.8889938718081182e-29,261,HZ4M03,BF,HZ4M03_coorect_BF
InN-Erbb4,0.002252266680436445,3.300877272849539e-14,300,HZ4M03,BF,HZ4M03_coorect_BF
InN-Sncg,0.00047684873672252596,5.82835770051152e-15,937,HZ4M03,BF,HZ4M03_coorect_BF
InN-Calb2,-0.0001540721305159093,0.0005730193233631714,2422,HZ4M03,BF,HZ4M03_coorect_BF
InN-Pvalb,-0.00037917798362801353,2.4836709650671134e-06,403,HZ4M03,BF,HZ4M03_coorect_BF
InN-Olf,-0.00820567322638192,0.3973160012715671,101,HZ4M03,BF,HZ4M03_coorect_BF
InN-Lamp5,-0.01883932114193024,0.00019279664313374522,23,HZ4M03,BF,HZ4M03_coorect_BF
InN-Vip,-0.05491427620547886,0.48496591023071955,22,HZ4M03,BF,HZ4M03_coorect_BF
InN-Sst,-0.0012394517377195724,0.03670286592226162,427,HZ4M03,PFC,HZ4M03_coorect_PFC
InN-Erbb4,-0.0012937902655994374,0.023334383014609085,359,HZ4M03,PFC,HZ4M03_coorect_PFC
InN-Sncg,-0.0014265044306514137,0.4034602810122381,568,HZ4M03,PFC,HZ4M03_coorect_PFC
InN-Pvalb,-0.0020010615812369376,0.7033887157291263,459,HZ4M03,PFC,HZ4M03_coorect_PFC
InN-Vip,-0.007902142509604344,0.2982613420171133,151,HZ4M03,PFC,HZ4M03_coorect_PFC
InN-Olf,-0.010357787357710938,0.9071616385202999,95,HZ4M03,PFC,HZ4M03_coorect_PFC
InN-Lamp5,-0.011521801181297822,0.8939874540136944,90,HZ4M03,PFC,HZ4M03_coorect_PFC
InN-Calb2,-0.01235289669271587,0.425069456829836,98,HZ4M03,PFC,HZ4M03_coorect_PFC
InN-Calb2,0.016020328163452436,1.1932688232663119e-276,611,HZ4M03,STR,HZ4M03_coorect_STR
InN-Olf,0.005697548061748928,0.0,1940,HZ4M03,STR,HZ4M03_coorect_STR
InN-Sncg,0.0049988035225883905,1.8038290407600565e-120,840,HZ4M03,STR,HZ4M03_coorect_STR
InN-Sst,0.0005775573199940853,3.0119041043255964e-08,514,HZ4M03,STR,HZ4M03_coorect_STR
InN-Pvalb,-6.400108575120908e-05,2.761615466359392e-05,577,HZ4M03,STR,HZ4M03_coorect_STR
InN-Erbb4,-0.0003193336757272809,0.00039159438941425783,519,HZ4M03,STR,HZ4M03_coorect_STR
InN-Lamp5,-0.004957552964555609,0.2531908548037858,160,HZ4M03,STR,HZ4M03_coorect_STR
InN-Vip,-0.009860880120926552,0.03594009981539449,57,HZ4M03,STR,HZ4M03_coorect_STR
InN-Calb2,-0.0003162472259252685,7.376575545098781e-05,1127,HZ4M05,BF,HZ4M05_coorect_BF
InN-Sncg,-0.003063606717198205,0.07985293602036304,235,HZ4M05,BF,HZ4M05_coorect_BF
InN-Erbb4,-0.005361956448406727,0.6893418669276667,174,HZ4M05,BF,HZ4M05_coorect_BF
InN-Pvalb,-0.006668344651818562,0.7383369404818914,159,HZ4M05,BF,HZ4M05_coorect_BF
InN-Sst,-0.007867585476828046,0.20471301918744522,161,HZ4M05,BF,HZ4M05_coorect_BF
InN-Olf,-0.03732038798901437,0.696981368152631,26,HZ4M05,BF,HZ4M05_coorect_BF
InN-Lamp5,-0.06976014298492596,0.7988176439756716,16,HZ4M05,BF,HZ4M05_coorect_BF
InN-Sncg,0.0023578163151842945,4.899654961742939e-70,686,HZ4M05,PFC,HZ4M05_coorect_PFC
InN-Sst,0.001394091188318621,3.885672664765992e-41,901,HZ4M05,PFC,HZ4M05_coorect_PFC
InN-Pvalb,-0.0010358067472010044,0.00021092846973782412,369,HZ4M05,PFC,HZ4M05_coorect_PFC
InN-Lamp5,-0.0030300368222556193,5.848914405364764e-05,120,HZ4M05,PFC,HZ4M05_coorect_PFC
InN-Erbb4,-0.0041976517604219,0.8884629305009055,245,HZ4M05,PFC,HZ4M05_coorect_PFC
InN-Vip,-0.005301219816804479,0.7709430388858621,181,HZ4M05,PFC,HZ4M05_coorect_PFC
InN-Calb2,-0.018355912159535533,0.8995582634752946,54,HZ4M05,PFC,HZ4M05_coorect_PFC
InN-Olf,-0.05780290136175162,0.8597446945500825,19,HZ4M05,PFC,HZ4M05_coorect_PFC
InN-Olf,0.005480912409482879,0.0,1950,HZ4M05,STR,HZ4M05_coorect_STR
InN-Calb2,0.005377255010347903,6.495881109744999e-81,413,HZ4M05,STR,HZ4M05_coorect_STR
InN-Pvalb,0.0026865207436119836,1.976785561248564e-15,304,HZ4M05,STR,HZ4M05_coorect_STR
InN-Sncg,0.0022408356262324843,2.142686627535774e-24,293,HZ4M05,STR,HZ4M05_coorect_STR
InN-Sst,-0.00039456261017441007,5.680062426740069e-05,679,HZ4M05,STR,HZ4M05_coorect_STR
InN-Erbb4,-0.004888292728699275,0.04331619839481178,130,HZ4M05,STR,HZ4M05_coorect_STR
InN-Lamp5,-0.013496770466714868,0.7857634887573149,71,HZ4M05,STR,HZ4M05_coorect_STR
InN-Vip,-0.06252545868060509,0.3214686146450536,20,HZ4M05,STR,HZ4M05_coorect_STR
InN-Calb2,0.0007033877330606346,1.4684886415640872e-78,3229,HZ4MP101,BF,HZ4MP101_coorect_BF
InN-Sncg,-0.00011759127454234832,1.6217278268303446e-07,667,HZ4MP101,BF,HZ4MP101_coorect_BF
InN-Sst,-0.0003523519400466819,1.5389239585167704e-06,242,HZ4MP101,BF,HZ4MP101_coorect_BF
InN-Erbb4,-0.0008610936757005567,0.002598358202374283,485,HZ4MP101,BF,HZ4MP101_coorect_BF
InN-Olf,-0.0025982176625416946,3.547165620983578e-05,148,HZ4MP101,BF,HZ4MP101_coorect_BF
InN-Pvalb,-0.005504522395936187,0.5073310408598837,157,HZ4MP101,BF,HZ4MP101_coorect_BF
InN-Sst,0.001121124357983293,4.9001827494089113e-26,742,HZ4MP101,PFC,HZ4MP101_coorect_PFC
InN-Pvalb,0.0007292165081686557,4.279075478406515e-21,707,HZ4MP101,PFC,HZ4MP101_coorect_PFC
InN-Sncg,0.0006852505064645142,1.9648885248286178e-20,604,HZ4MP101,PFC,HZ4MP101_coorect_PFC
InN-Vip,-0.00218487733701915,0.0023851532810807317,233,HZ4MP101,PFC,HZ4MP101_coorect_PFC
InN-Erbb4,-0.0044411422283720005,0.4131392416044365,195,HZ4MP101,PFC,HZ4MP101_coorect_PFC
InN-Lamp5,-0.006834345991846172,0.23465022308709738,116,HZ4MP101,PFC,HZ4MP101_coorect_PFC
InN-Calb2,-0.09759370452247294,0.2511983500897188,14,HZ4MP101,PFC,HZ4MP101_coorect_PFC
InN-Olf,0.019502751033382174,0.0,2224,HZ4MP101,STR,HZ4MP101_coorect_STR
InN-Calb2,0.004120430563225491,1.3438237132238581e-117,796,HZ4MP101,STR,HZ4MP101_coorect_STR
InN-Sncg,0.003463029213313629,1.969186156771487e-27,266,HZ4MP101,STR,HZ4MP101_coorect_STR
InN-Erbb4,0.002566528911957585,4.092056583362372e-18,268,HZ4MP101,STR,HZ4MP101_coorect_STR
InN-Sst,-0.001256626182696024,0.008377154108703568,380,HZ4MP101,STR,HZ4MP101_coorect_STR
InN-Pvalb,-0.002330644466757269,0.002271073343303691,163,HZ4MP101,STR,HZ4MP101_coorect_STR
InN-Lamp5,-0.023962976053905544,0.6795148328031317,46,HZ4MP101,STR,HZ4MP101_coorect_STR
InN-Calb2,0.019996972232635534,0.0,3872,HZ4MP102,BF,HZ4MP102_coorect_BF
InN-Sncg,0.012219094736599392,0.0,650,HZ4MP102,BF,HZ4MP102_coorect_BF
InN-Olf,0.00820922065517156,0.0,677,HZ4MP102,BF,HZ4MP102_coorect_BF
InN-Sst,0.007065927413968744,1.557771307395253e-28,168,HZ4MP102,BF,HZ4MP102_coorect_BF
InN-Erbb4,0.006361666068430231,1.7297913948068092e-96,432,HZ4MP102,BF,HZ4MP102_coorect_BF
InN-Pvalb,0.0035971796073462803,2.0803102171350823e-156,989,HZ4MP102,BF,HZ4MP102_coorect_BF
InN-Vip,0.00031129618270627266,7.939759060029372e-08,159,HZ4MP102,BF,HZ4MP102_coorect_BF
InN-Lamp5,-0.03693923431139459,0.31088719482833227,24,HZ4MP102,BF,HZ4MP102_coorect_BF
InN-Sst,-0.004577433660661102,0.14032596374825626,156,HZ4MP102,ECT,HZ4MP102_coorect_ECT
InN-Sncg,-0.004659752453069933,0.010533855630085569,120,HZ4MP102,ECT,HZ4MP102_coorect_ECT
InN-Erbb4,-0.009683450585629446,0.1032425184729191,68,HZ4MP102,ECT,HZ4MP102_coorect_ECT
InN-Vip,-0.021707197937904016,0.0034327872391999204,23,HZ4MP102,ECT,HZ4MP102_coorect_ECT
InN-Olf,-0.03003042772167219,0.6298744351045822,31,HZ4MP102,ECT,HZ4MP102_coorect_ECT
InN-Lamp5,-0.08164054462178401,0.9123157622867937,13,HZ4MP102,ECT,HZ4MP102_coorect_ECT
InN-Pvalb,-0.08480665834011725,0.7195124671088237,12,HZ4MP102,ECT,HZ4MP102_coorect_ECT
InN-Sst,0.0006212022819792018,1.1121640162204097e-06,163,HZ4MP102,HPF,HZ4MP102_coorect_HPF
InN-Sncg,-0.0013607762657956582,8.198060839602834e-05,196,HZ4MP102,HPF,HZ4MP102_coorect_HPF
InN-Pvalb,-0.0058254042640533635,0.003502842302851743,56,HZ4MP102,HPF,HZ4MP102_coorect_HPF
InN-Erbb4,-0.00714951607948569,0.04814741599020056,86,HZ4MP102,HPF,HZ4MP102_coorect_HPF
InN-Vip,-0.04431924332964441,0.00041865758421074327,12,HZ4MP102,HPF,HZ4MP102_coorect_HPF
InN-Sst,0.003939455531966753,4.7591083281039997e-39,371,HZ4MP102,RS,HZ4MP102_coorect_RS
InN-Sncg,0.0013302561388168713,1.2181664165649524e-13,257,HZ4MP102,RS,HZ4MP102_coorect_RS
InN-Pvalb,-3.51378195602252e-05,6.452436373647361e-08,863,HZ4MP102,RS,HZ4MP102_coorect_RS
InN-Vip,-0.002682741309358229,4.5329841781085336e-07,93,HZ4MP102,RS,HZ4MP102_coorect_RS
InN-Erbb4,-0.016747156719788967,0.7813988336594768,64,HZ4MP102,RS,HZ4MP102_coorect_RS
InN-Lamp5,-0.03936118652187294,0.6883342485835526,28,HZ4MP102,RS,HZ4MP102_coorect_RS
InN-Olf,-0.09101256446524242,0.5862943688915973,13,HZ4MP102,RS,HZ4MP102_coorect_RS
InN-Sncg,0.0030563445481440877,5.413596689309482e-42,377,HZ4MP102,TH,HZ4MP102_coorect_TH
InN-Calb2,0.0002804827724827628,1.6287299092400054e-10,270,HZ4MP102,TH,HZ4MP102_coorect_TH
InN-Sst,-0.0016835925747604834,0.00040700277460305596,62,HZ4MP102,TH,HZ4MP102_coorect_TH
InN-Erbb4,-0.003469015243529754,0.46383849462323723,254,HZ4MP102,TH,HZ4MP102_coorect_TH
InN-Olf,-0.0036203644595122304,0.00010222810554973452,66,HZ4MP102,TH,HZ4MP102_coorect_TH
InN-Pvalb,-0.0036472665192540162,0.12085814700465618,204,HZ4MP102,TH,HZ4MP102_coorect_TH
InN-Lamp5,0.023516948962104992,1.090080994277258e-08,27,HZ4MP202,BF,HZ4MP202_coorect_BF
InN-Calb2,0.023512207405947963,0.0,5248,HZ4MP202,BF,HZ4MP202_coorect_BF
InN-Sst,0.01937875569099539,1.1439144484003226e-137,268,HZ4MP202,BF,HZ4MP202_coorect_BF
InN-Sncg,0.013505071927000952,0.0,593,HZ4MP202,BF,HZ4MP202_coorect_BF
InN-Olf,0.011396331243637975,3.6870749295641898e-242,551,HZ4MP202,BF,HZ4MP202_coorect_BF
InN-Erbb4,0.010732493447758203,2.4579767242694035e-33,221,HZ4MP202,BF,HZ4MP202_coorect_BF
InN-Pvalb,0.0012102202841649452,8.777635674930312e-17,740,HZ4MP202,BF,HZ4MP202_coorect_BF
InN-Vip,0.00036589630030606213,2.536013259649597e-07,191,HZ4MP202,BF,HZ4MP202_coorect_BF
InN-Sst,-0.004003580711606345,0.030190639493722488,107,HZ4MP202,ECT,HZ4MP202_coorect_ECT
InN-Vip,-0.011705736770911508,0.015121643198165682,45,HZ4MP202,ECT,HZ4MP202_coorect_ECT
InN-Erbb4,-0.020353434132991406,0.19406314936422286,36,HZ4MP202,ECT,HZ4MP202_coorect_ECT
InN-Pvalb,-0.02107909078030805,0.16616685789383379,31,HZ4MP202,ECT,HZ4MP202_coorect_ECT
InN-Sncg,-0.026177701406949354,0.16545607744635604,30,HZ4MP202,ECT,HZ4MP202_coorect_ECT
InN-Lamp5,-0.038922668548391826,0.14550266137013948,33,HZ4MP202,ECT,HZ4MP202_coorect_ECT
InN-Olf,-0.039504836895869554,0.6977565800224602,28,HZ4MP202,ECT,HZ4MP202_coorect_ECT
InN-Calb2,-0.09762137319277378,0.8638594601202788,11,HZ4MP202,ECT,HZ4MP202_coorect_ECT
InN-Sst,0.0140747025066556,2.7014275008383215e-24,92,HZ4MP202,HPF,HZ4MP202_coorect_HPF
InN-Olf,0.008011087271176656,4.0524526290917625e-05,13,HZ4MP202,HPF,HZ4MP202_coorect_HPF
InN-Sncg,-0.0009467597236896209,9.107165042645495e-05,236,HZ4MP202,HPF,HZ4MP202_coorect_HPF
InN-Erbb4,-0.004996991807547893,0.007794404128628566,68,HZ4MP202,HPF,HZ4MP202_coorect_HPF
InN-Pvalb,-0.023347156579808095,0.777513810817381,41,HZ4MP202,HPF,HZ4MP202_coorect_HPF
InN-Lamp5,-0.024952955709286788,0.16377247315119647,31,HZ4MP202,HPF,HZ4MP202_coorect_HPF
InN-Calb2,-0.04027205524669248,0.12767709370485245,12,HZ4MP202,HPF,HZ4MP202_coorect_HPF
InN-Pvalb,0.00039190135898932086,1.7426314614928735e-09,758,HZ4MP202,RS,HZ4MP202_coorect_RS
InN-Sst,0.00034616313644359484,5.382609240609043e-07,256,HZ4MP202,RS,HZ4MP202_coorect_RS
InN-Sncg,-0.008335118037431031,0.7864749786505442,114,HZ4MP202,RS,HZ4MP202_coorect_RS
InN-Lamp5,-0.009666305722684475,0.21216220215903758,76,HZ4MP202,RS,HZ4MP202_coorect_RS
InN-Vip,-0.01187621213675805,0.5732624935829218,94,HZ4MP202,RS,HZ4MP202_coorect_RS
InN-Erbb4,-0.03852819626123753,0.9937187184157967,27,HZ4MP202,RS,HZ4MP202_coorect_RS
InN-Olf,-0.04521357679206844,0.8171093606123004,24,HZ4MP202,RS,HZ4MP202_coorect_RS
InN-Erbb4,0.02925970736017614,0.0,572,HZ4MP202,TH,HZ4MP202_coorect_TH
InN-Sncg,0.024108386409851978,0.0,1337,HZ4MP202,TH,HZ4MP202_coorect_TH
InN-Olf,0.021513096973106823,2.7469535947319412e-101,194,HZ4MP202,TH,HZ4MP202_coorect_TH
InN-Calb2,0.009465528291210584,1.7248058999218405e-64,361,HZ4MP202,TH,HZ4MP202_coorect_TH
InN-Pvalb,0.0071125996981241104,1.5505396736813637e-152,728,HZ4MP202,TH,HZ4MP202_coorect_TH
InN-Sst,4.547259503308893e-06,0.0001010860002028914,106,HZ4MP202,TH,HZ4MP202_coorect_TH
InN-Lamp5,-0.06115208051036587,0.9104305073454462,17,HZ4MP202,TH,HZ4MP202_coorect_TH
InN-Vip,-0.087576534233598,0.7670293336825478,13,HZ4MP202,TH,HZ4MP202_coorect_TH
InN-Olf,0.0023820758126522866,2.8114019255404733e-25,322,HZ5M01,BF,HZ5M01_coorect_BF
InN-Calb2,0.000796345650741429,1.2786376135035516e-219,4764,HZ5M01,BF,HZ5M01_coorect_BF
InN-Erbb4,0.00014267821761324744,3.721857600500274e-14,1256,HZ5M01,BF,HZ5M01_coorect_BF
InN-Sncg,-0.0008810008137301184,0.0013595345657080044,545,HZ5M01,BF,HZ5M01_coorect_BF
InN-Pvalb,-0.001837988144748594,0.5430397246354495,495,HZ5M01,BF,HZ5M01_coorect_BF
InN-Sst,-0.0018426573757530445,0.41240735204412937,469,HZ5M01,BF,HZ5M01_coorect_BF
InN-Lamp5,-0.008998331095045508,0.0003804646274223083,56,HZ5M01,BF,HZ5M01_coorect_BF
InN-Vip,-0.033945624584176944,0.8166004667319071,29,HZ5M01,BF,HZ5M01_coorect_BF
InN-Sst,0.0006041079756914796,1.6899000632059497e-17,776,HZ5M01,PFC,HZ5M01_coorect_PFC
InN-Sncg,0.00011807169223229188,8.562644725340133e-10,445,HZ5M01,PFC,HZ5M01_coorect_PFC
InN-Erbb4,-0.0004952651044290963,1.7433230521637427e-07,346,HZ5M01,PFC,HZ5M01_coorect_PFC
InN-Pvalb,-0.0005665025534107248,4.783694809659488e-06,511,HZ5M01,PFC,HZ5M01_coorect_PFC
InN-Vip,-0.0009117192967036123,4.475334586312463e-06,205,HZ5M01,PFC,HZ5M01_coorect_PFC
InN-Lamp5,-0.008073790293465544,0.10907729879951461,95,HZ5M01,PFC,HZ5M01_coorect_PFC
InN-Calb2,-0.028120345603212388,0.9536443915790564,37,HZ5M01,PFC,HZ5M01_coorect_PFC
InN-Olf,-0.04515558455384091,0.9747512004201897,23,HZ5M01,PFC,HZ5M01_coorect_PFC
InN-Olf,0.009468209358003873,0.0,2246,HZ5M01,STR,HZ5M01_coorect_STR
InN-Calb2,0.0064674617232449655,2.0089009057162535e-110,468,HZ5M01,STR,HZ5M01_coorect_STR
InN-Erbb4,0.0024574438055388575,4.0199159162055863e-51,543,HZ5M01,STR,HZ5M01_coorect_STR
InN-Sncg,0.0012028944060724798,2.072229689220212e-18,348,HZ5M01,STR,HZ5M01_coorect_STR
InN-Sst,0.0011588465571633522,1.0330108759492476e-31,870,HZ5M01,STR,HZ5M01_coorect_STR
InN-Pvalb,-0.002036202272415369,0.10541259562761575,365,HZ5M01,STR,HZ5M01_coorect_STR
InN-Lamp5,-0.004464513248750922,0.5481908254101158,206,HZ5M01,STR,HZ5M01_coorect_STR
InN-Vip,-0.010446549038223372,0.1975804804577298,76,HZ5M01,STR,HZ5M01_coorect_STR
InN-Pvalb,0.002735285988404367,2.986239827699464e-53,552,HZ5M02,BF,HZ5M02_coorect_BF
InN-Erbb4,0.0024331713319898376,3.5442127275110017e-57,658,HZ5M02,BF,HZ5M02_coorect_BF
InN-Calb2,0.0006904704283669626,2.7157216808207965e-114,3838,HZ5M02,BF,HZ5M02_coorect_BF
InN-Sncg,8.15712324534578e-05,6.201221976768826e-09,371,HZ5M02,BF,HZ5M02_coorect_BF
InN-Sst,-0.0008460253410944901,2.178264746031686e-05,312,HZ5M02,BF,HZ5M02_coorect_BF
InN-Olf,-0.0013854239049633215,0.0053506800193950255,382,HZ5M02,BF,HZ5M02_coorect_BF
InN-Lamp5,-0.005491486499163425,0.16762568750777762,127,HZ5M02,BF,HZ5M02_coorect_BF
InN-Vip,-0.032953357944141455,0.8575578201068375,30,HZ5M02,BF,HZ5M02_coorect_BF
InN-Erbb4,0.005450786432066363,7.925795828183705e-21,92,HZ5M02,ECT,HZ5M02_coorect_ECT
InN-Sst,-0.0005921745947707701,6.442243428057097e-07,189,HZ5M02,ECT,HZ5M02_coorect_ECT
InN-Sncg,-0.000804021236988651,9.585919436855187e-07,108,HZ5M02,ECT,HZ5M02_coorect_ECT
InN-Pvalb,-0.020093899910497294,0.27740303176058856,42,HZ5M02,ECT,HZ5M02_coorect_ECT
InN-Olf,-0.021312638465031487,0.9927031413316727,48,HZ5M02,ECT,HZ5M02_coorect_ECT
InN-Vip,-0.02177692006366209,0.810417769246,45,HZ5M02,ECT,HZ5M02_coorect_ECT
InN-Calb2,-0.04892037516875192,0.8754624849523552,21,HZ5M02,ECT,HZ5M02_coorect_ECT
InN-Lamp5,-0.051584870308661254,0.19530472252818631,24,HZ5M02,ECT,HZ5M02_coorect_ECT
InN-Sst,-0.0013361670376360968,0.006387502926104916,318,HZ5M02,HPF,HZ5M02_coorect_HPF
InN-Olf,-0.0026234743995407132,0.001028678296173167,130,HZ5M02,HPF,HZ5M02_coorect_HPF
InN-Sncg,-0.0031741022575108037,0.5903955512366669,282,HZ5M02,HPF,HZ5M02_coorect_HPF
InN-Pvalb,-0.004899039683478649,0.9775875687117391,204,HZ5M02,HPF,HZ5M02_coorect_HPF
InN-Erbb4,-0.005897455938891072,0.33024554203651224,138,HZ5M02,HPF,HZ5M02_coorect_HPF
InN-Lamp5,-0.011909183002003,0.7237191898549453,79,HZ5M02,HPF,HZ5M02_coorect_HPF
InN-Vip,-0.013302632094112313,0.31364661589709875,63,HZ5M02,HPF,HZ5M02_coorect_HPF
InN-Calb2,-0.02900709235759132,0.8527180570941644,34,HZ5M02,HPF,HZ5M02_coorect_HPF
InN-Erbb4,0.0008925551514374986,4.88488342741372e-09,81,HZ5M02,RS,HZ5M02_coorect_RS
InN-Pvalb,-0.0004892046760658486,7.104102469633498e-05,739,HZ5M02,RS,HZ5M02_coorect_RS
InN-Sst,-0.002108658096538637,0.002345488303026126,238,HZ5M02,RS,HZ5M02_coorect_RS
InN-Sncg,-0.002781191643370504,4.6290349728502586e-05,114,HZ5M02,RS,HZ5M02_coorect_RS
InN-Vip,-0.005017894961922158,0.00024822708017249685,83,HZ5M02,RS,HZ5M02_coorect_RS
InN-Olf,-0.016573507226342477,0.14916587910531878,46,HZ5M02,RS,HZ5M02_coorect_RS
InN-Lamp5,-0.02004475245474111,0.8925931637441777,52,HZ5M02,RS,HZ5M02_coorect_RS
InN-Calb2,-0.05277218079182868,0.7185405222123509,19,HZ5M02,RS,HZ5M02_coorect_RS
InN-Calb2,0.010619808862429107,0.0,770,HZ5M02,TH,HZ5M02_coorect_TH
InN-Erbb4,0.006596037171985701,1.3479438304977143e-84,373,HZ5M02,TH,HZ5M02_coorect_TH
InN-Sncg,0.006347713569672429,2.3638095089461357e-93,380,HZ5M02,TH,HZ5M02_coorect_TH
InN-Lamp5,0.005311221384284142,1.844351950301793e-11,90,HZ5M02,TH,HZ5M02_coorect_TH
InN-Olf,0.0051442303128140365,4.774508659525094e-110,496,HZ5M02,TH,HZ5M02_coorect_TH
InN-Pvalb,0.00305681047915487,9.090120438638857e-55,523,HZ5M02,TH,HZ5M02_coorect_TH
InN-Sst,4.3864168910872694e-05,5.494723317595333e-06,218,HZ5M02,TH,HZ5M02_coorect_TH
InN-Vip,-0.008114960390061054,0.015361307162452152,59,HZ5M02,TH,HZ5M02_coorect_TH
InN-Calb2,0.0038973038684353175,0.0,4181,HZ5M03,BF,HZ5M03_coorect_BF
InN-Erbb4,0.002927889523516675,9.860800633658838e-92,830,HZ5M03,BF,HZ5M03_coorect_BF
InN-Sncg,0.0012388128379694776,4.7872267104034887e-29,729,HZ5M03,BF,HZ5M03_coorect_BF
InN-Sst,7.403372122714245e-05,8.137087698457625e-07,265,HZ5M03,BF,HZ5M03_coorect_BF
InN-Pvalb,-0.002457441729433312,0.08819046705074247,278,HZ5M03,BF,HZ5M03_coorect_BF
InN-Lamp5,-0.011020927480784497,0.021767601234260362,58,HZ5M03,BF,HZ5M03_coorect_BF
InN-Olf,-0.015522455716738388,0.39607586379983484,55,HZ5M03,BF,HZ5M03_coorect_BF
InN-Vip,-0.03596311482038081,0.8261399053755123,30,HZ5M03,BF,HZ5M03_coorect_BF
InN-Sst,0.004073499056248846,1.1648299295624004e-73,590,HZ5M03,PFC,HZ5M03_coorect_PFC
InN-Pvalb,0.002219963215200819,8.069178311359359e-25,383,HZ5M03,PFC,HZ5M03_coorect_PFC
InN-Vip,0.0007396189991935793,3.6199473560159825e-09,149,HZ5M03,PFC,HZ5M03_coorect_PFC
InN-Lamp5,-0.0025785204987686526,6.179488095199217e-06,50,HZ5M03,PFC,HZ5M03_coorect_PFC
InN-Erbb4,-0.003031931200059464,0.0008058963540783233,149,HZ5M03,PFC,HZ5M03_coorect_PFC
InN-Sncg,-0.0053002201473100335,0.24584864145313678,147,HZ5M03,PFC,HZ5M03_coorect_PFC
InN-Olf,-0.10256452996562392,0.6625961609577735,12,HZ5M03,PFC,HZ5M03_coorect_PFC
InN-Vip,0.04640124158693141,3.330733537449082e-40,68,HZ5M03,STR,HZ5M03_coorect_STR
InN-Pvalb,0.00940480883725708,2.2504817865212252e-157,409,HZ5M03,STR,HZ5M03_coorect_STR
InN-Sncg,0.008537538399978888,2.755039272463438e-115,371,HZ5M03,STR,HZ5M03_coorect_STR
InN-Calb2,0.005831190268579359,4.975547386247724e-18,157,HZ5M03,STR,HZ5M03_coorect_STR
InN-Erbb4,0.004628257780945966,3.607967918800477e-49,341,HZ5M03,STR,HZ5M03_coorect_STR
InN-Sst,0.003939943789700934,1.8338672836626752e-90,762,HZ5M03,STR,HZ5M03_coorect_STR
InN-Olf,0.003920241944036139,0.0,3082,HZ5M03,STR,HZ5M03_coorect_STR
InN-Lamp5,-0.0020385119494634022,2.503462034491026e-05,185,HZ5M03,STR,HZ5M03_coorect_STR
InN-Erbb4,0.006249411427176696,4.060618967692714e-118,510,HZ5M04,BF,HZ5M04_coorect_BF
InN-Sncg,0.0026056920447931307,6.781107676393682e-26,368,HZ5M04,BF,HZ5M04_coorect_BF
InN-Pvalb,0.0013585701118530814,6.841457348447002e-18,411,HZ5M04,BF,HZ5M04_coorect_BF
InN-Calb2,0.000616769734541084,1.032555995128956e-139,5721,HZ5M04,BF,HZ5M04_coorect_BF
InN-Sst,-0.0009052546715245422,2.8813630622875104e-05,184,HZ5M04,BF,HZ5M04_coorect_BF
InN-Olf,-0.001475969439121278,0.011534899462878613,372,HZ5M04,BF,HZ5M04_coorect_BF
InN-Lamp5,-0.018742928596488864,0.9388218542015868,55,HZ5M04,BF,HZ5M04_coorect_BF
InN-Olf,0.001487004033497454,2.4060503149036114e-09,32,HZ5M04,ECT,HZ5M04_coorect_ECT
