fine,Moran's I,P-value,num_cell,sample,region_abb,fullid
ExN-DEGLU-2,0.00802474014635728,0.0,2027,HZ5M04,TH,HZ5M04_coorect_TH
ExN-CA3,0.0066936581566568116,6.953016334846164e-35,244,HZ5M04,TH,HZ5M04_coorect_TH
ExN-DEGLU-1,0.004359598908439724,0.0,8299,HZ5M04,TH,HZ5M04_coorect_TH
ExN-CA2,0.003228016539790107,3.819679114622733e-24,346,HZ5M04,TH,HZ5M04_coorect_TH
ExN-CA1,-0.0015711632656561856,3.794079290157861e-05,87,HZ5M04,TH,HZ5M04_coorect_TH
ExN-L6b,-0.016185815358942594,0.3090928564856871,52,HZ5M04,TH,HZ5M04_coorect_TH
ExN-L5/6-NP,-0.030071389149410883,0.6165496876640463,31,HZ5M04,TH,HZ5M04_coorect_TH
ExN-DEGLU-1,0.001764040834137064,2.018520220037346e-30,694,HZ5M05,BF,HZ5M05_coorect_BF
ExN-DEGLU-2,-0.0019391160670328886,0.7312920837858714,485,HZ5M05,BF,HZ5M05_coorect_BF
ExN-DG,-0.0037237409041278335,0.21717261766457385,215,HZ5M05,BF,HZ5M05_coorect_BF
ExN-CA2,-0.01679786311760379,0.14399412978570358,48,HZ5M05,BF,HZ5M05_coorect_BF
ExN-CA3,-0.020973939236257497,0.49543771000070636,43,HZ5M05,BF,HZ5M05_coorect_BF
ExN-CA1,-0.07309629117482518,0.2815264708735654,17,HZ5M05,BF,HZ5M05_coorect_BF
ExN-L6b,0.015238744498577431,1.5582796711037546e-24,114,HZ5M05,PFC,HZ5M05_coorect_PFC
ExN-L5-IT,0.0010654571678713279,4.737198560854189e-120,2562,HZ5M05,PFC,HZ5M05_coorect_PFC
ExN-L5-ET,0.00045807107919008445,1.2142427140084293e-25,1559,HZ5M05,PFC,HZ5M05_coorect_PFC
ExN-CA3,-5.066548836102709e-05,7.032575533057368e-08,477,HZ5M05,PFC,HZ5M05_coorect_PFC
ExN-L2/3-IT,-7.536283418120594e-05,4.079248431493564e-08,1103,HZ5M05,PFC,HZ5M05_coorect_PFC
ExN-L6-CT,-8.527248422574914e-05,5.9243874370990595e-08,1553,HZ5M05,PFC,HZ5M05_coorect_PFC
ExN-CA1,-0.00043594668220589,5.4308222524839364e-05,341,HZ5M05,PFC,HZ5M05_coorect_PFC
ExN-L5/6-NP,-0.0012837719635700985,0.006052485068580925,418,HZ5M05,PFC,HZ5M05_coorect_PFC
ExN-DG,-0.002535733799558867,0.41300706771700957,324,HZ5M05,PFC,HZ5M05_coorect_PFC
ExN-CA2,-0.0033466661199074194,0.02313067799316951,147,HZ5M05,PFC,HZ5M05_coorect_PFC
ExN-L4/5-IT,-0.0033836132319983374,0.08443441382845404,191,HZ5M05,PFC,HZ5M05_coorect_PFC
ExN-L6-IT,-0.003684913306785312,0.12926393824300106,176,HZ5M05,PFC,HZ5M05_coorect_PFC
ExN-Olf,-0.006032867559322731,0.9509429412351841,165,HZ5M05,PFC,HZ5M05_coorect_PFC
ExN-DEGLU-1,-0.006280772560367669,0.4302782484763382,136,HZ5M05,PFC,HZ5M05_coorect_PFC
ExN-DEGLU-2,-0.010624509617768077,0.17028901182232958,69,HZ5M05,PFC,HZ5M05_coorect_PFC
ExN-CA2,0.0039972174350041715,5.052131447910407e-273,1375,HZ5M05,STR,HZ5M05_coorect_STR
ExN-DEGLU-1,0.0027040123974946956,4.211185467890803e-96,1085,HZ5M05,STR,HZ5M05_coorect_STR
ExN-CA1,0.0013153490428068953,9.233854826992884e-69,1603,HZ5M05,STR,HZ5M05_coorect_STR
ExN-DG,0.0012703948098221063,3.15460003298269e-134,2559,HZ5M05,STR,HZ5M05_coorect_STR
ExN-CA3,0.0010488871651776813,3.872661210137566e-19,521,HZ5M05,STR,HZ5M05_coorect_STR
ExN-DEGLU-2,0.0006362583306805233,6.392045253511041e-09,303,HZ5M05,STR,HZ5M05_coorect_STR
ExN-Olf,-0.000775052418182688,4.0060290821971753e-07,176,HZ5M05,STR,HZ5M05_coorect_STR
ExN-L6b,-0.0009512378359685145,0.16481152845485392,785,HZ5M05,STR,HZ5M05_coorect_STR
ExN-L6-CT,-0.00730586762087127,0.9360057900992202,136,HZ5M05,STR,HZ5M05_coorect_STR
ExN-L5-ET,-0.011499735019617027,0.6136391955604814,80,HZ5M05,STR,HZ5M05_coorect_STR
ExN-L6-IT,-0.012575291126200979,0.05363192968181904,48,HZ5M05,STR,HZ5M05_coorect_STR
ExN-L5/6-NP,-0.023227123404459843,0.8958176942672194,45,HZ5M05,STR,HZ5M05_coorect_STR
ExN-L2/3-IT,-0.02994334177760499,0.8041229326785964,33,HZ5M05,STR,HZ5M05_coorect_STR
ExN-L4/5-IT,-0.06334582165560396,0.930511541916118,17,HZ5M05,STR,HZ5M05_coorect_STR
ExN-L5-IT,-0.07214216317513725,0.33805124405462117,17,HZ5M05,STR,HZ5M05_coorect_STR
ExN-CA3,0.11896771684748396,3.429949986367431e-102,49,HZ5M06,BF,HZ5M06_coorect_BF
ExN-DEGLU-2,0.014412565549728697,6.360091526527159e-197,326,HZ5M06,BF,HZ5M06_coorect_BF
ExN-Olf,0.009596358273893732,3.9772555546693355e-09,27,HZ5M06,BF,HZ5M06_coorect_BF
ExN-CA1,0.0013231325077557275,3.7776760689889455e-06,29,HZ5M06,BF,HZ5M06_coorect_BF
ExN-DG,-0.0010849235046024135,8.3624346401912e-07,185,HZ5M06,BF,HZ5M06_coorect_BF
ExN-CA2,-0.0073664903593663265,0.0005177605051992676,42,HZ5M06,BF,HZ5M06_coorect_BF
ExN-DEGLU-1,-0.022853567826051715,0.03081825469242287,30,HZ5M06,BF,HZ5M06_coorect_BF
ExN-L5/6-NP,-0.1013210637894581,0.5883107715547438,12,HZ5M06,BF,HZ5M06_coorect_BF
ExN-Olf,0.013564767814400934,5.708897035171502e-58,150,HZ5M06,ECT,HZ5M06_coorect_ECT
ExN-L2/3-IT,0.0024721998312211887,6.270350089932681e-16,205,HZ5M06,ECT,HZ5M06_coorect_ECT
ExN-L5-IT,0.002260925678091798,2.460210713849307e-27,497,HZ5M06,ECT,HZ5M06_coorect_ECT
ExN-L5-ET,-0.00017640328353675795,1.5655434895500194e-07,288,HZ5M06,ECT,HZ5M06_coorect_ECT
ExN-CA3,-0.0021836076457589846,0.00419495309867732,153,HZ5M06,ECT,HZ5M06_coorect_ECT
ExN-L6-CT,-0.002666471357892353,0.14191867796610244,280,HZ5M06,ECT,HZ5M06_coorect_ECT
ExN-L6b,-0.004252277978435427,0.31331197983656467,182,HZ5M06,ECT,HZ5M06_coorect_ECT
ExN-L6-IT,-0.006142963863248287,0.15393530680378023,116,HZ5M06,ECT,HZ5M06_coorect_ECT
ExN-CA2,-0.010659793917812597,0.8922741817916567,97,HZ5M06,ECT,HZ5M06_coorect_ECT
ExN-CA1,-0.014462973039635249,0.4338884045117666,59,HZ5M06,ECT,HZ5M06_coorect_ECT
ExN-DG,-0.01807830081938952,0.87866128241069,58,HZ5M06,ECT,HZ5M06_coorect_ECT
ExN-L4/5-IT,-0.021029701681302325,0.6501821436353132,44,HZ5M06,ECT,HZ5M06_coorect_ECT
ExN-L5/6-NP,-0.021786688429899084,0.19733512493337813,61,HZ5M06,ECT,HZ5M06_coorect_ECT
ExN-DEGLU-2,-0.03698075184467979,0.009589534033040695,17,HZ5M06,ECT,HZ5M06_coorect_ECT
ExN-DG,0.0059570966576894145,0.0,2091,HZ5M06,HPF,HZ5M06_coorect_HPF
ExN-CA1,0.0021727201710461724,9.35396670142098e-263,2902,HZ5M06,HPF,HZ5M06_coorect_HPF
ExN-CA3,0.000671282103741059,3.7417957271208263e-19,1386,HZ5M06,HPF,HZ5M06_coorect_HPF
ExN-CA2,0.0003869128630280511,2.5326318016549547e-12,1531,HZ5M06,HPF,HZ5M06_coorect_HPF
ExN-L5/6-NP,-0.007263693712180083,0.13447069628355487,77,HZ5M06,HPF,HZ5M06_coorect_HPF
ExN-L6-CT,-0.007357333248916578,0.5173750487490603,119,HZ5M06,HPF,HZ5M06_coorect_HPF
ExN-Olf,-0.008855288967271276,0.09106331409932877,49,HZ5M06,HPF,HZ5M06_coorect_HPF
ExN-L6b,-0.009560359448372992,0.6136882238794392,94,HZ5M06,HPF,HZ5M06_coorect_HPF
ExN-L6-IT,-0.011158809876377636,0.8818986745127262,88,HZ5M06,HPF,HZ5M06_coorect_HPF
ExN-L5-ET,-0.012460708180335511,0.8129958476454434,77,HZ5M06,HPF,HZ5M06_coorect_HPF
ExN-L5-IT,-0.014558842883735738,0.27210585613026284,90,HZ5M06,HPF,HZ5M06_coorect_HPF
ExN-L2/3-IT,-0.026844192214716765,0.1037707899065912,25,HZ5M06,HPF,HZ5M06_coorect_HPF
ExN-DEGLU-2,-0.03618526617856673,0.5807540103211344,33,HZ5M06,HPF,HZ5M06_coorect_HPF
ExN-L4/5-IT,-0.05990444793963245,0.6332406608793357,20,HZ5M06,HPF,HZ5M06_coorect_HPF
ExN-DEGLU-1,-0.08294006063396148,0.5145232724337119,15,HZ5M06,HPF,HZ5M06_coorect_HPF
ExN-L5-IT,0.002216938800008504,1.4167809062068611e-42,620,HZ5M06,RS,HZ5M06_coorect_RS
ExN-L5-ET,0.0012121551393522493,9.774401070578864e-22,631,HZ5M06,RS,HZ5M06_coorect_RS
ExN-L6-CT,-0.0014649714672202033,0.033877223362072356,434,HZ5M06,RS,HZ5M06_coorect_RS
ExN-L5/6-NP,-0.0015372689140035268,0.008392748777738766,312,HZ5M06,RS,HZ5M06_coorect_RS
ExN-DG,-0.004901571714511456,0.038778802841571244,122,HZ5M06,RS,HZ5M06_coorect_RS
ExN-CA1,-0.009462657117834202,0.038257530685251936,62,HZ5M06,RS,HZ5M06_coorect_RS
ExN-L6-IT,-0.014523809876947754,0.5956055428219078,76,HZ5M06,RS,HZ5M06_coorect_RS
ExN-L2/3-IT,-0.015400514681178784,0.0029105639140876377,37,HZ5M06,RS,HZ5M06_coorect_RS
ExN-CA2,-0.016667632839491776,0.9395739589214801,62,HZ5M06,RS,HZ5M06_coorect_RS
ExN-L4/5-IT,-0.018255659532391576,0.38908384406277075,64,HZ5M06,RS,HZ5M06_coorect_RS
ExN-CA3,-0.02350805207138417,0.949796246957282,44,HZ5M06,RS,HZ5M06_coorect_RS
ExN-L6b,-0.04119338424558763,0.3875163783359611,30,HZ5M06,RS,HZ5M06_coorect_RS
ExN-Olf,-0.05347837129914714,0.02119668223504873,27,HZ5M06,RS,HZ5M06_coorect_RS
ExN-DEGLU-2,-0.056652491761464856,0.31346307981094956,21,HZ5M06,RS,HZ5M06_coorect_RS
ExN-DEGLU-2,0.013131118890982998,0.0,2739,HZ5M06,TH,HZ5M06_coorect_TH
ExN-L5/6-NP,0.003927104197480202,5.2465952795378236e-12,155,HZ5M06,TH,HZ5M06_coorect_TH
ExN-DEGLU-1,0.0015408061962467897,0.0,7102,HZ5M06,TH,HZ5M06_coorect_TH
ExN-L5-IT,0.0014492622067608309,0.0008788732324347014,17,HZ5M06,TH,HZ5M06_coorect_TH
ExN-CA2,0.0013055753581737695,6.616206033695379e-16,471,HZ5M06,TH,HZ5M06_coorect_TH
ExN-DG,0.0009532253599131865,2.9196798417335607e-16,571,HZ5M06,TH,HZ5M06_coorect_TH
ExN-CA3,0.0002753437725813943,6.619417919212963e-08,285,HZ5M06,TH,HZ5M06_coorect_TH
ExN-CA1,-0.009016636972004406,0.35541892578481915,92,HZ5M06,TH,HZ5M06_coorect_TH
ExN-L6b,-0.00947257228079838,0.7335902978699567,99,HZ5M06,TH,HZ5M06_coorect_TH
ExN-L6-CT,-0.009526548724866203,0.0022485392791134064,49,HZ5M06,TH,HZ5M06_coorect_TH
ExN-L5-ET,-0.019199728688757987,0.7811597667082053,50,HZ5M06,TH,HZ5M06_coorect_TH
ExN-Olf,-0.04744561611555078,0.9891458414365462,22,HZ5M06,TH,HZ5M06_coorect_TH
ExN-L4/5-IT,-0.09624269744648957,0.819111827220058,11,HZ5M06,TH,HZ5M06_coorect_TH
ExN-DEGLU-2,-0.00020556705723632525,1.0163730307600348e-05,760,HZ6M02,BF,HZ6M02_coorect_BF
ExN-DEGLU-1,-0.0015237876392912447,0.2346534483996372,499,HZ6M02,BF,HZ6M02_coorect_BF
ExN-L6b,-0.006410791114556245,0.11020910612445824,106,HZ6M02,BF,HZ6M02_coorect_BF
ExN-CA2,-0.011616787220877878,0.6593138275490422,98,HZ6M02,BF,HZ6M02_coorect_BF
ExN-L5/6-NP,-0.014629771826098554,0.5781253960381874,78,HZ6M02,BF,HZ6M02_coorect_BF
ExN-Olf,-0.014797621532119876,0.778530419975358,64,HZ6M02,BF,HZ6M02_coorect_BF
ExN-CA3,-0.01550482353323003,0.4889629780497826,74,HZ6M02,BF,HZ6M02_coorect_BF
ExN-DG,-0.01984583297604399,0.4422694937628151,61,HZ6M02,BF,HZ6M02_coorect_BF
ExN-CA1,-0.02017325758479948,0.8912751607871279,52,HZ6M02,BF,HZ6M02_coorect_BF
ExN-L5-ET,-0.02197493038507409,0.7292171423471157,43,HZ6M02,BF,HZ6M02_coorect_BF
ExN-L6-IT,-0.02560625710732465,0.9002356697057203,41,HZ6M02,BF,HZ6M02_coorect_BF
ExN-L5-IT,-0.03525588725633475,0.7939879781470853,31,HZ6M02,BF,HZ6M02_coorect_BF
ExN-L2/3-IT,-0.07656814662605106,0.9884230480585887,14,HZ6M02,BF,HZ6M02_coorect_BF
ExN-L4/5-IT,-0.09217888883901862,0.4322999530524313,13,HZ6M02,BF,HZ6M02_coorect_BF
ExN-L6-CT,-0.0038874727730338707,6.459986022849707e-05,94,HZ6M02,ECT,HZ6M02_coorect_ECT
ExN-L6b,-0.004732970313448891,0.485758325004488,237,HZ6M02,ECT,HZ6M02_coorect_ECT
ExN-CA3,-0.006684266904346866,0.01454964249797388,91,HZ6M02,ECT,HZ6M02_coorect_ECT
ExN-L5-ET,-0.00729781230233256,0.8267916948415205,133,HZ6M02,ECT,HZ6M02_coorect_ECT
ExN-Olf,-0.0090152363198002,0.5302822134950704,123,HZ6M02,ECT,HZ6M02_coorect_ECT
ExN-DEGLU-2,-0.00966360706084314,0.0019438727575717696,48,HZ6M02,ECT,HZ6M02_coorect_ECT
ExN-L6-IT,-0.013644487467837918,0.9285086691748041,73,HZ6M02,ECT,HZ6M02_coorect_ECT
ExN-L2/3-IT,-0.015742716256277683,0.3467685005625133,74,HZ6M02,ECT,HZ6M02_coorect_ECT
ExN-L5-IT,-0.016598210249501973,0.5955692392410206,66,HZ6M02,ECT,HZ6M02_coorect_ECT
ExN-CA1,-0.017549563448660828,0.6971774910292208,54,HZ6M02,ECT,HZ6M02_coorect_ECT
ExN-CA2,-0.017933511528319922,0.6099966968057133,51,HZ6M02,ECT,HZ6M02_coorect_ECT
ExN-DG,-0.021789066902883313,0.18428644177794595,60,HZ6M02,ECT,HZ6M02_coorect_ECT
ExN-DEGLU-1,-0.022209865858262002,0.6290205147257697,50,HZ6M02,ECT,HZ6M02_coorect_ECT
ExN-L5/6-NP,-0.026977998439828895,0.6020021957657008,42,HZ6M02,ECT,HZ6M02_coorect_ECT
ExN-L4/5-IT,-0.049600183675909196,0.4369692831314246,24,HZ6M02,ECT,HZ6M02_coorect_ECT
ExN-DG,0.0008594561926436446,3.0470148822468296e-29,1512,HZ6M02,HPF,HZ6M02_coorect_HPF
ExN-CA1,-0.00036337920864862875,0.005242314338079498,1271,HZ6M02,HPF,HZ6M02_coorect_HPF
ExN-CA2,-0.00046315756286285486,0.000864303155477458,553,HZ6M02,HPF,HZ6M02_coorect_HPF
ExN-CA3,-0.0007230368817923247,0.005114784041749354,674,HZ6M02,HPF,HZ6M02_coorect_HPF
ExN-DEGLU-1,-0.0016475055640238828,0.002228944542028454,174,HZ6M02,HPF,HZ6M02_coorect_HPF
ExN-L6b,-0.0034323486413398246,0.4163160840106571,237,HZ6M02,HPF,HZ6M02_coorect_HPF
ExN-L5-ET,-0.005303315442902676,0.878333701153825,196,HZ6M02,HPF,HZ6M02_coorect_HPF
ExN-Olf,-0.008204796742398287,0.13149106079409822,88,HZ6M02,HPF,HZ6M02_coorect_HPF
ExN-L6-IT,-0.008412136348504426,0.9453436327557623,122,HZ6M02,HPF,HZ6M02_coorect_HPF
ExN-DEGLU-2,-0.008467267189628973,0.4077325575272386,98,HZ6M02,HPF,HZ6M02_coorect_HPF
ExN-L5/6-NP,-0.012294001649797492,0.4232758389512926,95,HZ6M02,HPF,HZ6M02_coorect_HPF
ExN-L6-CT,-0.017726161469652085,0.5324969862736948,51,HZ6M02,HPF,HZ6M02_coorect_HPF
ExN-L2/3-IT,-0.02373130294138629,0.9892988102107148,43,HZ6M02,HPF,HZ6M02_coorect_HPF
ExN-L5-IT,-0.026915723271500845,0.5237742955795268,44,HZ6M02,HPF,HZ6M02_coorect_HPF
ExN-L4/5-IT,-0.03204091029093829,0.012926265892379834,17,HZ6M02,HPF,HZ6M02_coorect_HPF
ExN-L5-IT,-0.0010700681654481734,5.561516471887989e-06,270,HZ6M02,RS,HZ6M02_coorect_RS
ExN-L6-CT,-0.0017087555164858794,0.0006883161366960384,260,HZ6M02,RS,HZ6M02_coorect_RS
ExN-L6b,-0.003010475929185813,0.007827571667585279,201,HZ6M02,RS,HZ6M02_coorect_RS
ExN-DEGLU-1,-0.0032675596991715954,0.08108406875423878,222,HZ6M02,RS,HZ6M02_coorect_RS
ExN-L5-ET,-0.0036225559899842968,0.6735880174271008,258,HZ6M02,RS,HZ6M02_coorect_RS
ExN-CA3,-0.00505106314739705,0.015229277949825825,119,HZ6M02,RS,HZ6M02_coorect_RS
ExN-L6-IT,-0.006160273198178731,0.45577177474901187,142,HZ6M02,RS,HZ6M02_coorect_RS
ExN-DEGLU-2,-0.006177814285948657,0.2009696886619159,128,HZ6M02,RS,HZ6M02_coorect_RS
ExN-L2/3-IT,-0.008149096340105211,0.20911162505898817,97,HZ6M02,RS,HZ6M02_coorect_RS
ExN-DG,-0.010978548137919531,0.03798440967459843,49,HZ6M02,RS,HZ6M02_coorect_RS
ExN-L5/6-NP,-0.011378088628710753,0.1909976413504142,109,HZ6M02,RS,HZ6M02_coorect_RS
ExN-CA1,-0.011468484123350367,0.9336461382994272,87,HZ6M02,RS,HZ6M02_coorect_RS
ExN-CA2,-0.012562474787435185,0.51988696436929,90,HZ6M02,RS,HZ6M02_coorect_RS
ExN-L4/5-IT,-0.01645810394804369,0.872075897563036,60,HZ6M02,RS,HZ6M02_coorect_RS
ExN-Olf,-0.016860331403579062,0.9477946831571255,61,HZ6M02,RS,HZ6M02_coorect_RS
ExN-DEGLU-2,0.005917436781936019,8.546596873526971e-128,721,HZ6M02,TH,HZ6M02_coorect_TH
ExN-DG,0.0026390624749723407,1.324699784732011e-10,183,HZ6M02,TH,HZ6M02_coorect_TH
ExN-L6b,0.0018176022576177973,1.1150011088373281e-21,436,HZ6M02,TH,HZ6M02_coorect_TH
ExN-DEGLU-1,0.0015995667755945102,4.570220795604743e-122,2343,HZ6M02,TH,HZ6M02_coorect_TH
ExN-L5/6-NP,-0.000990474675547974,0.0008405625435851009,167,HZ6M02,TH,HZ6M02_coorect_TH
ExN-L2/3-IT,-0.0016228190581061282,6.904301938122311e-06,26,HZ6M02,TH,HZ6M02_coorect_TH
ExN-CA3,-0.001976093733720145,0.00323500003131662,225,HZ6M02,TH,HZ6M02_coorect_TH
ExN-CA2,-0.0033213630949527582,0.6963896592921127,272,HZ6M02,TH,HZ6M02_coorect_TH
ExN-CA1,-0.004765331823912671,0.6209163160383049,188,HZ6M02,TH,HZ6M02_coorect_TH
ExN-L5-ET,-0.00558275292497348,0.8883809612608137,175,HZ6M02,TH,HZ6M02_coorect_TH
ExN-Olf,-0.006007660547998382,0.10193960360232218,100,HZ6M02,TH,HZ6M02_coorect_TH
ExN-L6-IT,-0.01679675376053508,0.7005432068942515,65,HZ6M02,TH,HZ6M02_coorect_TH
ExN-L6-CT,-0.023294896317777758,0.4893530013309665,50,HZ6M02,TH,HZ6M02_coorect_TH
ExN-L4/5-IT,-0.030711915814014248,0.48325413375575876,29,HZ6M02,TH,HZ6M02_coorect_TH
ExN-L5-IT,-0.031084764529260674,0.6632120910521531,37,HZ6M02,TH,HZ6M02_coorect_TH
ExN-DEGLU-1,0.019732285861022218,0.0,407,HZ6M03,BF,HZ6M03_coorect_BF
ExN-DEGLU-2,0.015559133540159876,0.0,393,HZ6M03,BF,HZ6M03_coorect_BF
ExN-CA3,0.0021038461151380384,7.388389137495862e-35,629,HZ6M03,PFC,HZ6M03_coorect_PFC
ExN-L5-IT,0.0018408151054436703,2.725299302014516e-72,1038,HZ6M03,PFC,HZ6M03_coorect_PFC
ExN-L6-IT,0.0011333924948460433,3.859777808419642e-16,544,HZ6M03,PFC,HZ6M03_coorect_PFC
ExN-CA2,0.0003786681962753463,2.1448450777266676e-06,299,HZ6M03,PFC,HZ6M03_coorect_PFC
ExN-L5-ET,0.0003432646321713607,7.516124894749679e-14,955,HZ6M03,PFC,HZ6M03_coorect_PFC
ExN-L6-CT,-5.998053068639367e-05,1.7997263547837657e-08,988,HZ6M03,PFC,HZ6M03_coorect_PFC
ExN-CA1,-0.00014184338699306002,2.3641273666384315e-06,310,HZ6M03,PFC,HZ6M03_coorect_PFC
ExN-L2/3-IT,-0.0007664471114819019,0.005969597655372201,642,HZ6M03,PFC,HZ6M03_coorect_PFC
ExN-L5/6-NP,-0.002076149673648987,0.021526976054821907,280,HZ6M03,PFC,HZ6M03_coorect_PFC
ExN-DG,-0.0022666935783774407,0.01295367022084528,222,HZ6M03,PFC,HZ6M03_coorect_PFC
ExN-DEGLU-1,-0.0026962048356886344,0.07868173309001601,228,HZ6M03,PFC,HZ6M03_coorect_PFC
ExN-Olf,-0.0030032251206893253,0.012712807833938513,191,HZ6M03,PFC,HZ6M03_coorect_PFC
ExN-L4/5-IT,-0.003654757310334077,0.11280719595836229,168,HZ6M03,PFC,HZ6M03_coorect_PFC
ExN-L6b,-0.0037371086802264796,0.5224517648048554,302,HZ6M03,PFC,HZ6M03_coorect_PFC
ExN-DEGLU-2,-0.010544812680028048,0.8451861138858542,92,HZ6M03,PFC,HZ6M03_coorect_PFC
ExN-CA1,0.001841265325276747,1.5346018588833838e-22,533,HZ6M03,STR,HZ6M03_coorect_STR
ExN-DEGLU-2,0.0018358709179595552,3.0087299315543717e-09,134,HZ6M03,STR,HZ6M03_coorect_STR
ExN-DEGLU-1,0.0009905646112664927,2.369675641155242e-09,343,HZ6M03,STR,HZ6M03_coorect_STR
ExN-L6b,0.0005156418855798978,1.5738396783722903e-15,924,HZ6M03,STR,HZ6M03_coorect_STR
ExN-DG,-0.00011259262692442513,4.6553981789119185e-06,401,HZ6M03,STR,HZ6M03_coorect_STR
ExN-CA2,-0.0027506025183171895,0.1497312298408102,238,HZ6M03,STR,HZ6M03_coorect_STR
ExN-CA3,-0.012786081334316756,0.6583818892631113,73,HZ6M03,STR,HZ6M03_coorect_STR
ExN-Olf,-0.02271627661312457,0.3125947662319689,53,HZ6M03,STR,HZ6M03_coorect_STR
ExN-L6-CT,-0.026188465766543528,0.7707808759632385,37,HZ6M03,STR,HZ6M03_coorect_STR
ExN-L5-ET,-0.10399017501621917,0.49588671140322016,12,HZ6M03,STR,HZ6M03_coorect_STR
ExN-DEGLU-1,0.014405056207502273,1.678356367803683e-151,326,HZ6M04,BF,HZ6M04_coorect_BF
ExN-DEGLU-2,0.009352174238474635,0.0,1115,HZ6M04,BF,HZ6M04_coorect_BF
ExN-L6b,-0.0008567602392195821,0.006016951915730648,613,HZ6M04,ECT,HZ6M04_coorect_ECT
ExN-Olf,-0.0010763967000716052,0.05436729609425011,614,HZ6M04,ECT,HZ6M04_coorect_ECT
ExN-L5-ET,-0.0011459307988975847,0.00024945797340091404,290,HZ6M04,ECT,HZ6M04_coorect_ECT
ExN-L6-CT,-0.002809230164451295,0.0037004854287859884,188,HZ6M04,ECT,HZ6M04_coorect_ECT
ExN-L6-IT,-0.005260802915767609,0.04845161602123693,121,HZ6M04,ECT,HZ6M04_coorect_ECT
ExN-L2/3-IT,-0.0058894658892249905,0.9771822358788279,170,HZ6M04,ECT,HZ6M04_coorect_ECT
ExN-CA3,-0.006482777627237778,0.5135154487086195,135,HZ6M04,ECT,HZ6M04_coorect_ECT
ExN-L5-IT,-0.01023835465025629,0.9835858910646751,99,HZ6M04,ECT,HZ6M04_coorect_ECT
ExN-L5/6-NP,-0.010804225207495891,0.47563587340011804,83,HZ6M04,ECT,HZ6M04_coorect_ECT
ExN-DG,-0.011179601893946262,0.05926335264943047,52,HZ6M04,ECT,HZ6M04_coorect_ECT
ExN-DEGLU-2,-0.011356780101849153,0.5229576765867929,79,HZ6M04,ECT,HZ6M04_coorect_ECT
ExN-CA2,-0.012428065210036242,0.9693503710660726,82,HZ6M04,ECT,HZ6M04_coorect_ECT
ExN-CA1,-0.019139753776992206,0.858659935865868,55,HZ6M04,ECT,HZ6M04_coorect_ECT
ExN-L4/5-IT,-0.020733374371265986,0.003710163121164479,26,HZ6M04,ECT,HZ6M04_coorect_ECT
ExN-DEGLU-1,-0.05203189980464187,0.5950651888623648,22,HZ6M04,ECT,HZ6M04_coorect_ECT
ExN-CA2,0.005890226320227769,0.0,1638,HZ6M04,HPF,HZ6M04_coorect_HPF
ExN-CA3,0.0027827442215147213,2.250195995679966e-252,1982,HZ6M04,HPF,HZ6M04_coorect_HPF
ExN-CA1,0.0005740032933964611,4.9679864480010385e-65,4299,HZ6M04,HPF,HZ6M04_coorect_HPF
ExN-DG,0.0005430169570618963,5.233271549348875e-22,2324,HZ6M04,HPF,HZ6M04_coorect_HPF
ExN-L6b,-0.0013573761641958266,0.0003975416293287056,132,HZ6M04,HPF,HZ6M04_coorect_HPF
ExN-L5-ET,-0.0044195105169921945,0.02766619376960516,123,HZ6M04,HPF,HZ6M04_coorect_HPF
ExN-L6-IT,-0.01051161186045513,0.0026485984191464617,28,HZ6M04,HPF,HZ6M04_coorect_HPF
ExN-L6-CT,-0.015650773995701618,0.3928255905066341,53,HZ6M04,HPF,HZ6M04_coorect_HPF
ExN-DEGLU-2,-0.027268849409488594,0.9617987395163,38,HZ6M04,HPF,HZ6M04_coorect_HPF
ExN-DEGLU-1,-0.03898218152917955,0.7083216063863109,25,HZ6M04,HPF,HZ6M04_coorect_HPF
ExN-Olf,-0.04480140098970531,0.7268458014223891,22,HZ6M04,HPF,HZ6M04_coorect_HPF
ExN-L5/6-NP,-0.05708237234091343,0.09726090607583593,14,HZ6M04,HPF,HZ6M04_coorect_HPF
ExN-L2/3-IT,0.00572305795254419,7.612437782984791e-55,326,HZ6M04,RS,HZ6M04_coorect_RS
ExN-L5-IT,0.0020826623489600105,1.9228476582143858e-55,757,HZ6M04,RS,HZ6M04_coorect_RS
ExN-L5/6-NP,-0.0006289082833970794,2.5858641209049424e-06,462,HZ6M04,RS,HZ6M04_coorect_RS
ExN-L6-CT,-0.000715504520556269,2.901902946759208e-05,494,HZ6M04,RS,HZ6M04_coorect_RS
ExN-L5-ET,-0.0013029735442902967,0.0027544264719817353,382,HZ6M04,RS,HZ6M04_coorect_RS
ExN-Olf,-0.0013660044917239353,4.010134803217114e-06,80,HZ6M04,RS,HZ6M04_coorect_RS
ExN-L6-IT,-0.0016548769553471118,2.2742126366001918e-05,156,HZ6M04,RS,HZ6M04_coorect_RS
ExN-L6b,-0.0023233238465128927,0.23866971403268722,342,HZ6M04,RS,HZ6M04_coorect_RS
ExN-DEGLU-2,-0.004731350137521538,0.024197617423906703,122,HZ6M04,RS,HZ6M04_coorect_RS
ExN-DG,-0.0074857023926314685,0.007038390477838301,55,HZ6M04,RS,HZ6M04_coorect_RS
