,Moran's I,P-value,num_cell,sample_region,sample,region,month,slice_no,slice,celltype,structure
ExN,0.0978975864440212,1.6290152944157959e-59,9891.0,HZ2M02_Thalamus,HZ2M02,Thalamus,2M,2,hippo,ExN,Thalamus
Olig,0.06850882733497199,9.574505344605168e-17,4672.0,HZ2M02_Thalamus,HZ2M02,Thalamus,2M,2,hippo,Olig,Thalamus
Astro,0.04900800439033014,0.002049382932823556,2451.0,HZ2M02_Thalamus,HZ2M02,Thalamus,2M,2,hippo,Astro,Thalamus
ExN,0.08933332327148483,1.6742842136208017e-06,1933.0,HZ2M03_Basal forebrain,HZ2M03,Basal forebrain,2M,3,ctx,ExN,Basal forebrain
Olig,0.08094508568456849,8.077327149834621e-13,2824.0,HZ2M03_Basal forebrain,HZ2M03,Basal forebrain,2M,3,ctx,Olig,Basal forebrain
InN,0.06904299860869635,0.00021548572722402225,1923.0,HZ2M03_Basal forebrain,HZ2M03,Basal forebrain,2M,3,ctx,InN,Basal forebrain
Peri,0.05737445527779133,0.013709726206162839,1320.0,HZ2M03_Basal forebrain,HZ2M03,Basal forebrain,2M,3,ctx,Peri,Basal forebrain
SMC,0.7860610042196896,0.03956945412152225,45.0,HZ2M03_Prefrontal cortex,HZ2M03,Prefrontal cortex,2M,3,ctx,SMC,Prefrontal cortex
ExN,0.14404865262717934,0.0,20005.0,HZ2M03_Prefrontal cortex,HZ2M03,Prefrontal cortex,2M,3,ctx,ExN,Prefrontal cortex
InN,0.07258626489871157,6.084397385000336e-11,4351.0,HZ2M03_Prefrontal cortex,HZ2M03,Prefrontal cortex,2M,3,ctx,InN,Prefrontal cortex
Astro,0.058837226921939524,6.785865247604471e-05,2610.0,HZ2M03_Prefrontal cortex,HZ2M03,Prefrontal cortex,2M,3,ctx,Astro,Prefrontal cortex
Olig,0.03750373545767411,0.00967687811928102,1682.0,HZ2M03_Prefrontal cortex,HZ2M03,Prefrontal cortex,2M,3,ctx,Olig,Prefrontal cortex
SMC,0.13541221498494438,0.009028796375852337,417.0,HZ2M03_Striatum,HZ2M03,Striatum,2M,3,ctx,SMC,Striatum
InN,0.1244975756960283,2.025597819311608e-30,4489.0,HZ2M03_Striatum,HZ2M03,Striatum,2M,3,ctx,InN,Striatum
Peri,0.0782500379827648,0.00010390437470212932,2114.0,HZ2M03_Striatum,HZ2M03,Striatum,2M,3,ctx,Peri,Striatum
Endo,0.07761699319445833,0.0017762813381207766,1877.0,HZ2M03_Striatum,HZ2M03,Striatum,2M,3,ctx,Endo,Striatum
Astro,0.05717344963674765,2.098333127292687e-06,3606.0,HZ2M03_Striatum,HZ2M03,Striatum,2M,3,ctx,Astro,Striatum
ExN,0.052605660215930564,2.6632197897156547e-07,5792.0,HZ2M03_Striatum,HZ2M03,Striatum,2M,3,ctx,ExN,Striatum
Olig,0.03981026202345276,2.464282601950223e-07,6361.0,HZ2M03_Striatum,HZ2M03,Striatum,2M,3,ctx,Olig,Striatum
MSN,0.033071430095142546,1.4752858074578014e-06,8592.0,HZ2M03_Striatum,HZ2M03,Striatum,2M,3,ctx,MSN,Striatum
InN,0.29287671881630895,0.0048127268158457,106.0,HZ2M04_Entorhinal area,HZ2M04,Entorhinal area,2M,4,hippo,InN,Entorhinal area
ExN,0.08138872225913488,0.01808859281770039,455.0,HZ2M04_Entorhinal area,HZ2M04,Entorhinal area,2M,4,hippo,ExN,Entorhinal area
SMC,0.3967233470768193,0.033326168493812106,104.0,HZ2M04_Hippocampal formation,HZ2M04,Hippocampal formation,2M,4,hippo,SMC,Hippocampal formation
Olig,0.12033930267006306,2.4206620901660768e-06,884.0,HZ2M04_Hippocampal formation,HZ2M04,Hippocampal formation,2M,4,hippo,Olig,Hippocampal formation
Endo,0.10366154241306844,0.01153562922312196,741.0,HZ2M04_Hippocampal formation,HZ2M04,Hippocampal formation,2M,4,hippo,Endo,Hippocampal formation
InN,0.08125892529128166,0.03792349072735253,680.0,HZ2M04_Hippocampal formation,HZ2M04,Hippocampal formation,2M,4,hippo,InN,Hippocampal formation
Astro,0.03936944219140903,0.0007261070593506866,3000.0,HZ2M04_Hippocampal formation,HZ2M04,Hippocampal formation,2M,4,hippo,Astro,Hippocampal formation
ExN,0.035468506242256025,3.493989626403565e-08,7711.0,HZ2M04_Hippocampal formation,HZ2M04,Hippocampal formation,2M,4,hippo,ExN,Hippocampal formation
Micro,0.17507113175990402,0.016585851282711134,194.0,HZ2M04_Retrosplenial area,HZ2M04,Retrosplenial area,2M,4,hippo,Micro,Retrosplenial area
Astro,0.14054537177047874,3.606292804541638e-07,761.0,HZ2M04_Retrosplenial area,HZ2M04,Retrosplenial area,2M,4,hippo,Astro,Retrosplenial area
Olig,0.10659894783201455,0.0073923044417846286,386.0,HZ2M04_Retrosplenial area,HZ2M04,Retrosplenial area,2M,4,hippo,Olig,Retrosplenial area
ExN,0.08806479962171657,3.45771304363671e-15,3628.0,HZ2M04_Retrosplenial area,HZ2M04,Retrosplenial area,2M,4,hippo,ExN,Retrosplenial area
InN,0.07774601573686808,0.0002046583032644577,1558.0,HZ2M04_Retrosplenial area,HZ2M04,Retrosplenial area,2M,4,hippo,InN,Retrosplenial area
Astro,0.20852608592432778,2.0024410131984563e-18,1148.0,HZ2M04_Striatum,HZ2M04,Striatum,2M,4,hippo,Astro,Striatum
InN,0.1735992441454809,4.7806054906694245e-12,975.0,HZ2M04_Striatum,HZ2M04,Striatum,2M,4,hippo,InN,Striatum
Olig,0.1259264698986868,2.1195212246885312e-11,1251.0,HZ2M04_Striatum,HZ2M04,Striatum,2M,4,hippo,Olig,Striatum
MSN,0.11985623557649534,7.416111941490254e-09,1552.0,HZ2M04_Striatum,HZ2M04,Striatum,2M,4,hippo,MSN,Striatum
Endo,0.11269833510675673,0.04136660019959766,486.0,HZ2M04_Striatum,HZ2M04,Striatum,2M,4,hippo,Endo,Striatum
ExN,0.10901224769246602,0.0002982652398381848,736.0,HZ2M04_Striatum,HZ2M04,Striatum,2M,4,hippo,ExN,Striatum
Olig,0.12556829342225148,8.930775852295872e-43,4263.0,HZ2M04_Thalamus,HZ2M04,Thalamus,2M,4,hippo,Olig,Thalamus
Endo,0.1252933853500695,0.00040502394381463096,988.0,HZ2M04_Thalamus,HZ2M04,Thalamus,2M,4,hippo,Endo,Thalamus
InN,0.1039080044475374,8.558918317004628e-10,2128.0,HZ2M04_Thalamus,HZ2M04,Thalamus,2M,4,hippo,InN,Thalamus
ExN,0.0967701373619155,1.4228804523571075e-64,10264.0,HZ2M04_Thalamus,HZ2M04,Thalamus,2M,4,hippo,ExN,Thalamus
Peri,0.07704633150248456,0.001306006828439533,1498.0,HZ2M04_Thalamus,HZ2M04,Thalamus,2M,4,hippo,Peri,Thalamus
Astro,0.06699304379544146,0.0008237867294891304,1755.0,HZ2M04_Thalamus,HZ2M04,Thalamus,2M,4,hippo,Astro,Thalamus
Astro,0.09290303240302052,0.00012290453293307092,1055.0,HZ2M05_Basal forebrain,HZ2M05,Basal forebrain,2M,5,ctx,Astro,Basal forebrain
Peri,0.08097893902297076,0.01909953205828478,771.0,HZ2M05_Basal forebrain,HZ2M05,Basal forebrain,2M,5,ctx,Peri,Basal forebrain
InN,0.06473833166846775,0.0003348513028779138,1968.0,HZ2M05_Basal forebrain,HZ2M05,Basal forebrain,2M,5,ctx,InN,Basal forebrain
ExN,0.044336623324240064,0.040698491738823415,1455.0,HZ2M05_Basal forebrain,HZ2M05,Basal forebrain,2M,5,ctx,ExN,Basal forebrain
SMC,0.23906208313724495,0.04257032995644231,166.0,HZ2M05_Prefrontal cortex,HZ2M05,Prefrontal cortex,2M,5,ctx,SMC,Prefrontal cortex
Olig,0.04100561884217932,0.0035077162984987766,2082.0,HZ2M05_Prefrontal cortex,HZ2M05,Prefrontal cortex,2M,5,ctx,Olig,Prefrontal cortex
InN,0.03879574619626187,0.0032673849829640365,4329.0,HZ2M05_Prefrontal cortex,HZ2M05,Prefrontal cortex,2M,5,ctx,InN,Prefrontal cortex
ExN,0.025864621421300655,4.959823773196363e-14,22849.0,HZ2M05_Prefrontal cortex,HZ2M05,Prefrontal cortex,2M,5,ctx,ExN,Prefrontal cortex
Astro,0.025144078402277423,0.02114962723536879,4058.0,HZ2M05_Prefrontal cortex,HZ2M05,Prefrontal cortex,2M,5,ctx,Astro,Prefrontal cortex
Peri,0.13566500105744864,1.4952840668933494e-10,2030.0,HZ2M05_Striatum,HZ2M05,Striatum,2M,5,ctx,Peri,Striatum
Olig,0.09117454240665761,8.462521894585205e-43,7542.0,HZ2M05_Striatum,HZ2M05,Striatum,2M,5,ctx,Olig,Striatum
InN,0.08361067076652048,4.220268079996576e-11,3941.0,HZ2M05_Striatum,HZ2M05,Striatum,2M,5,ctx,InN,Striatum
ExN,0.0716469278644441,2.778654757825137e-08,4417.0,HZ2M05_Striatum,HZ2M05,Striatum,2M,5,ctx,ExN,Striatum
Endo,0.07018830188008818,0.004069932978089981,1817.0,HZ2M05_Striatum,HZ2M05,Striatum,2M,5,ctx,Endo,Striatum
Astro,0.060949394197842205,5.688937963966814e-07,3473.0,HZ2M05_Striatum,HZ2M05,Striatum,2M,5,ctx,Astro,Striatum
MSN,0.019687617939391992,0.01052452728185071,7296.0,HZ2M05_Striatum,HZ2M05,Striatum,2M,5,ctx,MSN,Striatum
ExN,0.043434387209606386,6.738887433023429e-08,5812.0,HZ2M06_Hippocampal formation,HZ2M06,Hippocampal formation,2M,6,hippo,ExN,Hippocampal formation
SMC,0.6419333020223082,0.000313619645884266,58.0,HZ2M06_Retrosplenial area,HZ2M06,Retrosplenial area,2M,6,hippo,SMC,Retrosplenial area
Olig,0.12416276621123029,0.004158650444569236,336.0,HZ2M06_Retrosplenial area,HZ2M06,Retrosplenial area,2M,6,hippo,Olig,Retrosplenial area
InN,0.0657557125383396,0.002721200863041312,1423.0,HZ2M06_Retrosplenial area,HZ2M06,Retrosplenial area,2M,6,hippo,InN,Retrosplenial area
ExN,0.06111568967021166,5.263520223776068e-07,3074.0,HZ2M06_Retrosplenial area,HZ2M06,Retrosplenial area,2M,6,hippo,ExN,Retrosplenial area
SMC,1.5120999348719615,2.222321712975735e-05,20.0,HZ2M06_Striatum,HZ2M06,Striatum,2M,6,hippo,SMC,Striatum
Peri,0.4835616799879349,2.5926376507978876e-25,489.0,HZ2M06_Striatum,HZ2M06,Striatum,2M,6,hippo,Peri,Striatum
Astro,0.31615705073302525,3.446334601047283e-42,1196.0,HZ2M06_Striatum,HZ2M06,Striatum,2M,6,hippo,Astro,Striatum
InN,0.18963243131837465,5.267175382544323e-34,2136.0,HZ2M06_Striatum,HZ2M06,Striatum,2M,6,hippo,InN,Striatum
ExN,0.07702649582426764,1.631378647903673e-05,1637.0,HZ2M06_Striatum,HZ2M06,Striatum,2M,6,hippo,ExN,Striatum
Olig,0.07008738830915906,6.778310426331212e-07,1661.0,HZ2M06_Striatum,HZ2M06,Striatum,2M,6,hippo,Olig,Striatum
MSN,0.06537056063863383,4.6105018402308364e-05,2263.0,HZ2M06_Striatum,HZ2M06,Striatum,2M,6,hippo,MSN,Striatum
Olig,0.06856194829026224,2.3927879479969365e-12,3842.0,HZ2M06_Thalamus,HZ2M06,Thalamus,2M,6,hippo,Olig,Thalamus
InN,0.05874521271744279,0.003608109128240454,1780.0,HZ2M06_Thalamus,HZ2M06,Thalamus,2M,6,hippo,InN,Thalamus
ExN,0.04020362016779585,1.1372628304836537e-12,10214.0,HZ2M06_Thalamus,HZ2M06,Thalamus,2M,6,hippo,ExN,Thalamus
SMC,0.3900960248056954,0.0002720631499304433,186.0,HZ3M01_Basal forebrain,HZ3M01,Basal forebrain,3M,1,ctx,SMC,Basal forebrain
InN,0.03189231042711008,0.005112291759652538,5212.0,HZ3M01_Prefrontal cortex,HZ3M01,Prefrontal cortex,3M,1,ctx,InN,Prefrontal cortex
ExN,0.027163172901137376,1.2751473605602033e-11,17447.0,HZ3M01_Prefrontal cortex,HZ3M01,Prefrontal cortex,3M,1,ctx,ExN,Prefrontal cortex
SMC,0.2771037710278213,1.0754194319502269e-05,435.0,HZ3M01_Striatum,HZ3M01,Striatum,3M,1,ctx,SMC,Striatum
InN,0.09370920635016956,1.9910394640542224e-18,5975.0,HZ3M01_Striatum,HZ3M01,Striatum,3M,1,ctx,InN,Striatum
ExN,0.06526419977991266,3.5439600987977412e-09,5256.0,HZ3M01_Striatum,HZ3M01,Striatum,3M,1,ctx,ExN,Striatum
Peri,0.05262303426300477,5.176400258236789e-05,4574.0,HZ3M01_Striatum,HZ3M01,Striatum,3M,1,ctx,Peri,Striatum
Olig,0.03952928094692242,1.898954395063988e-06,6026.0,HZ3M01_Striatum,HZ3M01,Striatum,3M,1,ctx,Olig,Striatum
Astro,0.19148713545224075,0.01002008274757688,113.0,HZ3M02_Entorhinal area,HZ3M02,Entorhinal area,3M,2,hippo,Astro,Entorhinal area
ExN,0.08646767618263274,0.0077163382886937144,496.0,HZ3M02_Entorhinal area,HZ3M02,Entorhinal area,3M,2,hippo,ExN,Entorhinal area
Peri,0.05526539471245088,0.01694458564412063,1304.0,HZ3M02_Hippocampal formation,HZ3M02,Hippocampal formation,3M,2,hippo,Peri,Hippocampal formation
Olig,0.0507743023537502,0.020686375833319542,1086.0,HZ3M02_Hippocampal formation,HZ3M02,Hippocampal formation,3M,2,hippo,Olig,Hippocampal formation
ExN,0.019001099076037226,0.003172940930785261,7523.0,HZ3M02_Hippocampal formation,HZ3M02,Hippocampal formation,3M,2,hippo,ExN,Hippocampal formation
ExN,0.03250281848984964,0.008271215515742752,3336.0,HZ3M02_Retrosplenial area,HZ3M02,Retrosplenial area,3M,2,hippo,ExN,Retrosplenial area
Micro,0.22189854954702526,0.0003973780511473821,306.0,HZ3M02_Striatum,HZ3M02,Striatum,3M,2,hippo,Micro,Striatum
InN,0.1991597097966488,8.688838130810902e-31,1904.0,HZ3M02_Striatum,HZ3M02,Striatum,3M,2,hippo,InN,Striatum
Peri,0.1835653291392279,1.4405041148443142e-14,1346.0,HZ3M02_Striatum,HZ3M02,Striatum,3M,2,hippo,Peri,Striatum
Olig,0.1354835958624243,5.1402448214688386e-21,1802.0,HZ3M02_Striatum,HZ3M02,Striatum,3M,2,hippo,Olig,Striatum
ExN,0.12788042890248694,7.323079757974035e-08,1316.0,HZ3M02_Striatum,HZ3M02,Striatum,3M,2,hippo,ExN,Striatum
MSN,0.1174420277958133,3.892606702029498e-15,2574.0,HZ3M02_Striatum,HZ3M02,Striatum,3M,2,hippo,MSN,Striatum
Astro,0.11417571326648109,9.817332139008586e-08,1303.0,HZ3M02_Striatum,HZ3M02,Striatum,3M,2,hippo,Astro,Striatum
ExN,0.2340619402128989,5.683915209159332e-252,8255.0,HZ3M02_Thalamus,HZ3M02,Thalamus,3M,2,hippo,ExN,Thalamus
Micro,0.17887391842790573,0.000842502909271416,419.0,HZ3M02_Thalamus,HZ3M02,Thalamus,3M,2,hippo,Micro,Thalamus
InN,0.11062119606140437,1.1664593028512944e-19,4021.0,HZ3M02_Thalamus,HZ3M02,Thalamus,3M,2,hippo,InN,Thalamus
Peri,0.1058736371049852,4.1278764192321625e-13,3151.0,HZ3M02_Thalamus,HZ3M02,Thalamus,3M,2,hippo,Peri,Thalamus
Astro,0.04957896790626752,0.007808809155309824,1919.0,HZ3M02_Thalamus,HZ3M02,Thalamus,3M,2,hippo,Astro,Thalamus
Olig,0.046585311793941334,4.166769898805171e-09,5441.0,HZ3M02_Thalamus,HZ3M02,Thalamus,3M,2,hippo,Olig,Thalamus
SMC,0.5406087167052875,0.001552703624320086,108.0,HZ3M03_Basal forebrain,HZ3M03,Basal forebrain,3M,3,ctx,SMC,Basal forebrain
Astro,0.0606013985164179,0.021526734109924128,1115.0,HZ3M03_Basal forebrain,HZ3M03,Basal forebrain,3M,3,ctx,Astro,Basal forebrain
InN,0.04238568202582733,0.002469731348664332,2982.0,HZ3M03_Basal forebrain,HZ3M03,Basal forebrain,3M,3,ctx,InN,Basal forebrain
ExN,0.027617198902197722,5.4448808696137836e-17,24299.0,HZ3M03_Prefrontal cortex,HZ3M03,Prefrontal cortex,3M,3,ctx,ExN,Prefrontal cortex
Endo,0.18563328868645723,0.007314630581199647,716.0,HZ3M03_Striatum,HZ3M03,Striatum,3M,3,ctx,Endo,Striatum
ExN,0.1786207831244848,2.4071294017950797e-67,6202.0,HZ3M03_Striatum,HZ3M03,Striatum,3M,3,ctx,ExN,Striatum
InN,0.16628878460899854,1.1423279926970751e-54,6282.0,HZ3M03_Striatum,HZ3M03,Striatum,3M,3,ctx,InN,Striatum
Peri,0.16361214666814267,3.963432849904551e-40,5422.0,HZ3M03_Striatum,HZ3M03,Striatum,3M,3,ctx,Peri,Striatum
SMC,0.14399918602123712,0.011318603775326197,506.0,HZ3M03_Striatum,HZ3M03,Striatum,3M,3,ctx,SMC,Striatum
Astro,0.10383558208118254,2.276734535404089e-16,4099.0,HZ3M03_Striatum,HZ3M03,Striatum,3M,3,ctx,Astro,Striatum
Micro,0.0940835492689779,0.00135514339797697,1107.0,HZ3M03_Striatum,HZ3M03,Striatum,3M,3,ctx,Micro,Striatum
Olig,0.082425964726571,7.510020858288121e-29,7723.0,HZ3M03_Striatum,HZ3M03,Striatum,3M,3,ctx,Olig,Striatum
MSN,0.03239412963828301,2.4779990099449116e-07,10616.0,HZ3M03_Striatum,HZ3M03,Striatum,3M,3,ctx,MSN,Striatum
ExN,0.0643658015484593,0.02985223375994018,608.0,HZ3M04_Entorhinal area,HZ3M04,Entorhinal area,3M,4,hippo,ExN,Entorhinal area
ExN,0.03718093492393575,4.968265387345811e-09,8476.0,HZ3M04_Hippocampal formation,HZ3M04,Hippocampal formation,3M,4,hippo,ExN,Hippocampal formation
Endo,0.5842872830915541,0.002713398418799018,75.0,HZ3M04_Retrosplenial area,HZ3M04,Retrosplenial area,3M,4,hippo,Endo,Retrosplenial area
Micro,0.41115904348502585,0.0015202372353968012,130.0,HZ3M04_Striatum,HZ3M04,Striatum,3M,4,hippo,Micro,Striatum
ExN,0.37139765013576886,1.6601020323808847e-29,756.0,HZ3M04_Striatum,HZ3M04,Striatum,3M,4,hippo,ExN,Striatum
Endo,0.35842949395389634,0.00895437393939906,119.0,HZ3M04_Striatum,HZ3M04,Striatum,3M,4,hippo,Endo,Striatum
Astro,0.32828976142388744,5.025524927133369e-20,670.0,HZ3M04_Striatum,HZ3M04,Striatum,3M,4,hippo,Astro,Striatum
InN,0.31891395343777773,1.2236385116067475e-18,726.0,HZ3M04_Striatum,HZ3M04,Striatum,3M,4,hippo,InN,Striatum
Peri,0.28562081425391656,8.746920474961847e-10,545.0,HZ3M04_Striatum,HZ3M04,Striatum,3M,4,hippo,Peri,Striatum
Olig,0.11363790220413923,1.4176659434495645e-09,1083.0,HZ3M04_Striatum,HZ3M04,Striatum,3M,4,hippo,Olig,Striatum
MSN,0.09246399300491615,7.326525103371306e-07,1651.0,HZ3M04_Striatum,HZ3M04,Striatum,3M,4,hippo,MSN,Striatum
Micro,0.29535125209505186,7.908339745115696e-08,416.0,HZ3M04_Thalamus,HZ3M04,Thalamus,3M,4,hippo,Micro,Thalamus
InN,0.0613227475886042,7.404259395807407e-05,3182.0,HZ3M04_Thalamus,HZ3M04,Thalamus,3M,4,hippo,InN,Thalamus
ExN,0.012860201956937076,0.046313185882440155,9122.0,HZ3M04_Thalamus,HZ3M04,Thalamus,3M,4,hippo,ExN,Thalamus
SMC,0.2512988550511118,0.020679764773787156,112.0,HZ3M05_Basal forebrain,HZ3M05,Basal forebrain,3M,5,ctx,SMC,Basal forebrain
InN,0.14304479568021178,6.585326157325857e-42,3880.0,HZ3M05_Basal forebrain,HZ3M05,Basal forebrain,3M,5,ctx,InN,Basal forebrain
Peri,0.1392039830692024,1.1964070644548357e-11,1487.0,HZ3M05_Basal forebrain,HZ3M05,Basal forebrain,3M,5,ctx,Peri,Basal forebrain
ExN,0.12651027622793548,7.492965802252291e-08,1641.0,HZ3M05_Basal forebrain,HZ3M05,Basal forebrain,3M,5,ctx,ExN,Basal forebrain
Astro,0.11371391426194069,1.351246652001225e-05,1037.0,HZ3M05_Basal forebrain,HZ3M05,Basal forebrain,3M,5,ctx,Astro,Basal forebrain
Olig,0.11022277358468766,7.710666123001585e-18,2194.0,HZ3M05_Basal forebrain,HZ3M05,Basal forebrain,3M,5,ctx,Olig,Basal forebrain
SMC,0.2796734900821836,9.471850908373633e-05,245.0,HZ3M05_Prefrontal cortex,HZ3M05,Prefrontal cortex,3M,5,ctx,SMC,Prefrontal cortex
OPC,0.1636537029530005,0.02190404736281155,542.0,HZ3M05_Prefrontal cortex,HZ3M05,Prefrontal cortex,3M,5,ctx,OPC,Prefrontal cortex
Micro,0.15183204110464546,2.326119932799819e-06,982.0,HZ3M05_Prefrontal cortex,HZ3M05,Prefrontal cortex,3M,5,ctx,Micro,Prefrontal cortex
Peri,0.07387544583581178,2.9362208792307975e-05,2472.0,HZ3M05_Prefrontal cortex,HZ3M05,Prefrontal cortex,3M,5,ctx,Peri,Prefrontal cortex
Astro,0.05674922437758254,8.23745808802586e-05,2952.0,HZ3M05_Prefrontal cortex,HZ3M05,Prefrontal cortex,3M,5,ctx,Astro,Prefrontal cortex
InN,0.04171448118281928,3.587651768679419e-05,5947.0,HZ3M05_Prefrontal cortex,HZ3M05,Prefrontal cortex,3M,5,ctx,InN,Prefrontal cortex
ExN,0.03766068249959168,3.6407347041537234e-32,25537.0,HZ3M05_Prefrontal cortex,HZ3M05,Prefrontal cortex,3M,5,ctx,ExN,Prefrontal cortex
SMC,0.23894828315048358,2.6521766514665693e-10,543.0,HZ3M05_Striatum,HZ3M05,Striatum,3M,5,ctx,SMC,Striatum
Peri,0.2115439321131389,2.403328054187909e-95,5688.0,HZ3M05_Striatum,HZ3M05,Striatum,3M,5,ctx,Peri,Striatum
InN,0.12597735629703105,4.922604415618517e-52,7718.0,HZ3M05_Striatum,HZ3M05,Striatum,3M,5,ctx,InN,Striatum
Astro,0.09154416297920924,7.771281606615192e-18,4373.0,HZ3M05_Striatum,HZ3M05,Striatum,3M,5,ctx,Astro,Striatum
ExN,0.0757988569439912,1.1972314329652868e-12,6380.0,HZ3M05_Striatum,HZ3M05,Striatum,3M,5,ctx,ExN,Striatum
MSN,0.06403811353689037,3.72318101445907e-32,12032.0,HZ3M05_Striatum,HZ3M05,Striatum,3M,5,ctx,MSN,Striatum
Olig,0.060599631459901146,6.079217606591928e-20,7582.0,HZ3M05_Striatum,HZ3M05,Striatum,3M,5,ctx,Olig,Striatum
MSN,0.8735942412867116,6.424337535505613e-05,60.0,HZ3M06_Entorhinal area,HZ3M06,Entorhinal area,3M,6,hippo,MSN,Entorhinal area
InN,0.1397016715631663,0.01286225117084094,280.0,HZ3M06_Entorhinal area,HZ3M06,Entorhinal area,3M,6,hippo,InN,Entorhinal area
ExN,0.06587042245442667,0.008434578771046013,811.0,HZ3M06_Entorhinal area,HZ3M06,Entorhinal area,3M,6,hippo,ExN,Entorhinal area
SMC,0.21663867295160702,0.020730700848168016,219.0,HZ3M06_Hippocampal formation,HZ3M06,Hippocampal formation,3M,6,hippo,SMC,Hippocampal formation
InN,0.11535540405535052,9.295014563376488e-05,1278.0,HZ3M06_Hippocampal formation,HZ3M06,Hippocampal formation,3M,6,hippo,InN,Hippocampal formation
Olig,0.07162572191169624,6.221815272924315e-08,2400.0,HZ3M06_Hippocampal formation,HZ3M06,Hippocampal formation,3M,6,hippo,Olig,Hippocampal formation
ExN,0.043048894785818116,1.5387576621868936e-12,8955.0,HZ3M06_Hippocampal formation,HZ3M06,Hippocampal formation,3M,6,hippo,ExN,Hippocampal formation
Peri,0.12654839418986516,0.003865260327635047,518.0,HZ3M06_Retrosplenial area,HZ3M06,Retrosplenial area,3M,6,hippo,Peri,Retrosplenial area
InN,0.08928337870922473,6.078073019715269e-05,1471.0,HZ3M06_Retrosplenial area,HZ3M06,Retrosplenial area,3M,6,hippo,InN,Retrosplenial area
ExN,0.0658334115712694,3.899761260307496e-09,3417.0,HZ3M06_Retrosplenial area,HZ3M06,Retrosplenial area,3M,6,hippo,ExN,Retrosplenial area
InN,0.3449233622109621,3.1357903733793026e-10,324.0,HZ3M06_Striatum,HZ3M06,Striatum,3M,6,hippo,InN,Striatum
Peri,0.2929357348173174,9.430483305048591e-10,345.0,HZ3M06_Striatum,HZ3M06,Striatum,3M,6,hippo,Peri,Striatum
Astro,0.2891484315460494,1.7428570080686484e-07,296.0,HZ3M06_Striatum,HZ3M06,Striatum,3M,6,hippo,Astro,Striatum
ExN,0.22991668880399357,0.003360801318347653,225.0,HZ3M06_Striatum,HZ3M06,Striatum,3M,6,hippo,ExN,Striatum
Olig,0.09029723890724033,0.006489516608713434,411.0,HZ3M06_Striatum,HZ3M06,Striatum,3M,6,hippo,Olig,Striatum
Micro,0.13953965926245998,0.011771671660026843,374.0,HZ3M06_Thalamus,HZ3M06,Thalamus,3M,6,hippo,Micro,Thalamus
ExN,0.09522331067293723,1.8100315923010212e-43,8052.0,HZ3M06_Thalamus,HZ3M06,Thalamus,3M,6,hippo,ExN,Thalamus
Olig,0.08741481896285816,2.5123509529672057e-23,4848.0,HZ3M06_Thalamus,HZ3M06,Thalamus,3M,6,hippo,Olig,Thalamus
InN,0.07800373136098698,1.8568785875860592e-05,2525.0,HZ3M06_Thalamus,HZ3M06,Thalamus,3M,6,hippo,InN,Thalamus
OPC,0.16481928394983067,0.04548297008155822,325.0,HZ4M03_Basal forebrain,HZ4M03,Basal forebrain,4M,3,ctx,OPC,Basal forebrain
ExN,0.032336984135607975,6.988141424279947e-21,25873.0,HZ4M03_Prefrontal cortex,HZ4M03,Prefrontal cortex,4M,3,ctx,ExN,Prefrontal cortex
SMC,0.20733058751407024,2.180405708681854e-06,950.0,HZ4M03_Striatum,HZ4M03,Striatum,4M,3,ctx,SMC,Striatum
Micro,0.1416616887460545,6.3534214352449385e-15,2791.0,HZ4M03_Striatum,HZ4M03,Striatum,4M,3,ctx,Micro,Striatum
Olig,0.0803010410079562,1.6711710417655415e-39,11163.0,HZ4M03_Striatum,HZ4M03,Striatum,4M,3,ctx,Olig,Striatum
Astro,0.07579800807926441,1.3246849268442862e-18,7742.0,HZ4M03_Striatum,HZ4M03,Striatum,4M,3,ctx,Astro,Striatum
InN,0.07418406254054807,1.7825526684598057e-12,6725.0,HZ4M03_Striatum,HZ4M03,Striatum,4M,3,ctx,InN,Striatum
Peri,0.05896719147714855,0.0036108375444962853,3025.0,HZ4M03_Striatum,HZ4M03,Striatum,4M,3,ctx,Peri,Striatum
ExN,0.03556702039607433,4.64011524828877e-06,9141.0,HZ4M03_Striatum,HZ4M03,Striatum,4M,3,ctx,ExN,Striatum
MSN,0.02141405752382477,0.0037810140180729425,8983.0,HZ4M03_Striatum,HZ4M03,Striatum,4M,3,ctx,MSN,Striatum
Endo,0.21589576134168623,0.0016468880282079666,249.0,HZ4M05_Basal forebrain,HZ4M05,Basal forebrain,4M,5,ctx,Endo,Basal forebrain
SMC,0.3399517208952363,3.828224870100419e-17,1028.0,HZ4M05_Prefrontal cortex,HZ4M05,Prefrontal cortex,4M,5,ctx,SMC,Prefrontal cortex
Micro,0.19252301022056606,6.685397391076024e-29,2403.0,HZ4M05_Prefrontal cortex,HZ4M05,Prefrontal cortex,4M,5,ctx,Micro,Prefrontal cortex
ExN,0.11893103462349695,2.7962539416519864e-226,23274.0,HZ4M05_Prefrontal cortex,HZ4M05,Prefrontal cortex,4M,5,ctx,ExN,Prefrontal cortex
InN,0.10351924920235957,9.60402801480211e-29,7838.0,HZ4M05_Prefrontal cortex,HZ4M05,Prefrontal cortex,4M,5,ctx,InN,Prefrontal cortex
