,Moran's I,P-value,num_cell,sample_region,sample,region,month,slice_no,slice,celltype,structure
Peri,0.07098954133187742,9.559740201809294e-07,4101.0,HZ8M01_Striatum,HZ8M01,Striatum,8M,1,ctx,Peri,Striatum
Olig,0.056882348724309424,3.6837331467531184e-18,6906.0,HZ8M01_Striatum,HZ8M01,Striatum,8M,1,ctx,Olig,Striatum
InN,0.05176154135275093,7.445723356652403e-08,6585.0,HZ8M01_Striatum,HZ8M01,Striatum,8M,1,ctx,InN,Striatum
ExN,0.029809978824465816,0.0033328873777495214,6419.0,HZ8M01_Striatum,HZ8M01,Striatum,8M,1,ctx,ExN,Striatum
MSN,0.020359407557311568,0.0001585431810678044,11634.0,HZ8M01_Striatum,HZ8M01,Striatum,8M,1,ctx,MSN,Striatum
SMC,0.6009983846536311,5.221134045312344e-11,126.0,HZ8M02_Entorhinal area,HZ8M02,Entorhinal area,8M,2,hippo,SMC,Entorhinal area
Olig,0.40612580898593215,0.048255835874614225,24.0,HZ8M02_Entorhinal area,HZ8M02,Entorhinal area,8M,2,hippo,Olig,Entorhinal area
Peri,0.33516572958710716,0.009599332870421138,87.0,HZ8M02_Entorhinal area,HZ8M02,Entorhinal area,8M,2,hippo,Peri,Entorhinal area
Astro,0.1982765959314681,0.0009834202145170502,178.0,HZ8M02_Entorhinal area,HZ8M02,Entorhinal area,8M,2,hippo,Astro,Entorhinal area
Olig,0.20255007365284186,1.1918777576620293e-12,643.0,HZ8M02_Hippocampal formation,HZ8M02,Hippocampal formation,8M,2,hippo,Olig,Hippocampal formation
Micro,0.16038503670050808,2.768366208691973e-18,1411.0,HZ8M02_Hippocampal formation,HZ8M02,Hippocampal formation,8M,2,hippo,Micro,Hippocampal formation
SMC,0.1064776662901894,1.3258705788366082e-08,1690.0,HZ8M02_Hippocampal formation,HZ8M02,Hippocampal formation,8M,2,hippo,SMC,Hippocampal formation
Astro,0.0882740787961037,8.657454427905592e-08,1833.0,HZ8M02_Hippocampal formation,HZ8M02,Hippocampal formation,8M,2,hippo,Astro,Hippocampal formation
ExN,0.04625461782182442,1.418624352326066e-27,13270.0,HZ8M02_Hippocampal formation,HZ8M02,Hippocampal formation,8M,2,hippo,ExN,Hippocampal formation
Olig,0.17794427287216255,3.386894838991318e-22,1082.0,HZ8M02_Retrosplenial area,HZ8M02,Retrosplenial area,8M,2,hippo,Olig,Retrosplenial area
SMC,0.10204815232268231,0.0013158234945300916,815.0,HZ8M02_Retrosplenial area,HZ8M02,Retrosplenial area,8M,2,hippo,SMC,Retrosplenial area
ExN,0.0543247204966048,9.047841866265358e-09,4547.0,HZ8M02_Retrosplenial area,HZ8M02,Retrosplenial area,8M,2,hippo,ExN,Retrosplenial area
InN,0.05229735088325371,0.030593463851298575,1341.0,HZ8M02_Retrosplenial area,HZ8M02,Retrosplenial area,8M,2,hippo,InN,Retrosplenial area
Micro,0.051137302250300914,0.003920555172837532,1293.0,HZ8M02_Retrosplenial area,HZ8M02,Retrosplenial area,8M,2,hippo,Micro,Retrosplenial area
SMC,0.42617733408812164,6.592076871726913e-16,444.0,HZ8M02_Striatum,HZ8M02,Striatum,8M,2,hippo,SMC,Striatum
Micro,0.3925231433746917,8.870009394058473e-22,495.0,HZ8M02_Striatum,HZ8M02,Striatum,8M,2,hippo,Micro,Striatum
Endo,0.2968606298223809,7.367465735304855e-06,391.0,HZ8M02_Striatum,HZ8M02,Striatum,8M,2,hippo,Endo,Striatum
Astro,0.25869843029971984,1.22438394468728e-35,1584.0,HZ8M02_Striatum,HZ8M02,Striatum,8M,2,hippo,Astro,Striatum
Olig,0.18135649120793526,2.237000221606915e-40,2155.0,HZ8M02_Striatum,HZ8M02,Striatum,8M,2,hippo,Olig,Striatum
MSN,0.1426981128695676,3.194700126792075e-10,1335.0,HZ8M02_Striatum,HZ8M02,Striatum,8M,2,hippo,MSN,Striatum
Peri,0.13014250719227577,0.0012103017675128066,708.0,HZ8M02_Striatum,HZ8M02,Striatum,8M,2,hippo,Peri,Striatum
InN,0.11430920075051529,1.7104057644559198e-16,2156.0,HZ8M02_Striatum,HZ8M02,Striatum,8M,2,hippo,InN,Striatum
ExN,0.09857430977177348,2.2773060491350146e-05,1267.0,HZ8M02_Striatum,HZ8M02,Striatum,8M,2,hippo,ExN,Striatum
MSN,0.33529368623160477,0.0007776442804241396,404.0,HZ8M02_Thalamus,HZ8M02,Thalamus,8M,2,hippo,MSN,Thalamus
InN,0.29255178548812555,1.0978452109509889e-138,4218.0,HZ8M02_Thalamus,HZ8M02,Thalamus,8M,2,hippo,InN,Thalamus
ExN,0.18718165906283446,1.1049387242626077e-206,11122.0,HZ8M02_Thalamus,HZ8M02,Thalamus,8M,2,hippo,ExN,Thalamus
SMC,0.17953333386785242,5.972321109629976e-25,2717.0,HZ8M02_Thalamus,HZ8M02,Thalamus,8M,2,hippo,SMC,Thalamus
OPC,0.17748984352777586,7.92970255462852e-06,1002.0,HZ8M02_Thalamus,HZ8M02,Thalamus,8M,2,hippo,OPC,Thalamus
Peri,0.16904546671237608,2.1614056346190548e-27,3459.0,HZ8M02_Thalamus,HZ8M02,Thalamus,8M,2,hippo,Peri,Thalamus
Endo,0.12445288217502727,0.0322326151199985,676.0,HZ8M02_Thalamus,HZ8M02,Thalamus,8M,2,hippo,Endo,Thalamus
Astro,0.06468734653258239,2.156737119938524e-07,3878.0,HZ8M02_Thalamus,HZ8M02,Thalamus,8M,2,hippo,Astro,Thalamus
Micro,0.04668207498135717,6.147060058508706e-07,4679.0,HZ8M02_Thalamus,HZ8M02,Thalamus,8M,2,hippo,Micro,Thalamus
Olig,0.030904172800345287,0.0014078977076763793,4328.0,HZ8M02_Thalamus,HZ8M02,Thalamus,8M,2,hippo,Olig,Thalamus
Micro,0.21619087017343008,1.5516379497936037e-13,803.0,HZ8M03_Basal forebrain,HZ8M03,Basal forebrain,8M,3,ctx,Micro,Basal forebrain
SMC,0.07656932273982553,0.00466916761340917,1192.0,HZ8M03_Basal forebrain,HZ8M03,Basal forebrain,8M,3,ctx,SMC,Basal forebrain
ExN,0.06680613774287789,0.007860533402368617,1381.0,HZ8M03_Basal forebrain,HZ8M03,Basal forebrain,8M,3,ctx,ExN,Basal forebrain
InN,0.05691347347191599,5.774446326347722e-06,2999.0,HZ8M03_Basal forebrain,HZ8M03,Basal forebrain,8M,3,ctx,InN,Basal forebrain
Astro,0.1484376650447761,2.8718017159331367e-25,3109.0,HZ8M03_Prefrontal cortex,HZ8M03,Prefrontal cortex,8M,3,ctx,Astro,Prefrontal cortex
ExN,0.1478437350731113,0.0,25797.0,HZ8M03_Prefrontal cortex,HZ8M03,Prefrontal cortex,8M,3,ctx,ExN,Prefrontal cortex
Micro,0.13465630803173645,8.471837208147288e-57,5055.0,HZ8M03_Prefrontal cortex,HZ8M03,Prefrontal cortex,8M,3,ctx,Micro,Prefrontal cortex
Peri,0.1165221281900595,4.996904216608217e-07,2017.0,HZ8M03_Prefrontal cortex,HZ8M03,Prefrontal cortex,8M,3,ctx,Peri,Prefrontal cortex
SMC,0.09531039110359008,1.0676611062503183e-09,3252.0,HZ8M03_Prefrontal cortex,HZ8M03,Prefrontal cortex,8M,3,ctx,SMC,Prefrontal cortex
InN,0.08133634727740903,2.3941822695901435e-15,6114.0,HZ8M03_Prefrontal cortex,HZ8M03,Prefrontal cortex,8M,3,ctx,InN,Prefrontal cortex
Olig,0.05308377008494968,4.1461271883585016e-06,3146.0,HZ8M03_Prefrontal cortex,HZ8M03,Prefrontal cortex,8M,3,ctx,Olig,Prefrontal cortex
Micro,0.16613415135772328,2.2355945916232103e-34,2942.0,HZ8M03_Striatum,HZ8M03,Striatum,8M,3,ctx,Micro,Striatum
Astro,0.13224448131032432,3.0048553510311337e-22,3523.0,HZ8M03_Striatum,HZ8M03,Striatum,8M,3,ctx,Astro,Striatum
Endo,0.1115085906246075,0.010043120061855818,1080.0,HZ8M03_Striatum,HZ8M03,Striatum,8M,3,ctx,Endo,Striatum
SMC,0.08943675505761275,3.2710496807117697e-13,4730.0,HZ8M03_Striatum,HZ8M03,Striatum,8M,3,ctx,SMC,Striatum
Peri,0.08905723625609639,7.338730698548268e-10,4018.0,HZ8M03_Striatum,HZ8M03,Striatum,8M,3,ctx,Peri,Striatum
Olig,0.07660691101426464,1.095374766454255e-21,5884.0,HZ8M03_Striatum,HZ8M03,Striatum,8M,3,ctx,Olig,Striatum
InN,0.07388419936429623,1.5079782584439386e-14,6319.0,HZ8M03_Striatum,HZ8M03,Striatum,8M,3,ctx,InN,Striatum
ExN,0.05917428180437054,3.8962391301066274e-07,5076.0,HZ8M03_Striatum,HZ8M03,Striatum,8M,3,ctx,ExN,Striatum
MSN,0.024141365701031717,1.4016199547660696e-05,11083.0,HZ8M03_Striatum,HZ8M03,Striatum,8M,3,ctx,MSN,Striatum
SMC,0.24575951842849258,0.0008079428117679296,161.0,HZ8M04_Entorhinal area,HZ8M04,Entorhinal area,8M,4,hippo,SMC,Entorhinal area
Astro,0.23134015835799412,0.00041575542335620526,172.0,HZ8M04_Entorhinal area,HZ8M04,Entorhinal area,8M,4,hippo,Astro,Entorhinal area
ExN,0.07537504614445277,0.0057374662057531785,631.0,HZ8M04_Entorhinal area,HZ8M04,Entorhinal area,8M,4,hippo,ExN,Entorhinal area
Olig,0.1964789794904761,3.2468990577560095e-19,838.0,HZ8M04_Hippocampal formation,HZ8M04,Hippocampal formation,8M,4,hippo,Olig,Hippocampal formation
Micro,0.09352883683538224,4.893488885976427e-06,1295.0,HZ8M04_Hippocampal formation,HZ8M04,Hippocampal formation,8M,4,hippo,Micro,Hippocampal formation
Peri,0.08502942121367658,0.001279055205167122,1124.0,HZ8M04_Hippocampal formation,HZ8M04,Hippocampal formation,8M,4,hippo,Peri,Hippocampal formation
Astro,0.06585316814821757,0.000296585449537529,1522.0,HZ8M04_Hippocampal formation,HZ8M04,Hippocampal formation,8M,4,hippo,Astro,Hippocampal formation
ExN,0.05632099269769096,6.179854166669757e-32,9991.0,HZ8M04_Hippocampal formation,HZ8M04,Hippocampal formation,8M,4,hippo,ExN,Hippocampal formation
SMC,0.051509220448566595,0.02154946638928432,1265.0,HZ8M04_Hippocampal formation,HZ8M04,Hippocampal formation,8M,4,hippo,SMC,Hippocampal formation
Astro,0.18261892480614897,1.0241668899263679e-06,516.0,HZ8M04_Retrosplenial area,HZ8M04,Retrosplenial area,8M,4,hippo,Astro,Retrosplenial area
Olig,0.13900875544395194,3.671048888043064e-06,534.0,HZ8M04_Retrosplenial area,HZ8M04,Retrosplenial area,8M,4,hippo,Olig,Retrosplenial area
SMC,0.11064445980006483,1.9639022892528513e-05,977.0,HZ8M04_Retrosplenial area,HZ8M04,Retrosplenial area,8M,4,hippo,SMC,Retrosplenial area
ExN,0.08963058313583114,6.777534290222162e-15,3084.0,HZ8M04_Retrosplenial area,HZ8M04,Retrosplenial area,8M,4,hippo,ExN,Retrosplenial area
Micro,0.06830221299733122,0.0022418972204775105,860.0,HZ8M04_Retrosplenial area,HZ8M04,Retrosplenial area,8M,4,hippo,Micro,Retrosplenial area
Endo,0.3397762330862666,0.00025876696620289055,197.0,HZ8M04_Striatum,HZ8M04,Striatum,8M,4,hippo,Endo,Striatum
Peri,0.17328265657207118,0.0001221865749405894,583.0,HZ8M04_Striatum,HZ8M04,Striatum,8M,4,hippo,Peri,Striatum
InN,0.161179051208789,2.0909460684157518e-13,1092.0,HZ8M04_Striatum,HZ8M04,Striatum,8M,4,hippo,InN,Striatum
Micro,0.1400788608918465,0.03514791798274965,281.0,HZ8M04_Striatum,HZ8M04,Striatum,8M,4,hippo,Micro,Striatum
SMC,0.08525504662894579,0.007959092210970133,727.0,HZ8M04_Striatum,HZ8M04,Striatum,8M,4,hippo,SMC,Striatum
ExN,0.06756144675930287,0.03807414279287208,711.0,HZ8M04_Striatum,HZ8M04,Striatum,8M,4,hippo,ExN,Striatum
MSN,0.05649825276858233,0.00039431623690344106,1985.0,HZ8M04_Striatum,HZ8M04,Striatum,8M,4,hippo,MSN,Striatum
ExN,0.19918179242489245,7.845992931930225e-211,9770.0,HZ8M04_Thalamus,HZ8M04,Thalamus,8M,4,hippo,ExN,Thalamus
SMC,0.16193507603987317,1.7652598537154442e-15,2162.0,HZ8M04_Thalamus,HZ8M04,Thalamus,8M,4,hippo,SMC,Thalamus
InN,0.14612354723328402,1.4347222671905514e-17,2573.0,HZ8M04_Thalamus,HZ8M04,Thalamus,8M,4,hippo,InN,Thalamus
Astro,0.095958463905231,1.3771846801558443e-12,3458.0,HZ8M04_Thalamus,HZ8M04,Thalamus,8M,4,hippo,Astro,Thalamus
Micro,0.08115176623892369,1.2141608051401275e-11,3528.0,HZ8M04_Thalamus,HZ8M04,Thalamus,8M,4,hippo,Micro,Thalamus
Olig,0.05908691723947947,6.028861461221343e-07,3467.0,HZ8M04_Thalamus,HZ8M04,Thalamus,8M,4,hippo,Olig,Thalamus
Peri,0.05835041264946325,0.0006294320567020091,3030.0,HZ8M04_Thalamus,HZ8M04,Thalamus,8M,4,hippo,Peri,Thalamus
Micro,0.21289947623317235,2.6386136411487293e-16,1047.0,HZ8M05_Basal forebrain,HZ8M05,Basal forebrain,8M,5,ctx,Micro,Basal forebrain
Olig,0.11273020061172784,1.005729069207015e-11,1621.0,HZ8M05_Basal forebrain,HZ8M05,Basal forebrain,8M,5,ctx,Olig,Basal forebrain
Astro,0.07554241743239282,0.0013259160778899364,1265.0,HZ8M05_Basal forebrain,HZ8M05,Basal forebrain,8M,5,ctx,Astro,Basal forebrain
SMC,0.05552965530449085,0.006708946163227092,1778.0,HZ8M05_Basal forebrain,HZ8M05,Basal forebrain,8M,5,ctx,SMC,Basal forebrain
SMC,0.10735874676445743,4.5744157635300786e-07,2543.0,HZ8M05_Prefrontal cortex,HZ8M05,Prefrontal cortex,8M,5,ctx,SMC,Prefrontal cortex
ExN,0.07870651456141924,6.165793458403396e-130,24772.0,HZ8M05_Prefrontal cortex,HZ8M05,Prefrontal cortex,8M,5,ctx,ExN,Prefrontal cortex
Peri,0.072189857839464,0.01922480073643677,1518.0,HZ8M05_Prefrontal cortex,HZ8M05,Prefrontal cortex,8M,5,ctx,Peri,Prefrontal cortex
Astro,0.05756552525488041,0.0005983784283930111,2610.0,HZ8M05_Prefrontal cortex,HZ8M05,Prefrontal cortex,8M,5,ctx,Astro,Prefrontal cortex
Micro,0.04899088448833966,3.137555364487366e-06,3977.0,HZ8M05_Prefrontal cortex,HZ8M05,Prefrontal cortex,8M,5,ctx,Micro,Prefrontal cortex
InN,0.04588274617673008,2.0908851319384762e-05,6142.0,HZ8M05_Prefrontal cortex,HZ8M05,Prefrontal cortex,8M,5,ctx,InN,Prefrontal cortex
Endo,0.24088095512740776,1.7769319573351833e-09,1252.0,HZ8M05_Striatum,HZ8M05,Striatum,8M,5,ctx,Endo,Striatum
OPC,0.22226202132908454,1.0706520517260054e-05,871.0,HZ8M05_Striatum,HZ8M05,Striatum,8M,5,ctx,OPC,Striatum
Micro,0.19631090955368452,1.2790941182078634e-63,4250.0,HZ8M05_Striatum,HZ8M05,Striatum,8M,5,ctx,Micro,Striatum
Astro,0.15100584653394,3.186475845013504e-35,4403.0,HZ8M05_Striatum,HZ8M05,Striatum,8M,5,ctx,Astro,Striatum
Olig,0.12493128544001661,7.317261228456272e-69,7361.0,HZ8M05_Striatum,HZ8M05,Striatum,8M,5,ctx,Olig,Striatum
Peri,0.08211227357584436,8.73962319837343e-06,3450.0,HZ8M05_Striatum,HZ8M05,Striatum,8M,5,ctx,Peri,Striatum
InN,0.0740078188356341,3.0675845363331263e-14,7272.0,HZ8M05_Striatum,HZ8M05,Striatum,8M,5,ctx,InN,Striatum
ExN,0.05510771373636186,2.432825459513184e-12,8861.0,HZ8M05_Striatum,HZ8M05,Striatum,8M,5,ctx,ExN,Striatum
SMC,0.043690462309037,2.2232583954996937e-05,7297.0,HZ8M05_Striatum,HZ8M05,Striatum,8M,5,ctx,SMC,Striatum
Olig,0.47079311780069644,0.005531499163668276,28.0,HZ8M06_Entorhinal area,HZ8M06,Entorhinal area,8M,6,hippo,Olig,Entorhinal area
SMC,0.24421512045562932,0.0007461407377254533,156.0,HZ8M06_Entorhinal area,HZ8M06,Entorhinal area,8M,6,hippo,SMC,Entorhinal area
ExN,0.1270595223686175,2.907776147012642e-06,785.0,HZ8M06_Entorhinal area,HZ8M06,Entorhinal area,8M,6,hippo,ExN,Entorhinal area
MSN,-0.9616901433937332,0.004417112690710749,51.0,HZ8M06_Entorhinal area,HZ8M06,Entorhinal area,8M,6,hippo,MSN,Entorhinal area
Olig,0.13159072650099743,5.1361369870851806e-11,879.0,HZ8M06_Hippocampal formation,HZ8M06,Hippocampal formation,8M,6,hippo,Olig,Hippocampal formation
SMC,0.1249867924875575,1.228292216226893e-10,1463.0,HZ8M06_Hippocampal formation,HZ8M06,Hippocampal formation,8M,6,hippo,SMC,Hippocampal formation
Astro,0.12170581823326836,7.919242528287303e-12,1489.0,HZ8M06_Hippocampal formation,HZ8M06,Hippocampal formation,8M,6,hippo,Astro,Hippocampal formation
Micro,0.11073980966567644,2.013478771307796e-11,1443.0,HZ8M06_Hippocampal formation,HZ8M06,Hippocampal formation,8M,6,hippo,Micro,Hippocampal formation
ExN,0.08708960679767305,2.5667473590348417e-60,9765.0,HZ8M06_Hippocampal formation,HZ8M06,Hippocampal formation,8M,6,hippo,ExN,Hippocampal formation
InN,0.08636493351025062,0.014086590736293416,704.0,HZ8M06_Hippocampal formation,HZ8M06,Hippocampal formation,8M,6,hippo,InN,Hippocampal formation
Peri,0.05806083974287259,0.030158681982137607,1031.0,HZ8M06_Hippocampal formation,HZ8M06,Hippocampal formation,8M,6,hippo,Peri,Hippocampal formation
SMC,0.2787198458754277,8.610304432944016e-39,1124.0,HZ8M06_Retrosplenial area,HZ8M06,Retrosplenial area,8M,6,hippo,SMC,Retrosplenial area
Astro,0.1820789003382922,3.1750700683385966e-07,517.0,HZ8M06_Retrosplenial area,HZ8M06,Retrosplenial area,8M,6,hippo,Astro,Retrosplenial area
ExN,0.1708692109335311,6.03310682730756e-53,3543.0,HZ8M06_Retrosplenial area,HZ8M06,Retrosplenial area,8M,6,hippo,ExN,Retrosplenial area
InN,0.13012413340506188,1.2227011683774916e-09,1494.0,HZ8M06_Retrosplenial area,HZ8M06,Retrosplenial area,8M,6,hippo,InN,Retrosplenial area
Peri,0.114070736948021,0.008690460701418962,455.0,HZ8M06_Retrosplenial area,HZ8M06,Retrosplenial area,8M,6,hippo,Peri,Retrosplenial area
Olig,0.09900008469163016,6.74377325960619e-05,608.0,HZ8M06_Retrosplenial area,HZ8M06,Retrosplenial area,8M,6,hippo,Olig,Retrosplenial area
Micro,0.4230591432371023,9.237435342074296e-10,203.0,HZ8M06_Striatum,HZ8M06,Striatum,8M,6,hippo,Micro,Striatum
ExN,0.3139807897968688,7.154303506932365e-11,585.0,HZ8M06_Striatum,HZ8M06,Striatum,8M,6,hippo,ExN,Striatum
SMC,0.2987097661110093,2.1911248201935503e-14,493.0,HZ8M06_Striatum,HZ8M06,Striatum,8M,6,hippo,SMC,Striatum
Endo,0.28855303884640343,4.581244136099853e-07,298.0,HZ8M06_Striatum,HZ8M06,Striatum,8M,6,hippo,Endo,Striatum
Peri,0.2844355747471729,2.7496660863599036e-07,390.0,HZ8M06_Striatum,HZ8M06,Striatum,8M,6,hippo,Peri,Striatum
MSN,0.11383962710947088,9.636990274048787e-09,1634.0,HZ8M06_Striatum,HZ8M06,Striatum,8M,6,hippo,MSN,Striatum
Olig,0.10009315328319296,6.47930275463948e-05,619.0,HZ8M06_Striatum,HZ8M06,Striatum,8M,6,hippo,Olig,Striatum
InN,0.09699016446197833,2.4164919923227393e-13,2327.0,HZ8M06_Striatum,HZ8M06,Striatum,8M,6,hippo,InN,Striatum
InN,0.241234992655866,1.0516723459166854e-38,2057.0,HZ8M06_Thalamus,HZ8M06,Thalamus,8M,6,hippo,InN,Thalamus
Peri,0.16640511124638616,6.515631266824327e-23,2688.0,HZ8M06_Thalamus,HZ8M06,Thalamus,8M,6,hippo,Peri,Thalamus
ExN,0.12578240894112855,1.9948691110705922e-77,8919.0,HZ8M06_Thalamus,HZ8M06,Thalamus,8M,6,hippo,ExN,Thalamus
SMC,0.11276797415069616,3.6487736064239226e-09,2228.0,HZ8M06_Thalamus,HZ8M06,Thalamus,8M,6,hippo,SMC,Thalamus
Olig,0.10701763533297302,3.632015883513962e-23,3208.0,HZ8M06_Thalamus,HZ8M06,Thalamus,8M,6,hippo,Olig,Thalamus
Astro,0.054978649010624596,0.0009753309632918616,2241.0,HZ8M06_Thalamus,HZ8M06,Thalamus,8M,6,hippo,Astro,Thalamus
Micro,0.0479071405060782,7.694389882619987e-06,3441.0,HZ8M06_Thalamus,HZ8M06,Thalamus,8M,6,hippo,Micro,Thalamus
