,Moran's I,P-value,num_cell,sample_region,sample,region,month
ExN,0.035079252600575386,0.38135515253689667,625.0,HZ6M06_Striatum,HZ6M06,Striatum,6M
Astro,0.03138149219240588,0.06667040622557077,1717.0,HZ6M06_Striatum,HZ6M06,Striatum,6M
MSN,0.02553405967945249,0.11881816277117671,2009.0,HZ6M06_Striatum,HZ6M06,Striatum,6M
Olig,-0.013696136136137665,0.42037118546972163,1559.0,HZ6M06_Striatum,HZ6M06,Striatum,6M
OPC,-0.044306326199739274,0.6787140935936224,256.0,HZ6M06_Striatum,HZ6M06,Striatum,6M
Micro,-0.05909773912378451,0.3360573045367169,351.0,HZ6M06_Striatum,HZ6M06,Striatum,6M
MSN,0.17508399911157502,0.023875543517509742,420.0,HZ6M06_Thalamus,HZ6M06,Thalamus,6M
SMC,0.16925590389833675,0.07362874941479597,279.0,HZ6M06_Thalamus,HZ6M06,Thalamus,6M
ExN,0.14285007916487327,2.5638646079183235e-81,7054.0,HZ6M06_Thalamus,HZ6M06,Thalamus,6M
Endo,0.140626125967012,0.00024372187298683882,928.0,HZ6M06_Thalamus,HZ6M06,Thalamus,6M
Micro,0.11578797730763239,8.017544399088955e-13,2288.0,HZ6M06_Thalamus,HZ6M06,Thalamus,6M
InN,0.11101167375158766,4.4794650654905416e-11,2495.0,HZ6M06_Thalamus,HZ6M06,Thalamus,6M
Peri,0.0981339271001707,0.0003455613401780876,1565.0,HZ6M06_Thalamus,HZ6M06,Thalamus,6M
OPC,0.07632553393906695,0.1116247144502853,773.0,HZ6M06_Thalamus,HZ6M06,Thalamus,6M
Astro,0.05607196425853355,1.8161051400422633e-07,4553.0,HZ6M06_Thalamus,HZ6M06,Thalamus,6M
Olig,0.018477069030650533,0.015637892048457353,6442.0,HZ6M06_Thalamus,HZ6M06,Thalamus,6M
Micro,0.32258919152411714,4.7331536088343496e-23,650.0,HZ6MP101_Basal forebrain,HZ6MP101,Basal forebrain,6M
SMC,0.18190871739098644,0.0003739109355160775,293.0,HZ6MP101_Basal forebrain,HZ6MP101,Basal forebrain,6M
Olig,0.1323046861824306,1.1522734498938132e-29,2583.0,HZ6MP101_Basal forebrain,HZ6MP101,Basal forebrain,6M
InN,0.13128231376255098,3.868495355225349e-36,3906.0,HZ6MP101_Basal forebrain,HZ6MP101,Basal forebrain,6M
Peri,0.05104856733531354,0.07347230554790196,1020.0,HZ6MP101_Basal forebrain,HZ6MP101,Basal forebrain,6M
Astro,0.02654133641131379,0.08764341098182485,2093.0,HZ6MP101_Basal forebrain,HZ6MP101,Basal forebrain,6M
ExN,0.01427688230620934,0.6546858670746605,956.0,HZ6MP101_Basal forebrain,HZ6MP101,Basal forebrain,6M
Endo,-0.0024778300638567956,0.9904167039869629,288.0,HZ6MP101_Basal forebrain,HZ6MP101,Basal forebrain,6M
OPC,-0.009482965708149651,0.9526024983386111,246.0,HZ6MP101_Basal forebrain,HZ6MP101,Basal forebrain,6M
Olig,0.05039509022294619,0.4611817601504773,82.0,HZ6MP101_Hippocampal formation,HZ6MP101,Hippocampal formation,6M
ExN,-0.7522151248912167,0.13934340355628377,39.0,HZ6MP101_Hippocampal formation,HZ6MP101,Hippocampal formation,6M
ExN,0.35502450527924595,0.0,26760.0,HZ6MP101_Prefrontal cortex,HZ6MP101,Prefrontal cortex,6M
SMC,0.29149009755886285,2.366048867848775e-25,1105.0,HZ6MP101_Prefrontal cortex,HZ6MP101,Prefrontal cortex,6M
Astro,0.280053982373117,1.1564256849754334e-233,6821.0,HZ6MP101_Prefrontal cortex,HZ6MP101,Prefrontal cortex,6M
Micro,0.27712764751657876,8.09773066997307e-180,4547.0,HZ6MP101_Prefrontal cortex,HZ6MP101,Prefrontal cortex,6M
OPC,0.2731710803130914,4.666868583071092e-05,416.0,HZ6MP101_Prefrontal cortex,HZ6MP101,Prefrontal cortex,6M
InN,0.2725721711057112,1.475170336095616e-204,6870.0,HZ6MP101_Prefrontal cortex,HZ6MP101,Prefrontal cortex,6M
Peri,0.20675599858933041,9.711931275815501e-23,2121.0,HZ6MP101_Prefrontal cortex,HZ6MP101,Prefrontal cortex,6M
Olig,0.15449029434582465,1.597056498613611e-70,4831.0,HZ6MP101_Prefrontal cortex,HZ6MP101,Prefrontal cortex,6M
Endo,0.14828707769067115,6.290002377484866e-09,1894.0,HZ6MP101_Prefrontal cortex,HZ6MP101,Prefrontal cortex,6M
MSN,0.04688176351628154,0.5690638339586547,138.0,HZ6MP101_Prefrontal cortex,HZ6MP101,Prefrontal cortex,6M
Micro,0.49281342482147933,7.496215764486981e-252,2508.0,HZ6MP101_Striatum,HZ6MP101,Striatum,6M
Olig,0.26595146436336464,0.0,8803.0,HZ6MP101_Striatum,HZ6MP101,Striatum,6M
Astro,0.1970472689141069,7.16520283628271e-125,6819.0,HZ6MP101_Striatum,HZ6MP101,Striatum,6M
InN,0.15132880884189237,3.2461269648800336e-79,7121.0,HZ6MP101_Striatum,HZ6MP101,Striatum,6M
SMC,0.13958437316853506,2.0433754662076486e-07,805.0,HZ6MP101_Striatum,HZ6MP101,Striatum,6M
OPC,0.1311750015263248,0.00611807842234151,800.0,HZ6MP101_Striatum,HZ6MP101,Striatum,6M
ExN,0.1106399334757146,2.0696370095098333e-13,4105.0,HZ6MP101_Striatum,HZ6MP101,Striatum,6M
Peri,0.0942856634064697,1.7172109651351678e-07,2851.0,HZ6MP101_Striatum,HZ6MP101,Striatum,6M
Endo,0.08621141258739358,2.6868819114107633e-06,2831.0,HZ6MP101_Striatum,HZ6MP101,Striatum,6M
MSN,0.04900736281811809,5.151777905029956e-26,14965.0,HZ6MP101_Striatum,HZ6MP101,Striatum,6M
Astro,0.44765935330104906,0.03400459521131707,23.0,HZ6MP102_Basal forebrain,HZ6MP102,Basal forebrain,6M
Olig,0.27291147855964176,0.0006500581585738885,65.0,HZ6MP102_Basal forebrain,HZ6MP102,Basal forebrain,6M
Peri,0.45509978514127475,0.09959272720461135,17.0,HZ6MP102_Entorhinal area,HZ6MP102,Entorhinal area,6M
InN,0.43497000450349105,0.0009599993815303118,79.0,HZ6MP102_Entorhinal area,HZ6MP102,Entorhinal area,6M
Micro,0.4266801138279903,0.0002745277958969072,41.0,HZ6MP102_Entorhinal area,HZ6MP102,Entorhinal area,6M
Astro,0.3785810802271055,3.951075197399506e-06,121.0,HZ6MP102_Entorhinal area,HZ6MP102,Entorhinal area,6M
OPC,0.2516850105725052,0.5297054817485675,16.0,HZ6MP102_Entorhinal area,HZ6MP102,Entorhinal area,6M
Olig,0.12805994832638748,0.018907062968774972,25.0,HZ6MP102_Entorhinal area,HZ6MP102,Entorhinal area,6M
ExN,0.09041821930559901,0.0987499458646591,267.0,HZ6MP102_Entorhinal area,HZ6MP102,Entorhinal area,6M
Endo,0.058063422566022704,0.5078109681329097,14.0,HZ6MP102_Entorhinal area,HZ6MP102,Entorhinal area,6M
SMC,0.018066276368803952,0.756205885776882,54.0,HZ6MP102_Entorhinal area,HZ6MP102,Entorhinal area,6M
Micro,0.33256109381799964,1.7976573178268236e-35,633.0,HZ6MP102_Hippocampal formation,HZ6MP102,Hippocampal formation,6M
SMC,0.2568457106465017,5.201012746161442e-14,413.0,HZ6MP102_Hippocampal formation,HZ6MP102,Hippocampal formation,6M
OPC,0.22988660037809214,0.007804838508434263,127.0,HZ6MP102_Hippocampal formation,HZ6MP102,Hippocampal formation,6M
InN,0.1756414492494545,4.849526785487063e-05,415.0,HZ6MP102_Hippocampal formation,HZ6MP102,Hippocampal formation,6M
ExN,0.09665123472022488,3.555898281586967e-61,8464.0,HZ6MP102_Hippocampal formation,HZ6MP102,Hippocampal formation,6M
Peri,0.08693574722715451,0.027227307086445537,468.0,HZ6MP102_Hippocampal formation,HZ6MP102,Hippocampal formation,6M
Astro,0.054427177843277275,2.0417744888255777e-07,2680.0,HZ6MP102_Hippocampal formation,HZ6MP102,Hippocampal formation,6M
Olig,0.035421811309181386,0.13841954060409167,652.0,HZ6MP102_Hippocampal formation,HZ6MP102,Hippocampal formation,6M
Endo,-0.0398570101508263,0.4274055203074224,401.0,HZ6MP102_Hippocampal formation,HZ6MP102,Hippocampal formation,6M
MSN,-0.14584278942051465,0.6223876153575834,48.0,HZ6MP102_Hippocampal formation,HZ6MP102,Hippocampal formation,6M
Micro,0.2835520647587607,3.461142910562367e-63,1661.0,HZ6MP102_Prefrontal cortex,HZ6MP102,Prefrontal cortex,6M
ExN,0.25625430593264453,0.0,17062.0,HZ6MP102_Prefrontal cortex,HZ6MP102,Prefrontal cortex,6M
Astro,0.22934395480085526,7.274435643754772e-82,3323.0,HZ6MP102_Prefrontal cortex,HZ6MP102,Prefrontal cortex,6M
SMC,0.19181477168351407,0.00010425011630075138,337.0,HZ6MP102_Prefrontal cortex,HZ6MP102,Prefrontal cortex,6M
InN,0.18198246460817108,3.9015990653862575e-47,3243.0,HZ6MP102_Prefrontal cortex,HZ6MP102,Prefrontal cortex,6M
Endo,0.15243060238861375,2.662087246720118e-11,1571.0,HZ6MP102_Prefrontal cortex,HZ6MP102,Prefrontal cortex,6M
Peri,0.14048286916406727,1.1516377087593433e-06,1077.0,HZ6MP102_Prefrontal cortex,HZ6MP102,Prefrontal cortex,6M
OPC,0.09282312997954661,0.12739102116542386,318.0,HZ6MP102_Prefrontal cortex,HZ6MP102,Prefrontal cortex,6M
MSN,0.070755557641267,0.42223660536311536,395.0,HZ6MP102_Prefrontal cortex,HZ6MP102,Prefrontal cortex,6M
Olig,0.0468709422820178,8.317749556177416e-06,2519.0,HZ6MP102_Prefrontal cortex,HZ6MP102,Prefrontal cortex,6M
Olig,0.2937903336021516,3.9423690128117515e-86,1415.0,HZ6MP102_Retrosplenial area,HZ6MP102,Retrosplenial area,6M
MSN,0.21875724639136448,0.4480400460484416,46.0,HZ6MP102_Retrosplenial area,HZ6MP102,Retrosplenial area,6M
Peri,0.1879865879718331,0.0007705200344722081,309.0,HZ6MP102_Retrosplenial area,HZ6MP102,Retrosplenial area,6M
ExN,0.15074864838728125,1.102817525835769e-28,3009.0,HZ6MP102_Retrosplenial area,HZ6MP102,Retrosplenial area,6M
Micro,0.10888074841316822,1.4672605738429935e-05,639.0,HZ6MP102_Retrosplenial area,HZ6MP102,Retrosplenial area,6M
InN,0.06946588943155278,0.003693917626586412,1288.0,HZ6MP102_Retrosplenial area,HZ6MP102,Retrosplenial area,6M
Astro,0.05416838741016727,0.011661740677673352,1034.0,HZ6MP102_Retrosplenial area,HZ6MP102,Retrosplenial area,6M
OPC,0.027868844075260284,0.7601760712945673,86.0,HZ6MP102_Retrosplenial area,HZ6MP102,Retrosplenial area,6M
Endo,0.025718034678994098,0.6054385168293439,312.0,HZ6MP102_Retrosplenial area,HZ6MP102,Retrosplenial area,6M
SMC,-0.1060975326435252,0.19594064533649758,129.0,HZ6MP102_Retrosplenial area,HZ6MP102,Retrosplenial area,6M
ExN,0.5957428387806508,4.647011134848821e-81,685.0,HZ6MP102_Striatum,HZ6MP102,Striatum,6M
SMC,0.3968654056137097,1.8854960294587773e-24,314.0,HZ6MP102_Striatum,HZ6MP102,Striatum,6M
Micro,0.39411434726253863,3.0184361746067107e-13,337.0,HZ6MP102_Striatum,HZ6MP102,Striatum,6M
Endo,0.21411653586643656,0.0013273055488024256,338.0,HZ6MP102_Striatum,HZ6MP102,Striatum,6M
InN,0.20832753981455826,1.4295499011693128e-91,3256.0,HZ6MP102_Striatum,HZ6MP102,Striatum,6M
Olig,0.14327173196063095,4.547751931437619e-16,1035.0,HZ6MP102_Striatum,HZ6MP102,Striatum,6M
Astro,0.13804498766287554,3.9385975645956406e-11,1322.0,HZ6MP102_Striatum,HZ6MP102,Striatum,6M
Peri,0.10856992442104745,0.07765466044812451,341.0,HZ6MP102_Striatum,HZ6MP102,Striatum,6M
MSN,0.10319444535370417,9.500175167058623e-17,3183.0,HZ6MP102_Striatum,HZ6MP102,Striatum,6M
OPC,0.08116876164170282,0.44190374632229723,139.0,HZ6MP102_Striatum,HZ6MP102,Striatum,6M
ExN,0.4266446995581296,0.0,8544.0,HZ6MP102_Thalamus,HZ6MP102,Thalamus,6M
InN,0.40701807676619617,5.134232178300037e-155,2187.0,HZ6MP102_Thalamus,HZ6MP102,Thalamus,6M
MSN,0.37191294745917963,0.214842407924404,61.0,HZ6MP102_Thalamus,HZ6MP102,Thalamus,6M
OPC,0.3509467940757493,2.965224743963374e-10,512.0,HZ6MP102_Thalamus,HZ6MP102,Thalamus,6M
Peri,0.3436927625175606,1.8785935512847398e-49,1579.0,HZ6MP102_Thalamus,HZ6MP102,Thalamus,6M
Endo,0.33375602769184426,5.067004535755598e-21,919.0,HZ6MP102_Thalamus,HZ6MP102,Thalamus,6M
Astro,0.24317864948555276,9.645415462423474e-112,4090.0,HZ6MP102_Thalamus,HZ6MP102,Thalamus,6M
Olig,0.17646743721084324,1.186576283787377e-112,5056.0,HZ6MP102_Thalamus,HZ6MP102,Thalamus,6M
Micro,0.1231316300629176,8.197863990750713e-27,2579.0,HZ6MP102_Thalamus,HZ6MP102,Thalamus,6M
SMC,0.00628101201903551,0.810816737736661,294.0,HZ6MP102_Thalamus,HZ6MP102,Thalamus,6M
Olig,0.30117390563424806,2.6719343895245626e-13,250.0,HZ6MP202_Basal forebrain,HZ6MP202,Basal forebrain,6M
Astro,0.015896061363048303,0.8366720449629161,25.0,HZ6MP202_Basal forebrain,HZ6MP202,Basal forebrain,6M
Peri,-0.2906978995246663,0.5561553975250983,13.0,HZ6MP202_Basal forebrain,HZ6MP202,Basal forebrain,6M
MSN,0.4309680022016566,0.3782243004805248,18.0,HZ6MP202_Entorhinal area,HZ6MP202,Entorhinal area,6M
Astro,0.34998115927547135,2.995057955366142e-10,173.0,HZ6MP202_Entorhinal area,HZ6MP202,Entorhinal area,6M
SMC,0.3340546121786268,0.03374231335706159,38.0,HZ6MP202_Entorhinal area,HZ6MP202,Entorhinal area,6M
Olig,0.16095108704698832,0.33961807399578114,26.0,HZ6MP202_Entorhinal area,HZ6MP202,Entorhinal area,6M
Micro,0.12713020942797015,0.1358948047601429,75.0,HZ6MP202_Entorhinal area,HZ6MP202,Entorhinal area,6M
ExN,0.04306465688373051,0.2696084659071195,392.0,HZ6MP202_Entorhinal area,HZ6MP202,Entorhinal area,6M
Endo,-0.025963893424754754,0.9859438079634376,46.0,HZ6MP202_Entorhinal area,HZ6MP202,Entorhinal area,6M
Peri,-0.03617735109734704,0.8893675052615878,64.0,HZ6MP202_Entorhinal area,HZ6MP202,Entorhinal area,6M
InN,-0.041181954089621914,0.8147706400510077,90.0,HZ6MP202_Entorhinal area,HZ6MP202,Entorhinal area,6M
Micro,0.15416431529855684,1.6420598625572824e-09,828.0,HZ6MP202_Hippocampal formation,HZ6MP202,Hippocampal formation,6M
Olig,0.11278349212254767,6.475879155563243e-07,844.0,HZ6MP202_Hippocampal formation,HZ6MP202,Hippocampal formation,6M
Peri,0.10703964661984489,0.003038375769230969,752.0,HZ6MP202_Hippocampal formation,HZ6MP202,Hippocampal formation,6M
InN,0.1026688042847229,0.030674504448349956,362.0,HZ6MP202_Hippocampal formation,HZ6MP202,Hippocampal formation,6M
ExN,0.10111497370753277,6.214453126815026e-72,8315.0,HZ6MP202_Hippocampal formation,HZ6MP202,Hippocampal formation,6M
Astro,0.09104510115989596,2.6604511597906714e-18,3129.0,HZ6MP202_Hippocampal formation,HZ6MP202,Hippocampal formation,6M
SMC,0.07034194201054951,0.15026007239995876,392.0,HZ6MP202_Hippocampal formation,HZ6MP202,Hippocampal formation,6M
Endo,0.04731274188115111,0.3135548548769378,546.0,HZ6MP202_Hippocampal formation,HZ6MP202,Hippocampal formation,6M
OPC,-0.01552070741874953,0.9676494924432548,41.0,HZ6MP202_Hippocampal formation,HZ6MP202,Hippocampal formation,6M
MSN,-0.1823686996291866,0.39862170550896614,82.0,HZ6MP202_Hippocampal formation,HZ6MP202,Hippocampal formation,6M
OPC,0.38457779112747614,0.0009192726930773599,223.0,HZ6MP202_Prefrontal cortex,HZ6MP202,Prefrontal cortex,6M
Astro,0.3657127812012247,2.847202439079579e-182,3652.0,HZ6MP202_Prefrontal cortex,HZ6MP202,Prefrontal cortex,6M
SMC,0.26627379909028925,9.088814598594658e-24,929.0,HZ6MP202_Prefrontal cortex,HZ6MP202,Prefrontal cortex,6M
Micro,0.25209682121664767,4.3408586686024864e-60,2141.0,HZ6MP202_Prefrontal cortex,HZ6MP202,Prefrontal cortex,6M
ExN,0.24824390479108224,0.0,20156.0,HZ6MP202_Prefrontal cortex,HZ6MP202,Prefrontal cortex,6M
Peri,0.2363872351976185,9.09237972641407e-15,1341.0,HZ6MP202_Prefrontal cortex,HZ6MP202,Prefrontal cortex,6M
InN,0.18948715085258755,5.007942938999407e-41,3481.0,HZ6MP202_Prefrontal cortex,HZ6MP202,Prefrontal cortex,6M
Endo,0.15062116659867958,1.3467740885800153e-08,1646.0,HZ6MP202_Prefrontal cortex,HZ6MP202,Prefrontal cortex,6M
Olig,0.11627433386770533,1.99478208940397e-07,1420.0,HZ6MP202_Prefrontal cortex,HZ6MP202,Prefrontal cortex,6M
MSN,0.09130850215899987,0.0864696064749072,722.0,HZ6MP202_Prefrontal cortex,HZ6MP202,Prefrontal cortex,6M
SMC,0.3329279290609966,7.841271224423109e-17,402.0,HZ6MP202_Retrosplenial area,HZ6MP202,Retrosplenial area,6M
Astro,0.17853701340638553,7.284381086544809e-16,1111.0,HZ6MP202_Retrosplenial area,HZ6MP202,Retrosplenial area,6M
Olig,0.1604207141767551,3.749239109445493e-10,710.0,HZ6MP202_Retrosplenial area,HZ6MP202,Retrosplenial area,6M
Endo,0.15248109950619343,0.08916704602322426,227.0,HZ6MP202_Retrosplenial area,HZ6MP202,Retrosplenial area,6M
Micro,0.11104405570776826,3.489571150312795e-06,720.0,HZ6MP202_Retrosplenial area,HZ6MP202,Retrosplenial area,6M
ExN,0.09169850735597272,1.9014050715482906e-15,3361.0,HZ6MP202_Retrosplenial area,HZ6MP202,Retrosplenial area,6M
Peri,0.08621655457445948,0.18353923363129243,284.0,HZ6MP202_Retrosplenial area,HZ6MP202,Retrosplenial area,6M
MSN,0.06394910362122602,0.7383901559812354,91.0,HZ6MP202_Retrosplenial area,HZ6MP202,Retrosplenial area,6M
InN,0.0221453649366647,0.20159784305984463,1722.0,HZ6MP202_Retrosplenial area,HZ6MP202,Retrosplenial area,6M
OPC,-0.40194962050440175,0.2762235168910131,31.0,HZ6MP202_Retrosplenial area,HZ6MP202,Retrosplenial area,6M
OPC,0.32354869331312075,0.06702863058409958,112.0,HZ6MP202_Striatum,HZ6MP202,Striatum,6M
Micro,0.2551493993375814,3.924599310570633e-06,339.0,HZ6MP202_Striatum,HZ6MP202,Striatum,6M
Peri,0.25090320168083396,1.1354957862462274e-07,616.0,HZ6MP202_Striatum,HZ6MP202,Striatum,6M
Astro,0.24587948274650134,8.614541794530386e-26,1285.0,HZ6MP202_Striatum,HZ6MP202,Striatum,6M
ExN,0.17148333081451722,0.0012425128985634804,463.0,HZ6MP202_Striatum,HZ6MP202,Striatum,6M
InN,0.16762019623648133,1.3458004587968905e-54,3095.0,HZ6MP202_Striatum,HZ6MP202,Striatum,6M
MSN,0.16743676038382277,1.3143746733334029e-39,2995.0,HZ6MP202_Striatum,HZ6MP202,Striatum,6M
Endo,0.12587633744805748,0.02708285887276978,473.0,HZ6MP202_Striatum,HZ6MP202,Striatum,6M
Olig,0.09750635402662113,8.219890341153185e-10,1505.0,HZ6MP202_Striatum,HZ6MP202,Striatum,6M
SMC,0.09586212880115323,0.001071851489673409,570.0,HZ6MP202_Striatum,HZ6MP202,Striatum,6M
OPC,0.47175567521699885,6.438206485983077e-09,365.0,HZ6MP202_Thalamus,HZ6MP202,Thalamus,6M
MSN,0.4450257270313782,0.06809678787442441,105.0,HZ6MP202_Thalamus,HZ6MP202,Thalamus,6M
Endo,0.4048097729520838,4.0008951957277147e-25,1033.0,HZ6MP202_Thalamus,HZ6MP202,Thalamus,6M
InN,0.3594783437890001,2.576794175120905e-93,2099.0,HZ6MP202_Thalamus,HZ6MP202,Thalamus,6M
Peri,0.3145050224026165,8.707601572688374e-30,1561.0,HZ6MP202_Thalamus,HZ6MP202,Thalamus,6M
ExN,0.22455972028608084,3.7305309864812405e-308,10488.0,HZ6MP202_Thalamus,HZ6MP202,Thalamus,6M
Astro,0.20663395400915435,3.4088556229060067e-106,5524.0,HZ6MP202_Thalamus,HZ6MP202,Thalamus,6M
SMC,0.17509603964286422,0.00012530318541015422,391.0,HZ6MP202_Thalamus,HZ6MP202,Thalamus,6M
Olig,0.1636914776602223,5.548082001925448e-100,5969.0,HZ6MP202_Thalamus,HZ6MP202,Thalamus,6M
Micro,0.0870311157048755,8.053220784158827e-16,3238.0,HZ6MP202_Thalamus,HZ6MP202,Thalamus,6M
Micro,0.16880827741710738,8.550678665843001e-10,762.0,HZ8M01_Basal forebrain,HZ8M01,Basal forebrain,8M
OPC,0.1541943835195367,0.07589371140083938,260.0,HZ8M01_Basal forebrain,HZ8M01,Basal forebrain,8M
InN,0.14690766911781422,1.7606115497629163e-40,3622.0,HZ8M01_Basal forebrain,HZ8M01,Basal forebrain,8M
Astro,0.10317336816794957,0.0017544334109964887,767.0,HZ8M01_Basal forebrain,HZ8M01,Basal forebrain,8M
ExN,0.08550840145133319,0.001370818814041261,1288.0,HZ8M01_Basal forebrain,HZ8M01,Basal forebrain,8M
Peri,0.05403619199054964,0.014707285131605482,1467.0,HZ8M01_Basal forebrain,HZ8M01,Basal forebrain,8M
SMC,0.04889803154984899,0.002854583427229055,2097.0,HZ8M01_Basal forebrain,HZ8M01,Basal forebrain,8M
Endo,0.028096470552618116,0.7659616332032475,237.0,HZ8M01_Basal forebrain,HZ8M01,Basal forebrain,8M
Olig,0.023202419761603883,0.1813146307530178,1270.0,HZ8M01_Basal forebrain,HZ8M01,Basal forebrain,8M
Peri,0.08412553779886038,0.6518775840196043,15.0,HZ8M01_Hippocampal formation,HZ8M01,Hippocampal formation,8M
SMC,-0.014804219626860727,0.8411303459679316,17.0,HZ8M01_Hippocampal formation,HZ8M01,Hippocampal formation,8M
Olig,-0.040400173602313086,0.9929086662362165,27.0,HZ8M01_Hippocampal formation,HZ8M01,Hippocampal formation,8M
Astro,-0.07679989158995758,0.7019521515278762,42.0,HZ8M01_Hippocampal formation,HZ8M01,Hippocampal formation,8M
ExN,-0.08426138867055166,0.6883597144224672,55.0,HZ8M01_Hippocampal formation,HZ8M01,Hippocampal formation,8M
InN,-1.2822140785976652,0.19663140215910213,13.0,HZ8M01_Hippocampal formation,HZ8M01,Hippocampal formation,8M
SMC,0.16951364659929188,5.1468169268532e-18,2444.0,HZ8M01_Prefrontal cortex,HZ8M01,Prefrontal cortex,8M
Endo,0.16414507843663625,0.00028206571538993904,919.0,HZ8M01_Prefrontal cortex,HZ8M01,Prefrontal cortex,8M
Peri,0.1235247226729329,3.242054993575762e-09,2199.0,HZ8M01_Prefrontal cortex,HZ8M01,Prefrontal cortex,8M
ExN,0.09955118437602756,1.6052309998319377e-211,26164.0,HZ8M01_Prefrontal cortex,HZ8M01,Prefrontal cortex,8M
Astro,0.0962998842494733,3.737232876757404e-12,3345.0,HZ8M01_Prefrontal cortex,HZ8M01,Prefrontal cortex,8M
MSN,0.08424047643741632,0.9097204595302716,39.0,HZ8M01_Prefrontal cortex,HZ8M01,Prefrontal cortex,8M
OPC,0.07960345349602024,0.2544674322316641,467.0,HZ8M01_Prefrontal cortex,HZ8M01,Prefrontal cortex,8M
InN,0.07277616693743393,1.2544067035896086e-09,4826.0,HZ8M01_Prefrontal cortex,HZ8M01,Prefrontal cortex,8M
Micro,0.06107227888723088,3.1694088517621193e-13,4965.0,HZ8M01_Prefrontal cortex,HZ8M01,Prefrontal cortex,8M
Olig,0.036767369937281205,0.003917311971018256,2753.0,HZ8M01_Prefrontal cortex,HZ8M01,Prefrontal cortex,8M
SMC,0.13912603501081378,2.4154913242610584e-38,5533.0,HZ8M01_Striatum,HZ8M01,Striatum,8M
Micro,0.0840786871597407,4.760423864417169e-18,4288.0,HZ8M01_Striatum,HZ8M01,Striatum,8M
Astro,0.07628341734989447,5.2621483145311734e-11,4205.0,HZ8M01_Striatum,HZ8M01,Striatum,8M
Peri,0.07098954133187742,9.559740201809294e-07,4101.0,HZ8M01_Striatum,HZ8M01,Striatum,8M
Olig,0.056882348724309424,3.6837331467531184e-18,6906.0,HZ8M01_Striatum,HZ8M01,Striatum,8M
InN,0.05176154135275093,7.445723356652403e-08,6585.0,HZ8M01_Striatum,HZ8M01,Striatum,8M
Endo,0.051083521571465,0.12799287941660084,1427.0,HZ8M01_Striatum,HZ8M01,Striatum,8M
ExN,0.029809978824465816,0.0033328873777495214,6419.0,HZ8M01_Striatum,HZ8M01,Striatum,8M
MSN,0.020359407557311568,0.0001585431810678044,11634.0,HZ8M01_Striatum,HZ8M01,Striatum,8M
OPC,-0.006957971662143263,0.9167376135277416,722.0,HZ8M01_Striatum,HZ8M01,Striatum,8M
SMC,0.6009983846536311,5.221134045312344e-11,126.0,HZ8M02_Entorhinal area,HZ8M02,Entorhinal area,8M
Olig,0.40612580898593215,0.048255835874614225,24.0,HZ8M02_Entorhinal area,HZ8M02,Entorhinal area,8M
OPC,0.40405518422154785,0.11082462580400665,33.0,HZ8M02_Entorhinal area,HZ8M02,Entorhinal area,8M
Peri,0.33516572958710716,0.009599332870421138,87.0,HZ8M02_Entorhinal area,HZ8M02,Entorhinal area,8M
Astro,0.1982765959314681,0.0009834202145170502,178.0,HZ8M02_Entorhinal area,HZ8M02,Entorhinal area,8M
InN,0.12130112249067125,0.06220137075163022,221.0,HZ8M02_Entorhinal area,HZ8M02,Entorhinal area,8M
Micro,0.04997693160798535,0.20626905629912584,255.0,HZ8M02_Entorhinal area,HZ8M02,Entorhinal area,8M
ExN,0.03715410608771165,0.08523682744255973,903.0,HZ8M02_Entorhinal area,HZ8M02,Entorhinal area,8M
MSN,-0.10051979885712405,0.8082724366948184,47.0,HZ8M02_Entorhinal area,HZ8M02,Entorhinal area,8M
Endo,-0.2572138856061768,0.6022873293321129,36.0,HZ8M02_Entorhinal area,HZ8M02,Entorhinal area,8M
Olig,0.20255007365284186,1.1918777576620293e-12,643.0,HZ8M02_Hippocampal formation,HZ8M02,Hippocampal formation,8M
MSN,0.18783136763773436,0.26500304834056065,190.0,HZ8M02_Hippocampal formation,HZ8M02,Hippocampal formation,8M
Micro,0.16038503670050808,2.768366208691973e-18,1411.0,HZ8M02_Hippocampal formation,HZ8M02,Hippocampal formation,8M
Endo,0.11001351632194906,0.0812879146277553,425.0,HZ8M02_Hippocampal formation,HZ8M02,Hippocampal formation,8M
SMC,0.1064776662901894,1.3258705788366082e-08,1690.0,HZ8M02_Hippocampal formation,HZ8M02,Hippocampal formation,8M
Astro,0.0882740787961037,8.657454427905592e-08,1833.0,HZ8M02_Hippocampal formation,HZ8M02,Hippocampal formation,8M
ExN,0.04625461782182442,1.418624352326066e-27,13270.0,HZ8M02_Hippocampal formation,HZ8M02,Hippocampal formation,8M
InN,0.024058707037668232,0.5420429283854207,630.0,HZ8M02_Hippocampal formation,HZ8M02,Hippocampal formation,8M
Peri,0.005752827441943115,0.8063680452144263,1181.0,HZ8M02_Hippocampal formation,HZ8M02,Hippocampal formation,8M
OPC,-0.03284321945436794,0.8397549905394741,156.0,HZ8M02_Hippocampal formation,HZ8M02,Hippocampal formation,8M
SMC,0.2688202361346479,3.059497182398176e-34,1986.0,HZ8M02_Prefrontal cortex,HZ8M02,Prefrontal cortex,8M
ExN,0.1589454646707244,0.0,21259.0,HZ8M02_Prefrontal cortex,HZ8M02,Prefrontal cortex,8M
