,Moran's I,P-value,num_cell,sample_region,sample,region,month,slice_no,slice,celltype,structure
Astro,0.14322708422364808,8.261251272444223e-26,3523.0,HZ8M03_Striatum,HZ8M03,Striatum,8M,3,ctx,Astro,Striatum
Endo,0.11000050523418968,0.01109121591530683,1080.0,HZ8M03_Striatum,HZ8M03,Striatum,8M,3,ctx,Endo,Striatum
Peri,0.10459988171604363,4.81439565482367e-13,4018.0,HZ8M03_Striatum,HZ8M03,Striatum,8M,3,ctx,Peri,Striatum
SMC,0.09436590052007851,1.5520022678643518e-14,4730.0,HZ8M03_Striatum,HZ8M03,Striatum,8M,3,ctx,SMC,Striatum
InN,0.0922740081881012,8.308748508105423e-22,6319.0,HZ8M03_Striatum,HZ8M03,Striatum,8M,3,ctx,InN,Striatum
Olig,0.06879594794961452,8.389875406460334e-18,5884.0,HZ8M03_Striatum,HZ8M03,Striatum,8M,3,ctx,Olig,Striatum
ExN,0.053073106366654695,5.300122702208018e-06,5076.0,HZ8M03_Striatum,HZ8M03,Striatum,8M,3,ctx,ExN,Striatum
MSN,0.02275877046868769,4.207642781669775e-05,11083.0,HZ8M03_Striatum,HZ8M03,Striatum,8M,3,ctx,MSN,Striatum
SMC,0.4354381849418619,4.3179004955771065e-09,161.0,HZ8M04_Entorhinal area,HZ8M04,Entorhinal area,8M,4,hippo,SMC,Entorhinal area
ExN,0.18105502292448955,5.541666722650645e-11,631.0,HZ8M04_Entorhinal area,HZ8M04,Entorhinal area,8M,4,hippo,ExN,Entorhinal area
SMC,0.24852086920733682,6.257967828509914e-28,1265.0,HZ8M04_Hippocampal formation,HZ8M04,Hippocampal formation,8M,4,hippo,SMC,Hippocampal formation
Olig,0.1861989287879825,1.995924188273177e-17,838.0,HZ8M04_Hippocampal formation,HZ8M04,Hippocampal formation,8M,4,hippo,Olig,Hippocampal formation
Peri,0.11202204501829605,2.3117474773575667e-05,1124.0,HZ8M04_Hippocampal formation,HZ8M04,Hippocampal formation,8M,4,hippo,Peri,Hippocampal formation
Micro,0.08447354208083264,3.619174147603564e-05,1295.0,HZ8M04_Hippocampal formation,HZ8M04,Hippocampal formation,8M,4,hippo,Micro,Hippocampal formation
ExN,0.05453755093251183,4.716823321337272e-30,9991.0,HZ8M04_Hippocampal formation,HZ8M04,Hippocampal formation,8M,4,hippo,ExN,Hippocampal formation
Astro,0.05111116171008876,0.004858329287125705,1522.0,HZ8M04_Hippocampal formation,HZ8M04,Hippocampal formation,8M,4,hippo,Astro,Hippocampal formation
Olig,0.27950312624337303,2.340552648105355e-20,534.0,HZ8M04_Retrosplenial area,HZ8M04,Retrosplenial area,8M,4,hippo,Olig,Retrosplenial area
SMC,0.2254190226045655,4.859124982984777e-18,977.0,HZ8M04_Retrosplenial area,HZ8M04,Retrosplenial area,8M,4,hippo,SMC,Retrosplenial area
Astro,0.2186149406029938,5.21798070897774e-09,516.0,HZ8M04_Retrosplenial area,HZ8M04,Retrosplenial area,8M,4,hippo,Astro,Retrosplenial area
ExN,0.1612962035522033,1.7059463220503113e-44,3084.0,HZ8M04_Retrosplenial area,HZ8M04,Retrosplenial area,8M,4,hippo,ExN,Retrosplenial area
Micro,0.11006649048657215,9.90200861975369e-07,860.0,HZ8M04_Retrosplenial area,HZ8M04,Retrosplenial area,8M,4,hippo,Micro,Retrosplenial area
InN,0.09521798087740399,6.560979893236857e-05,1244.0,HZ8M04_Retrosplenial area,HZ8M04,Retrosplenial area,8M,4,hippo,InN,Retrosplenial area
InN,0.1881593825256455,1.0803464173841381e-17,1092.0,HZ8M04_Striatum,HZ8M04,Striatum,8M,4,hippo,InN,Striatum
Peri,0.10727932765372865,0.0167220575917787,583.0,HZ8M04_Striatum,HZ8M04,Striatum,8M,4,hippo,Peri,Striatum
ExN,0.07937335902323323,0.015129583848677117,711.0,HZ8M04_Striatum,HZ8M04,Striatum,8M,4,hippo,ExN,Striatum
SMC,0.07573509531806798,0.01816797071619468,727.0,HZ8M04_Striatum,HZ8M04,Striatum,8M,4,hippo,SMC,Striatum
MSN,0.0647858070310792,4.926220817786358e-05,1985.0,HZ8M04_Striatum,HZ8M04,Striatum,8M,4,hippo,MSN,Striatum
ExN,0.3273414669104195,0.0,9770.0,HZ8M04_Thalamus,HZ8M04,Thalamus,8M,4,hippo,ExN,Thalamus
Endo,0.2476935817921263,0.0029567823285200855,429.0,HZ8M04_Thalamus,HZ8M04,Thalamus,8M,4,hippo,Endo,Thalamus
SMC,0.21512111306553527,4.4367863596968676e-26,2162.0,HZ8M04_Thalamus,HZ8M04,Thalamus,8M,4,hippo,SMC,Thalamus
InN,0.1727261385624374,6.668354557576972e-24,2573.0,HZ8M04_Thalamus,HZ8M04,Thalamus,8M,4,hippo,InN,Thalamus
Peri,0.1494186584645615,2.6843298186522867e-18,3030.0,HZ8M04_Thalamus,HZ8M04,Thalamus,8M,4,hippo,Peri,Thalamus
Micro,0.12845580755422353,8.561428430225062e-27,3528.0,HZ8M04_Thalamus,HZ8M04,Thalamus,8M,4,hippo,Micro,Thalamus
Astro,0.11944370320584298,1.1920657336218832e-18,3458.0,HZ8M04_Thalamus,HZ8M04,Thalamus,8M,4,hippo,Astro,Thalamus
Olig,0.0731346193927977,6.788139239998366e-10,3467.0,HZ8M04_Thalamus,HZ8M04,Thalamus,8M,4,hippo,Olig,Thalamus
Micro,0.17609030878570686,1.2074008834015605e-11,1047.0,HZ8M05_Basal forebrain,HZ8M05,Basal forebrain,8M,5,ctx,Micro,Basal forebrain
Olig,0.14229470042677028,9.420714496363101e-18,1621.0,HZ8M05_Basal forebrain,HZ8M05,Basal forebrain,8M,5,ctx,Olig,Basal forebrain
SMC,0.07084797568555448,0.0005579062183307156,1778.0,HZ8M05_Basal forebrain,HZ8M05,Basal forebrain,8M,5,ctx,SMC,Basal forebrain
Astro,0.048124486355077,0.03966578309833245,1265.0,HZ8M05_Basal forebrain,HZ8M05,Basal forebrain,8M,5,ctx,Astro,Basal forebrain
ExN,0.04278461905391487,0.012067203402259684,2130.0,HZ8M05_Basal forebrain,HZ8M05,Basal forebrain,8M,5,ctx,ExN,Basal forebrain
SMC,0.21253444552896644,2.1444820587375397e-23,2543.0,HZ8M05_Prefrontal cortex,HZ8M05,Prefrontal cortex,8M,5,ctx,SMC,Prefrontal cortex
Peri,0.1282812969099082,3.4167488869616026e-05,1518.0,HZ8M05_Prefrontal cortex,HZ8M05,Prefrontal cortex,8M,5,ctx,Peri,Prefrontal cortex
ExN,0.12368452901047522,0.0,24772.0,HZ8M05_Prefrontal cortex,HZ8M05,Prefrontal cortex,8M,5,ctx,ExN,Prefrontal cortex
InN,0.09168542816966672,2.111855190111545e-17,6142.0,HZ8M05_Prefrontal cortex,HZ8M05,Prefrontal cortex,8M,5,ctx,InN,Prefrontal cortex
Astro,0.07658955839635787,5.135985556719987e-06,2610.0,HZ8M05_Prefrontal cortex,HZ8M05,Prefrontal cortex,8M,5,ctx,Astro,Prefrontal cortex
Micro,0.07242879866279217,5.968986285776285e-12,3977.0,HZ8M05_Prefrontal cortex,HZ8M05,Prefrontal cortex,8M,5,ctx,Micro,Prefrontal cortex
Endo,0.4491209425713966,4.0121306558709485e-29,1252.0,HZ8M05_Striatum,HZ8M05,Striatum,8M,5,ctx,Endo,Striatum
OPC,0.38447811294653483,2.9864481876194433e-14,871.0,HZ8M05_Striatum,HZ8M05,Striatum,8M,5,ctx,OPC,Striatum
Micro,0.25122787304069527,6.151166219246218e-103,4250.0,HZ8M05_Striatum,HZ8M05,Striatum,8M,5,ctx,Micro,Striatum
Olig,0.24086255312021648,2.309883384927076e-250,7361.0,HZ8M05_Striatum,HZ8M05,Striatum,8M,5,ctx,Olig,Striatum
Astro,0.2261063891539346,1.1002506634109318e-76,4403.0,HZ8M05_Striatum,HZ8M05,Striatum,8M,5,ctx,Astro,Striatum
Peri,0.1618202471025668,2.1898933530209733e-18,3450.0,HZ8M05_Striatum,HZ8M05,Striatum,8M,5,ctx,Peri,Striatum
InN,0.14437976450972007,1.3736004319051536e-49,7272.0,HZ8M05_Striatum,HZ8M05,Striatum,8M,5,ctx,InN,Striatum
ExN,0.10999280724286145,2.321560695020841e-44,8861.0,HZ8M05_Striatum,HZ8M05,Striatum,8M,5,ctx,ExN,Striatum
SMC,0.06754219856180262,5.779134905134608e-11,7297.0,HZ8M05_Striatum,HZ8M05,Striatum,8M,5,ctx,SMC,Striatum
MSN,0.025648678316176905,0.00010429145409679071,9356.0,HZ8M05_Striatum,HZ8M05,Striatum,8M,5,ctx,MSN,Striatum
Olig,0.41809645505032816,0.012902636341114448,28.0,HZ8M06_Entorhinal area,HZ8M06,Entorhinal area,8M,6,hippo,Olig,Entorhinal area
SMC,0.2839284595782632,9.373056437812628e-05,156.0,HZ8M06_Entorhinal area,HZ8M06,Entorhinal area,8M,6,hippo,SMC,Entorhinal area
ExN,0.1712100355584227,3.25090984075314e-10,785.0,HZ8M06_Entorhinal area,HZ8M06,Entorhinal area,8M,6,hippo,ExN,Entorhinal area
Micro,0.16526773345662873,0.0041726918756506476,162.0,HZ8M06_Entorhinal area,HZ8M06,Entorhinal area,8M,6,hippo,Micro,Entorhinal area
SMC,0.43390438151304467,9.8801785421473e-110,1463.0,HZ8M06_Hippocampal formation,HZ8M06,Hippocampal formation,8M,6,hippo,SMC,Hippocampal formation
Astro,0.3368176612888091,2.2921993737301488e-79,1489.0,HZ8M06_Hippocampal formation,HZ8M06,Hippocampal formation,8M,6,hippo,Astro,Hippocampal formation
Olig,0.18301321613437496,8.153961063405599e-20,879.0,HZ8M06_Hippocampal formation,HZ8M06,Hippocampal formation,8M,6,hippo,Olig,Hippocampal formation
InN,0.1647636428613364,3.3592905128437046e-06,704.0,HZ8M06_Hippocampal formation,HZ8M06,Hippocampal formation,8M,6,hippo,InN,Hippocampal formation
Micro,0.11144061372585705,1.5071461916972034e-11,1443.0,HZ8M06_Hippocampal formation,HZ8M06,Hippocampal formation,8M,6,hippo,Micro,Hippocampal formation
ExN,0.10949258837969117,3.283981227732546e-94,9765.0,HZ8M06_Hippocampal formation,HZ8M06,Hippocampal formation,8M,6,hippo,ExN,Hippocampal formation
Peri,0.08543816965092305,0.0015063339512840156,1031.0,HZ8M06_Hippocampal formation,HZ8M06,Hippocampal formation,8M,6,hippo,Peri,Hippocampal formation
SMC,0.3451185248159958,1.837071117011097e-58,1124.0,HZ8M06_Retrosplenial area,HZ8M06,Retrosplenial area,8M,6,hippo,SMC,Retrosplenial area
Endo,0.2833057241360968,0.009332412248381128,169.0,HZ8M06_Retrosplenial area,HZ8M06,Retrosplenial area,8M,6,hippo,Endo,Retrosplenial area
ExN,0.2494484768027431,1.290323105571637e-110,3543.0,HZ8M06_Retrosplenial area,HZ8M06,Retrosplenial area,8M,6,hippo,ExN,Retrosplenial area
Astro,0.17926507062160946,4.789289960005237e-07,517.0,HZ8M06_Retrosplenial area,HZ8M06,Retrosplenial area,8M,6,hippo,Astro,Retrosplenial area
InN,0.13925729495513595,7.946838672517288e-11,1494.0,HZ8M06_Retrosplenial area,HZ8M06,Retrosplenial area,8M,6,hippo,InN,Retrosplenial area
Peri,0.11032924117737566,0.011099179580605736,455.0,HZ8M06_Retrosplenial area,HZ8M06,Retrosplenial area,8M,6,hippo,Peri,Retrosplenial area
Micro,0.10573383052578365,2.2523659998343413e-06,761.0,HZ8M06_Retrosplenial area,HZ8M06,Retrosplenial area,8M,6,hippo,Micro,Retrosplenial area
ExN,0.43020748766467237,4.797375837738033e-19,585.0,HZ8M06_Striatum,HZ8M06,Striatum,8M,6,hippo,ExN,Striatum
SMC,0.40326510845996555,7.452853079223422e-25,493.0,HZ8M06_Striatum,HZ8M06,Striatum,8M,6,hippo,SMC,Striatum
Micro,0.3703432139631381,7.959998039384608e-08,203.0,HZ8M06_Striatum,HZ8M06,Striatum,8M,6,hippo,Micro,Striatum
Peri,0.3047778792613951,3.7096699413698354e-08,390.0,HZ8M06_Striatum,HZ8M06,Striatum,8M,6,hippo,Peri,Striatum
Endo,0.16875746556022253,0.002943872883124723,298.0,HZ8M06_Striatum,HZ8M06,Striatum,8M,6,hippo,Endo,Striatum
Olig,0.16351870439751542,8.83604495286353e-11,619.0,HZ8M06_Striatum,HZ8M06,Striatum,8M,6,hippo,Olig,Striatum
MSN,0.14432399217676958,3.729000944350526e-13,1634.0,HZ8M06_Striatum,HZ8M06,Striatum,8M,6,hippo,MSN,Striatum
Astro,0.11056742601680988,0.007247493572357836,476.0,HZ8M06_Striatum,HZ8M06,Striatum,8M,6,hippo,Astro,Striatum
InN,0.10271607801087018,8.910904923222309e-15,2327.0,HZ8M06_Striatum,HZ8M06,Striatum,8M,6,hippo,InN,Striatum
InN,0.2794555117967273,2.592875261995007e-51,2057.0,HZ8M06_Thalamus,HZ8M06,Thalamus,8M,6,hippo,InN,Thalamus
ExN,0.25856441038727773,0.0,8919.0,HZ8M06_Thalamus,HZ8M06,Thalamus,8M,6,hippo,ExN,Thalamus
Peri,0.22436303641268046,3.027793370286369e-40,2688.0,HZ8M06_Thalamus,HZ8M06,Thalamus,8M,6,hippo,Peri,Thalamus
SMC,0.22109868688452106,7.902418987611372e-31,2228.0,HZ8M06_Thalamus,HZ8M06,Thalamus,8M,6,hippo,SMC,Thalamus
Endo,0.18816588552320115,0.013379241725035828,442.0,HZ8M06_Thalamus,HZ8M06,Thalamus,8M,6,hippo,Endo,Thalamus
Olig,0.15764987476223422,3.2354979787240775e-48,3208.0,HZ8M06_Thalamus,HZ8M06,Thalamus,8M,6,hippo,Olig,Thalamus
Astro,0.09184862931214062,3.9932731242024347e-08,2241.0,HZ8M06_Thalamus,HZ8M06,Thalamus,8M,6,hippo,Astro,Thalamus
Micro,0.09061782117909364,3.235402983298305e-17,3441.0,HZ8M06_Thalamus,HZ8M06,Thalamus,8M,6,hippo,Micro,Thalamus
