,Moran's I,P-value,num_cell,sample_region,sample,region,month,slice_no,slice,celltype,structure
Olig,0.07431164087715764,3.758692849547568e-29,7582.0,HZ3M05_Striatum,HZ3M05,Striatum,3M,5,ctx,Olig,Striatum
MSN,0.6933233907833304,0.0014344805742143923,60.0,HZ3M06_Entorhinal area,HZ3M06,Entorhinal area,3M,6,hippo,MSN,Entorhinal area
Astro,0.22754105022046445,0.005696505310663292,154.0,HZ3M06_Entorhinal area,HZ3M06,Entorhinal area,3M,6,hippo,Astro,Entorhinal area
InN,0.1661662166989538,0.0032086607829740904,280.0,HZ3M06_Entorhinal area,HZ3M06,Entorhinal area,3M,6,hippo,InN,Entorhinal area
ExN,0.08561211823475857,0.0006517607207389846,811.0,HZ3M06_Entorhinal area,HZ3M06,Entorhinal area,3M,6,hippo,ExN,Entorhinal area
SMC,0.33104515609076424,0.000449895064693663,219.0,HZ3M06_Hippocampal formation,HZ3M06,Hippocampal formation,3M,6,hippo,SMC,Hippocampal formation
InN,0.1727843079592093,5.19219723966424e-09,1278.0,HZ3M06_Hippocampal formation,HZ3M06,Hippocampal formation,3M,6,hippo,InN,Hippocampal formation
ExN,0.09330517116052522,7.1477378647169475e-53,8955.0,HZ3M06_Hippocampal formation,HZ3M06,Hippocampal formation,3M,6,hippo,ExN,Hippocampal formation
Peri,0.08602855055181735,0.00046420186706588184,1547.0,HZ3M06_Hippocampal formation,HZ3M06,Hippocampal formation,3M,6,hippo,Peri,Hippocampal formation
Olig,0.0715744346495493,6.357138064347585e-08,2400.0,HZ3M06_Hippocampal formation,HZ3M06,Hippocampal formation,3M,6,hippo,Olig,Hippocampal formation
Astro,0.035092934427012244,0.030191018838913695,2226.0,HZ3M06_Hippocampal formation,HZ3M06,Hippocampal formation,3M,6,hippo,Astro,Hippocampal formation
Peri,0.1777756060537184,5.326777039425802e-05,518.0,HZ3M06_Retrosplenial area,HZ3M06,Retrosplenial area,3M,6,hippo,Peri,Retrosplenial area
ExN,0.11354650500814113,3.780157948015959e-24,3417.0,HZ3M06_Retrosplenial area,HZ3M06,Retrosplenial area,3M,6,hippo,ExN,Retrosplenial area
InN,0.08334959692474277,0.000180188955340848,1471.0,HZ3M06_Retrosplenial area,HZ3M06,Retrosplenial area,3M,6,hippo,InN,Retrosplenial area
Astro,0.06754587314346451,0.032217312484650755,742.0,HZ3M06_Retrosplenial area,HZ3M06,Retrosplenial area,3M,6,hippo,Astro,Retrosplenial area
InN,0.4805321426433697,2.257764189555008e-18,324.0,HZ3M06_Striatum,HZ3M06,Striatum,3M,6,hippo,InN,Striatum
Astro,0.4461233131808303,9.867053477549682e-16,296.0,HZ3M06_Striatum,HZ3M06,Striatum,3M,6,hippo,Astro,Striatum
Peri,0.4390272479305811,6.228043826315084e-20,345.0,HZ3M06_Striatum,HZ3M06,Striatum,3M,6,hippo,Peri,Striatum
ExN,0.2794758013495129,0.00038122337681418075,225.0,HZ3M06_Striatum,HZ3M06,Striatum,3M,6,hippo,ExN,Striatum
Olig,0.15671934697968684,2.989148547504757e-06,411.0,HZ3M06_Striatum,HZ3M06,Striatum,3M,6,hippo,Olig,Striatum
ExN,0.13805550084838786,2.7296082705356157e-89,8052.0,HZ3M06_Thalamus,HZ3M06,Thalamus,3M,6,hippo,ExN,Thalamus
Olig,0.11092985649929407,1.6221805156320462e-36,4848.0,HZ3M06_Thalamus,HZ3M06,Thalamus,3M,6,hippo,Olig,Thalamus
InN,0.10282228405171918,1.7325181286438243e-08,2525.0,HZ3M06_Thalamus,HZ3M06,Thalamus,3M,6,hippo,InN,Thalamus
Peri,0.0644212104696151,0.0019407649492621107,2082.0,HZ3M06_Thalamus,HZ3M06,Thalamus,3M,6,hippo,Peri,Thalamus
Astro,0.04846739454444515,0.0074530390224707135,1906.0,HZ4M03_Basal forebrain,HZ4M03,Basal forebrain,4M,3,ctx,Astro,Basal forebrain
Olig,0.03743477857273688,0.005446181607849785,2559.0,HZ4M03_Basal forebrain,HZ4M03,Basal forebrain,4M,3,ctx,Olig,Basal forebrain
SMC,0.21338774767092758,7.358340008018475e-05,671.0,HZ4M03_Prefrontal cortex,HZ4M03,Prefrontal cortex,4M,3,ctx,SMC,Prefrontal cortex
ExN,0.035111347552684434,2.5064764730277403e-24,25873.0,HZ4M03_Prefrontal cortex,HZ4M03,Prefrontal cortex,4M,3,ctx,ExN,Prefrontal cortex
SMC,0.3285359568012784,6.857488646031549e-14,950.0,HZ4M03_Striatum,HZ4M03,Striatum,4M,3,ctx,SMC,Striatum
Micro,0.09174188497695841,4.2771277564072644e-07,2791.0,HZ4M03_Striatum,HZ4M03,Striatum,4M,3,ctx,Micro,Striatum
Astro,0.084749071406049,7.460274612107184e-23,7742.0,HZ4M03_Striatum,HZ4M03,Striatum,4M,3,ctx,Astro,Striatum
InN,0.07945292372050244,4.343523586284349e-14,6725.0,HZ4M03_Striatum,HZ4M03,Striatum,4M,3,ctx,InN,Striatum
Endo,0.07262701701989203,0.018020310739731878,1591.0,HZ4M03_Striatum,HZ4M03,Striatum,4M,3,ctx,Endo,Striatum
Peri,0.06277300747666499,0.0019543365886986962,3025.0,HZ4M03_Striatum,HZ4M03,Striatum,4M,3,ctx,Peri,Striatum
Olig,0.060633052663082755,2.96670216407858e-23,11163.0,HZ4M03_Striatum,HZ4M03,Striatum,4M,3,ctx,Olig,Striatum
ExN,0.04695573469027632,1.5163968685338765e-09,9141.0,HZ4M03_Striatum,HZ4M03,Striatum,4M,3,ctx,ExN,Striatum
MSN,0.042190098002728854,1.2634177571725146e-08,8983.0,HZ4M03_Striatum,HZ4M03,Striatum,4M,3,ctx,MSN,Striatum
Endo,0.2858029706020334,3.3547977584877424e-05,249.0,HZ4M05_Basal forebrain,HZ4M05,Basal forebrain,4M,5,ctx,Endo,Basal forebrain
Peri,0.09101818887257747,0.0170388790031926,682.0,HZ4M05_Basal forebrain,HZ4M05,Basal forebrain,4M,5,ctx,Peri,Basal forebrain
InN,0.042294344218961194,0.02194034400940616,1643.0,HZ4M05_Basal forebrain,HZ4M05,Basal forebrain,4M,5,ctx,InN,Basal forebrain
SMC,0.5291038214923325,3.8290049339253896e-39,1028.0,HZ4M05_Prefrontal cortex,HZ4M05,Prefrontal cortex,4M,5,ctx,SMC,Prefrontal cortex
Olig,0.15279251707995797,8.680837202995213e-33,3877.0,HZ4M05_Prefrontal cortex,HZ4M05,Prefrontal cortex,4M,5,ctx,Olig,Prefrontal cortex
Astro,0.13508561595162002,2.2545614675473702e-41,5664.0,HZ4M05_Prefrontal cortex,HZ4M05,Prefrontal cortex,4M,5,ctx,Astro,Prefrontal cortex
Peri,0.1235842633393939,1.4398980391919635e-06,2089.0,HZ4M05_Prefrontal cortex,HZ4M05,Prefrontal cortex,4M,5,ctx,Peri,Prefrontal cortex
Micro,0.1216082912468757,1.7174786873254747e-12,2403.0,HZ4M05_Prefrontal cortex,HZ4M05,Prefrontal cortex,4M,5,ctx,Micro,Prefrontal cortex
InN,0.0961138279518515,5.206659900304969e-25,7838.0,HZ4M05_Prefrontal cortex,HZ4M05,Prefrontal cortex,4M,5,ctx,InN,Prefrontal cortex
ExN,0.09460220392343169,5.90061133718639e-144,23274.0,HZ4M05_Prefrontal cortex,HZ4M05,Prefrontal cortex,4M,5,ctx,ExN,Prefrontal cortex
SMC,0.11738666060574897,0.001015502600861648,1183.0,HZ4M05_Striatum,HZ4M05,Striatum,4M,5,ctx,SMC,Striatum
InN,0.11329434206133233,5.491530223834012e-20,4891.0,HZ4M05_Striatum,HZ4M05,Striatum,4M,5,ctx,InN,Striatum
Peri,0.0830927410798159,2.700389747517966e-06,3121.0,HZ4M05_Striatum,HZ4M05,Striatum,4M,5,ctx,Peri,Striatum
Olig,0.0487017008915444,3.118854047853158e-11,7805.0,HZ4M05_Striatum,HZ4M05,Striatum,4M,5,ctx,Olig,Striatum
Astro,0.0315522690974385,0.007378807765700763,4290.0,HZ4M05_Striatum,HZ4M05,Striatum,4M,5,ctx,Astro,Striatum
MSN,0.015173894188743417,0.028008981067117675,9246.0,HZ4M05_Striatum,HZ4M05,Striatum,4M,5,ctx,MSN,Striatum
SMC,0.13896930749828523,0.014347661514298485,474.0,HZ4MP101_Basal forebrain,HZ4MP101,Basal forebrain,4M,1,ctx,SMC,Basal forebrain
Olig,0.0811032569486661,1.0662976465511371e-24,5187.0,HZ4MP101_Basal forebrain,HZ4MP101,Basal forebrain,4M,1,ctx,Olig,Basal forebrain
Peri,0.07568722644968627,0.0003821375928686198,1728.0,HZ4MP101_Basal forebrain,HZ4MP101,Basal forebrain,4M,1,ctx,Peri,Basal forebrain
ExN,0.06738275105233668,0.010572507109234727,1296.0,HZ4MP101_Basal forebrain,HZ4MP101,Basal forebrain,4M,1,ctx,ExN,Basal forebrain
InN,0.0639454008196398,1.7081731594999263e-07,3532.0,HZ4MP101_Basal forebrain,HZ4MP101,Basal forebrain,4M,1,ctx,InN,Basal forebrain
Astro,0.03122027087494376,0.03389076897246299,2483.0,HZ4MP101_Basal forebrain,HZ4MP101,Basal forebrain,4M,1,ctx,Astro,Basal forebrain
SMC,0.46229465025771155,2.2250713448581604e-104,1877.0,HZ4MP101_Prefrontal cortex,HZ4MP101,Prefrontal cortex,4M,1,ctx,SMC,Prefrontal cortex
ExN,0.24205932741062036,0.0,29130.0,HZ4MP101_Prefrontal cortex,HZ4MP101,Prefrontal cortex,4M,1,ctx,ExN,Prefrontal cortex
Micro,0.23598176948160918,1.0587297977709239e-63,2783.0,HZ4MP101_Prefrontal cortex,HZ4MP101,Prefrontal cortex,4M,1,ctx,Micro,Prefrontal cortex
Astro,0.20677309095406637,4.4338105455894564e-85,4737.0,HZ4MP101_Prefrontal cortex,HZ4MP101,Prefrontal cortex,4M,1,ctx,Astro,Prefrontal cortex
InN,0.17203370770106535,1.004226237909884e-89,7966.0,HZ4MP101_Prefrontal cortex,HZ4MP101,Prefrontal cortex,4M,1,ctx,InN,Prefrontal cortex
Peri,0.1352370372737897,1.563526909576234e-09,2045.0,HZ4MP101_Prefrontal cortex,HZ4MP101,Prefrontal cortex,4M,1,ctx,Peri,Prefrontal cortex
OPC,0.1125959009982714,0.048100633962760604,578.0,HZ4MP101_Prefrontal cortex,HZ4MP101,Prefrontal cortex,4M,1,ctx,OPC,Prefrontal cortex
Olig,0.10097352292740872,6.916468834820086e-27,4183.0,HZ4MP101_Prefrontal cortex,HZ4MP101,Prefrontal cortex,4M,1,ctx,Olig,Prefrontal cortex
InN,0.36825061305297524,8.311971545325296e-204,5151.0,HZ4MP101_Striatum,HZ4MP101,Striatum,4M,1,ctx,InN,Striatum
SMC,0.2637110643021782,9.32558392277853e-12,1161.0,HZ4MP101_Striatum,HZ4MP101,Striatum,4M,1,ctx,SMC,Striatum
ExN,0.24608386360380888,6.068715398220969e-103,5375.0,HZ4MP101_Striatum,HZ4MP101,Striatum,4M,1,ctx,ExN,Striatum
Micro,0.22903979070711022,4.06765397245897e-33,2259.0,HZ4MP101_Striatum,HZ4MP101,Striatum,4M,1,ctx,Micro,Striatum
Peri,0.21298783455820694,5.731871908267705e-48,4206.0,HZ4MP101_Striatum,HZ4MP101,Striatum,4M,1,ctx,Peri,Striatum
Astro,0.20072212174857973,3.728276592484742e-151,7749.0,HZ4MP101_Striatum,HZ4MP101,Striatum,4M,1,ctx,Astro,Striatum
OPC,0.19441134613867617,3.470778477531291e-05,939.0,HZ4MP101_Striatum,HZ4MP101,Striatum,4M,1,ctx,OPC,Striatum
Olig,0.16388200628683622,4.983297060836893e-193,11561.0,HZ4MP101_Striatum,HZ4MP101,Striatum,4M,1,ctx,Olig,Striatum
Endo,0.06658501985777825,0.021502885706624376,1847.0,HZ4MP101_Striatum,HZ4MP101,Striatum,4M,1,ctx,Endo,Striatum
MSN,0.030308304758200028,6.320077238755015e-08,11617.0,HZ4MP101_Striatum,HZ4MP101,Striatum,4M,1,ctx,MSN,Striatum
InN,0.2857688297043893,0.001149367923634337,149.0,HZ4MP102_Entorhinal area,HZ4MP102,Entorhinal area,4M,2,hippo,InN,Entorhinal area
OPC,0.4003808342035429,0.026049300828547832,110.0,HZ4MP102_Hippocampal formation,HZ4MP102,Hippocampal formation,4M,2,hippo,OPC,Hippocampal formation
Micro,0.3000905095732151,4.660708556481133e-47,1395.0,HZ4MP102_Hippocampal formation,HZ4MP102,Hippocampal formation,4M,2,hippo,Micro,Hippocampal formation
ExN,0.23652782113232712,0.0,8772.0,HZ4MP102_Hippocampal formation,HZ4MP102,Hippocampal formation,4M,2,hippo,ExN,Hippocampal formation
SMC,0.21700362612237944,0.0006869973654129835,379.0,HZ4MP102_Hippocampal formation,HZ4MP102,Hippocampal formation,4M,2,hippo,SMC,Hippocampal formation
InN,0.16833326068866794,0.0003833123427748279,534.0,HZ4MP102_Hippocampal formation,HZ4MP102,Hippocampal formation,4M,2,hippo,InN,Hippocampal formation
Astro,0.06603337405210845,6.077886773767796e-08,2881.0,HZ4MP102_Hippocampal formation,HZ4MP102,Hippocampal formation,4M,2,hippo,Astro,Hippocampal formation
ExN,0.17182005963540573,5.592132971640229e-83,5082.0,HZ4MP102_Retrosplenial area,HZ4MP102,Retrosplenial area,4M,2,hippo,ExN,Retrosplenial area
Astro,0.1602686320143021,2.0013992432572286e-16,1386.0,HZ4MP102_Retrosplenial area,HZ4MP102,Retrosplenial area,4M,2,hippo,Astro,Retrosplenial area
Olig,0.13890371065559026,7.201521627741428e-14,1205.0,HZ4MP102_Retrosplenial area,HZ4MP102,Retrosplenial area,4M,2,hippo,Olig,Retrosplenial area
Micro,0.13581503721979288,2.3730184323531513e-05,694.0,HZ4MP102_Retrosplenial area,HZ4MP102,Retrosplenial area,4M,2,hippo,Micro,Retrosplenial area
SMC,0.09815349552984215,0.016170806285081146,496.0,HZ4MP102_Retrosplenial area,HZ4MP102,Retrosplenial area,4M,2,hippo,SMC,Retrosplenial area
InN,0.08075722773245815,5.677847604443578e-05,1694.0,HZ4MP102_Retrosplenial area,HZ4MP102,Retrosplenial area,4M,2,hippo,InN,Retrosplenial area
SMC,0.27513830112881515,9.396908740609576e-06,231.0,HZ4MP102_Striatum,HZ4MP102,Striatum,4M,2,hippo,SMC,Striatum
Peri,0.26461800531141133,0.00012038143425440905,277.0,HZ4MP102_Striatum,HZ4MP102,Striatum,4M,2,hippo,Peri,Striatum
Astro,0.20239243953904223,1.230975040080164e-16,912.0,HZ4MP102_Striatum,HZ4MP102,Striatum,4M,2,hippo,Astro,Striatum
Olig,0.1393556899564845,0.03317780740838809,167.0,HZ4MP102_Striatum,HZ4MP102,Striatum,4M,2,hippo,Olig,Striatum
InN,0.10852484687228896,9.8082602604869e-08,1196.0,HZ4MP102_Striatum,HZ4MP102,Striatum,4M,2,hippo,InN,Striatum
ExN,0.07937184521140571,0.001327814252868855,933.0,HZ4MP102_Striatum,HZ4MP102,Striatum,4M,2,hippo,ExN,Striatum
Micro,0.13899513218833293,0.00020218117732656766,491.0,HZ4MP102_Thalamus,HZ4MP102,Thalamus,4M,2,hippo,Micro,Thalamus
Astro,0.09915411111440803,1.1372681064420201e-07,1721.0,HZ4MP102_Thalamus,HZ4MP102,Thalamus,4M,2,hippo,Astro,Thalamus
InN,0.08353229905569197,0.0004384912004465237,1242.0,HZ4MP102_Thalamus,HZ4MP102,Thalamus,4M,2,hippo,InN,Thalamus
ExN,0.07263450151683655,8.3231630503487e-07,2696.0,HZ4MP102_Thalamus,HZ4MP102,Thalamus,4M,2,hippo,ExN,Thalamus
Olig,0.0244953974313059,0.007148813988082833,4146.0,HZ4MP102_Thalamus,HZ4MP102,Thalamus,4M,2,hippo,Olig,Thalamus
SMC,0.4879690950316607,0.0036809339883857235,26.0,HZ4MP202_Entorhinal area,HZ4MP202,Entorhinal area,4M,2,hippo,SMC,Entorhinal area
ExN,0.15007826143194122,0.01590097067796168,251.0,HZ4MP202_Entorhinal area,HZ4MP202,Entorhinal area,4M,2,hippo,ExN,Entorhinal area
InN,0.3674773567575238,9.976179804999146e-21,502.0,HZ4MP202_Hippocampal formation,HZ4MP202,Hippocampal formation,4M,2,hippo,InN,Hippocampal formation
SMC,0.2576837035746661,2.9405610687604874e-16,628.0,HZ4MP202_Hippocampal formation,HZ4MP202,Hippocampal formation,4M,2,hippo,SMC,Hippocampal formation
OPC,0.23325196208674326,0.0159377351341145,103.0,HZ4MP202_Hippocampal formation,HZ4MP202,Hippocampal formation,4M,2,hippo,OPC,Hippocampal formation
Astro,0.13200061551399211,4.167891257550448e-29,2371.0,HZ4MP202_Hippocampal formation,HZ4MP202,Hippocampal formation,4M,2,hippo,Astro,Hippocampal formation
Olig,0.044238004914419204,0.04751334826851049,713.0,HZ4MP202_Hippocampal formation,HZ4MP202,Hippocampal formation,4M,2,hippo,Olig,Hippocampal formation
ExN,0.03984698978502059,3.3557468789760133e-13,8552.0,HZ4MP202_Hippocampal formation,HZ4MP202,Hippocampal formation,4M,2,hippo,ExN,Hippocampal formation
SMC,0.22181331736618548,2.665755342543428e-05,297.0,HZ4MP202_Retrosplenial area,HZ4MP202,Retrosplenial area,4M,2,hippo,SMC,Retrosplenial area
Micro,0.1939857555987098,2.5786169796714592e-08,538.0,HZ4MP202_Retrosplenial area,HZ4MP202,Retrosplenial area,4M,2,hippo,Micro,Retrosplenial area
InN,0.19221988429630205,8.143214259538267e-19,1356.0,HZ4MP202_Retrosplenial area,HZ4MP202,Retrosplenial area,4M,2,hippo,InN,Retrosplenial area
ExN,0.15675131559812092,5.956888195587436e-48,3687.0,HZ4MP202_Retrosplenial area,HZ4MP202,Retrosplenial area,4M,2,hippo,ExN,Retrosplenial area
Olig,0.15049873393647845,1.7739897288175922e-21,1199.0,HZ4MP202_Retrosplenial area,HZ4MP202,Retrosplenial area,4M,2,hippo,Olig,Retrosplenial area
Astro,0.09338591823275609,6.204475955406264e-05,904.0,HZ4MP202_Retrosplenial area,HZ4MP202,Retrosplenial area,4M,2,hippo,Astro,Retrosplenial area
SMC,0.3982412681209204,1.8529126485956636e-22,522.0,HZ4MP202_Striatum,HZ4MP202,Striatum,4M,2,hippo,SMC,Striatum
Astro,0.25762459974973834,1.850174633447711e-45,1601.0,HZ4MP202_Striatum,HZ4MP202,Striatum,4M,2,hippo,Astro,Striatum
OPC,0.16867215183132947,0.020200270061613197,278.0,HZ4MP202_Striatum,HZ4MP202,Striatum,4M,2,hippo,OPC,Striatum
InN,0.13287936632726938,1.1448364884827003e-45,3889.0,HZ4MP202_Striatum,HZ4MP202,Striatum,4M,2,hippo,InN,Striatum
ExN,0.09323942651655612,0.041510235662787845,455.0,HZ4MP202_Striatum,HZ4MP202,Striatum,4M,2,hippo,ExN,Striatum
MSN,0.0782935908103524,1.2084982241717326e-14,4003.0,HZ4MP202_Striatum,HZ4MP202,Striatum,4M,2,hippo,MSN,Striatum
Olig,0.06923823410418092,8.428988147446002e-06,1366.0,HZ4MP202_Striatum,HZ4MP202,Striatum,4M,2,hippo,Olig,Striatum
Peri,0.06666386512190225,0.03971349853461976,873.0,HZ4MP202_Striatum,HZ4MP202,Striatum,4M,2,hippo,Peri,Striatum
InN,0.4642998761621932,1.67773199767837e-298,3328.0,HZ4MP202_Thalamus,HZ4MP202,Thalamus,4M,2,hippo,InN,Thalamus
OPC,0.43261939351889345,2.1885603177394893e-20,690.0,HZ4MP202_Thalamus,HZ4MP202,Thalamus,4M,2,hippo,OPC,Thalamus
ExN,0.4243821430899371,0.0,8996.0,HZ4MP202_Thalamus,HZ4MP202,Thalamus,4M,2,hippo,ExN,Thalamus
Peri,0.38197964758005665,4.539498644862855e-110,2704.0,HZ4MP202_Thalamus,HZ4MP202,Thalamus,4M,2,hippo,Peri,Thalamus
Endo,0.29645470063476836,1.7879956064937342e-27,1378.0,HZ4MP202_Thalamus,HZ4MP202,Thalamus,4M,2,hippo,Endo,Thalamus
Micro,0.2889466971401364,5.511351255892299e-81,2134.0,HZ4MP202_Thalamus,HZ4MP202,Thalamus,4M,2,hippo,Micro,Thalamus
Astro,0.2656798223121828,1.8135759881425892e-155,4702.0,HZ4MP202_Thalamus,HZ4MP202,Thalamus,4M,2,hippo,Astro,Thalamus
SMC,0.21026740877179004,8.886349667716441e-09,711.0,HZ4MP202_Thalamus,HZ4MP202,Thalamus,4M,2,hippo,SMC,Thalamus
Olig,0.15249847443474385,1.3486885705175786e-126,7675.0,HZ4MP202_Thalamus,HZ4MP202,Thalamus,4M,2,hippo,Olig,Thalamus
MSN,0.3614164981613467,0.0009281354164481522,105.0,HZ5M01_Basal forebrain,HZ5M01,Basal forebrain,5M,1,ctx,MSN,Basal forebrain
Astro,0.08605653787626916,0.010528876915601922,722.0,HZ5M01_Basal forebrain,HZ5M01,Basal forebrain,5M,1,ctx,Astro,Basal forebrain
Peri,0.07107338520597373,0.021256204273561483,1036.0,HZ5M01_Basal forebrain,HZ5M01,Basal forebrain,5M,1,ctx,Peri,Basal forebrain
Olig,0.05590902128915425,0.0022311586553552328,1511.0,HZ5M01_Basal forebrain,HZ5M01,Basal forebrain,5M,1,ctx,Olig,Basal forebrain
InN,0.053608057526497895,5.9906941349173895e-09,4792.0,HZ5M01_Basal forebrain,HZ5M01,Basal forebrain,5M,1,ctx,InN,Basal forebrain
SMC,0.2877336766441135,0.0001319934225138509,258.0,HZ5M01_Prefrontal cortex,HZ5M01,Prefrontal cortex,5M,1,ctx,SMC,Prefrontal cortex
Micro,0.20825044807040646,7.091452949324848e-13,1030.0,HZ5M01_Prefrontal cortex,HZ5M01,Prefrontal cortex,5M,1,ctx,Micro,Prefrontal cortex
Peri,0.13428537645961744,0.00016408582932595284,1055.0,HZ5M01_Prefrontal cortex,HZ5M01,Prefrontal cortex,5M,1,ctx,Peri,Prefrontal cortex
ExN,0.09309065441958678,5.182639357239512e-302,36852.0,HZ5M01_Prefrontal cortex,HZ5M01,Prefrontal cortex,5M,1,ctx,ExN,Prefrontal cortex
Astro,0.092014456555338,0.00034786910970158457,1561.0,HZ5M01_Prefrontal cortex,HZ5M01,Prefrontal cortex,5M,1,ctx,Astro,Prefrontal cortex
InN,0.08990730550105734,6.236572328534879e-23,8406.0,HZ5M01_Prefrontal cortex,HZ5M01,Prefrontal cortex,5M,1,ctx,InN,Prefrontal cortex
Olig,0.06569772187162366,0.0007830076109843829,1846.0,HZ5M01_Prefrontal cortex,HZ5M01,Prefrontal cortex,5M,1,ctx,Olig,Prefrontal cortex
SMC,0.571385392333566,7.8688207907922436e-31,445.0,HZ5M01_Striatum,HZ5M01,Striatum,5M,1,ctx,SMC,Striatum
InN,0.17975247577047962,2.5528983333456364e-72,7218.0,HZ5M01_Striatum,HZ5M01,Striatum,5M,1,ctx,InN,Striatum
Peri,0.17942039149639538,1.392613985674037e-17,2850.0,HZ5M01_Striatum,HZ5M01,Striatum,5M,1,ctx,Peri,Striatum
Micro,0.10498750995042538,2.5694576310658557e-05,1534.0,HZ5M01_Striatum,HZ5M01,Striatum,5M,1,ctx,Micro,Striatum
ExN,0.07982668179579284,1.435859106325925e-41,13213.0,HZ5M01_Striatum,HZ5M01,Striatum,5M,1,ctx,ExN,Striatum
Olig,0.077204259252705,1.1204517865192559e-19,6323.0,HZ5M01_Striatum,HZ5M01,Striatum,5M,1,ctx,Olig,Striatum
Astro,0.06885878262577315,2.5019597834509882e-05,2913.0,HZ5M01_Striatum,HZ5M01,Striatum,5M,1,ctx,Astro,Striatum
MSN,0.015393100111375277,0.0021091175118637846,14651.0,HZ5M01_Striatum,HZ5M01,Striatum,5M,1,ctx,MSN,Striatum
Peri,0.16248898366304232,0.006708959604747537,471.0,HZ5M02_Hippocampal formation,HZ5M02,Hippocampal formation,5M,2,hippo,Peri,Hippocampal formation
Olig,0.12807254616075445,0.0001216078034201325,568.0,HZ5M02_Hippocampal formation,HZ5M02,Hippocampal formation,5M,2,hippo,Olig,Hippocampal formation
InN,0.06789965058826954,0.014846120488559088,1248.0,HZ5M02_Hippocampal formation,HZ5M02,Hippocampal formation,5M,2,hippo,InN,Hippocampal formation
Astro,0.06072243392059779,0.011406308299286358,1138.0,HZ5M02_Hippocampal formation,HZ5M02,Hippocampal formation,5M,2,hippo,Astro,Hippocampal formation
ExN,0.02671315266308243,2.225293536456104e-06,9072.0,HZ5M02_Hippocampal formation,HZ5M02,Hippocampal formation,5M,2,hippo,ExN,Hippocampal formation
Peri,0.17922054799066864,0.01744852118549071,195.0,HZ5M02_Retrosplenial area,HZ5M02,Retrosplenial area,5M,2,hippo,Peri,Retrosplenial area
Olig,0.17556047346986162,1.2695974930537666e-05,318.0,HZ5M02_Retrosplenial area,HZ5M02,Retrosplenial area,5M,2,hippo,Olig,Retrosplenial area
ExN,0.09572982431477928,1.0445295010043433e-23,3970.0,HZ5M02_Retrosplenial area,HZ5M02,Retrosplenial area,5M,2,hippo,ExN,Retrosplenial area
InN,0.0545165090473769,0.013441229828357036,1372.0,HZ5M02_Retrosplenial area,HZ5M02,Retrosplenial area,5M,2,hippo,InN,Retrosplenial area
SMC,0.2738580883307917,0.014185610015855946,85.0,HZ5M02_Striatum,HZ5M02,Striatum,5M,2,hippo,SMC,Striatum
ExN,0.17027281262960972,1.7354956923983174e-09,1057.0,HZ5M02_Striatum,HZ5M02,Striatum,5M,2,hippo,ExN,Striatum
Peri,0.16526203779648016,0.0015312262521717992,403.0,HZ5M02_Striatum,HZ5M02,Striatum,5M,2,hippo,Peri,Striatum
InN,0.11979459561884767,1.6850242002636984e-12,1786.0,HZ5M02_Striatum,HZ5M02,Striatum,5M,2,hippo,InN,Striatum
MSN,0.10065847878059792,1.3805342494937248e-07,1780.0,HZ5M02_Striatum,HZ5M02,Striatum,5M,2,hippo,MSN,Striatum
Olig,0.06446223721661996,0.0022296896666864166,826.0,HZ5M02_Striatum,HZ5M02,Striatum,5M,2,hippo,Olig,Striatum
Endo,0.4972653750700518,0.000928942312452838,172.0,HZ5M02_Thalamus,HZ5M02,Thalamus,5M,2,hippo,Endo,Thalamus
ExN,0.2193274278845628,1.4629495113985148e-303,9850.0,HZ5M02_Thalamus,HZ5M02,Thalamus,5M,2,hippo,ExN,Thalamus
MSN,0.17068813138111016,0.02748265207277499,470.0,HZ5M02_Thalamus,HZ5M02,Thalamus,5M,2,hippo,MSN,Thalamus
Peri,0.16520689351190768,7.647238780859985e-06,924.0,HZ5M02_Thalamus,HZ5M02,Thalamus,5M,2,hippo,Peri,Thalamus
InN,0.1646558963341659,5.0346383034114657e-26,2909.0,HZ5M02_Thalamus,HZ5M02,Thalamus,5M,2,hippo,InN,Thalamus
Micro,0.15306110257931288,0.0003024885446843288,517.0,HZ5M02_Thalamus,HZ5M02,Thalamus,5M,2,hippo,Micro,Thalamus
Olig,0.03455640566345176,0.029981622085869034,1850.0,HZ5M02_Thalamus,HZ5M02,Thalamus,5M,2,hippo,Olig,Thalamus
InN,0.21480319792991553,4.8135119218334504e-123,4566.0,HZ5M03_Basal forebrain,HZ5M03,Basal forebrain,5M,3,ctx,InN,Basal forebrain
Astro,0.13695944085400988,0.017090847902480125,361.0,HZ5M03_Basal forebrain,HZ5M03,Basal forebrain,5M,3,ctx,Astro,Basal forebrain
Peri,0.09671460803851639,7.67200198894454e-05,1236.0,HZ5M03_Basal forebrain,HZ5M03,Basal forebrain,5M,3,ctx,Peri,Basal forebrain
ExN,0.07737001048356186,0.0006603317993770069,1572.0,HZ5M03_Basal forebrain,HZ5M03,Basal forebrain,5M,3,ctx,ExN,Basal forebrain
Olig,0.044377450860222434,0.0052306042984673826,1377.0,HZ5M03_Basal forebrain,HZ5M03,Basal forebrain,5M,3,ctx,Olig,Basal forebrain
SMC,0.30938832318447607,0.0019012098445240684,150.0,HZ5M03_Prefrontal cortex,HZ5M03,Prefrontal cortex,5M,3,ctx,SMC,Prefrontal cortex
